load_id,customer_id,route_id,load_date,freight_type,weight_lbs,revenue,fuel_surcharge,load_status
LD-000738,CUST-001,ROUTE-10,2024-12-18,roofing supplies,38539,205.32,18.61,delivered
LD-000739,CUST-002,ROUTE-03,2024-12-18,bagged seed,38722,419.19,45.23,delivered
LD-000740,CUST-001,ROUTE-02,2024-12-18,drywall,36133,540.08,63.34,delivered
LD-000741,CUST-002,ROUTE-04,2024-12-18,grain,33143,415.25,49.78,delivered
LD-000742,CUST-002,ROUTE-04,2024-12-18,grain,28834,417.09,46.08,delivered
LD-000743,CUST-001,ROUTE-02,2024-12-18,roofing supplies,31350,522.21,91.27,delivered
LD-000744,CUST-005,ROUTE-09,2024-12-19,roofing supplies,42696,211.12,22.69,delivered
LD-000745,CUST-002,ROUTE-03,2024-12-19,bagged feed,44403,417.19,37.54,delivered
LD-000746,CUST-001,ROUTE-09,2024-12-19,lumber,40062,221.02,23.69,delivered
LD-000747,CUST-005,ROUTE-10,2024-12-19,drywall,34415,212.15,15.16,delivered
LD-000748,CUST-005,ROUTE-10,2024-12-19,roofing supplies,37940,213.09,12.07,delivered
LD-000749,CUST-004,ROUTE-01,2024-12-19,grain,43734,538.56,55.91,delivered
LD-000750,CUST-002,ROUTE-03,2024-12-20,bagged seed,40060,411.49,31.05,delivered
LD-000751,CUST-002,ROUTE-03,2024-12-20,bagged seed,43614,409.26,28.47,delivered
LD-000752,CUST-004,ROUTE-02,2024-12-20,grain,41514,499.02,41.22,delivered
LD-000753,CUST-002,ROUTE-03,2024-12-20,grain,28063,454.18,26.21,delivered
LD-000754,CUST-003,ROUTE-05,2024-12-20,drywall,39363,612.78,69.17,delivered
LD-000755,CUST-002,ROUTE-04,2024-12-20,fertilizer,43288,407.73,42.54,delivered
LD-000756,CUST-004,ROUTE-01,2024-12-21,bagged seed,31401,539.56,54.25,delivered
LD-000757,CUST-004,ROUTE-01,2024-12-21,fertilizer,41369,547.25,93.85,delivered
LD-000758,CUST-004,ROUTE-02,2024-12-21,bagged feed,31164,550.81,50.81,delivered
LD-000759,CUST-005,ROUTE-10,2024-12-21,drywall,40705,213.48,15.81,delivered
LD-000760,CUST-005,ROUTE-10,2024-12-22,hardware,28895,213.62,25.69,delivered
LD-000761,CUST-002,ROUTE-04,2024-12-22,bagged seed,38579,400.32,50.4,delivered
LD-000762,CUST-004,ROUTE-01,2024-12-22,fertilizer,31855,547.96,67.02,delivered
LD-000763,CUST-002,ROUTE-03,2024-12-22,grain,33787,441.96,26.2,delivered
LD-000764,CUST-003,ROUTE-06,2024-12-23,lumber,40068,617.45,44.53,delivered
LD-000765,CUST-002,ROUTE-03,2024-12-23,bagged seed,28790,408.57,43.57,delivered
LD-000766,CUST-002,ROUTE-04,2024-12-23,bagged seed,40185,387.19,50.76,delivered
LD-000767,CUST-002,ROUTE-03,2024-12-23,bagged feed,40709,429.96,45.44,delivered
LD-000768,CUST-003,ROUTE-05,2024-12-23,drywall,41316,585.19,61.46,delivered
LD-000769,CUST-004,ROUTE-01,2024-12-24,bagged feed,37424,534.2,44.55,delivered
LD-000770,CUST-005,ROUTE-10,2024-12-24,drywall,43398,217.27,17.04,delivered
LD-000771,CUST-005,ROUTE-09,2024-12-24,drywall,38622,232.28,19.74,delivered
LD-000772,CUST-006,ROUTE-08,2024-12-24,bagged feed,39845,430.09,43.0,delivered
LD-000773,CUST-004,ROUTE-02,2024-12-24,bagged feed,40832,519.65,55.12,delivered
LD-000774,CUST-004,ROUTE-02,2024-12-24,grain,34527,505.07,93.51,delivered
LD-000775,CUST-005,ROUTE-10,2024-12-25,roofing supplies,31142,228.79,21.55,delivered
LD-000776,CUST-005,ROUTE-10,2024-12-25,roofing supplies,33630,225.45,23.63,delivered
LD-000777,CUST-002,ROUTE-03,2024-12-25,grain,33427,448.5,55.03,delivered
LD-000778,CUST-006,ROUTE-08,2024-12-25,grain,28754,420.9,33.72,delivered
LD-000779,CUST-001,ROUTE-10,2024-12-26,roofing supplies,41238,208.82,15.96,delivered
LD-000780,CUST-004,ROUTE-02,2024-12-26,fertilizer,40483,488.72,64.06,delivered
LD-000781,CUST-006,ROUTE-07,2024-12-26,bagged seed,40499,427.88,49.85,delivered
LD-000782,CUST-005,ROUTE-09,2024-12-27,roofing supplies,31023,224.18,19.84,delivered
LD-000783,CUST-003,ROUTE-05,2024-12-27,lumber,43156,624.41,58.18,delivered
LD-000784,CUST-002,ROUTE-03,2024-12-27,fertilizer,37151,425.0,39.76,delivered
LD-000785,CUST-006,ROUTE-08,2024-12-27,grain,39597,434.04,43.81,delivered
LD-000786,CUST-004,ROUTE-02,2024-12-28,fertilizer,40242,488.94,66.81,delivered
LD-000787,CUST-001,ROUTE-02,2024-12-28,hardware,36287,519.81,65.68,delivered
LD-000788,CUST-006,ROUTE-08,2024-12-28,bagged seed,37632,410.9,41.66,delivered
LD-000789,CUST-002,ROUTE-04,2024-12-28,bagged seed,42691,405.24,51.1,delivered
LD-000790,CUST-002,ROUTE-04,2024-12-28,fertilizer,42413,422.48,45.71,delivered
LD-000791,CUST-004,ROUTE-01,2024-12-28,grain,36360,567.96,51.87,delivered
LD-000792,CUST-003,ROUTE-06,2024-12-28,drywall,38833,617.19,55.98,delivered
LD-000793,CUST-005,ROUTE-10,2024-12-29,drywall,31489,225.96,19.58,delivered
LD-000794,CUST-005,ROUTE-10,2024-12-29,lumber,38287,228.8,12.1,delivered
LD-000795,CUST-002,ROUTE-04,2024-12-30,bagged feed,33403,401.7,44.48,delivered
LD-000796,CUST-003,ROUTE-06,2024-12-30,drywall,30867,571.24,85.43,delivered
LD-000797,CUST-005,ROUTE-10,2024-12-30,lumber,37320,206.91,18.19,delivered
LD-000798,CUST-005,ROUTE-10,2024-12-30,drywall,41143,214.68,25.21,delivered
LD-000799,CUST-002,ROUTE-03,2024-12-31,fertilizer,38902,437.33,43.87,delivered
LD-000800,CUST-002,ROUTE-04,2024-12-31,bagged seed,29602,385.69,52.9,delivered
LD-000801,CUST-005,ROUTE-09,2024-12-31,lumber,33379,233.61,17.49,delivered
LD-000802,CUST-003,ROUTE-06,2024-12-31,drywall,28089,576.23,79.12,delivered
LD-000803,CUST-006,ROUTE-07,2024-12-31,grain,37509,437.6,49.69,delivered
LD-000804,CUST-006,ROUTE-07,2025-01-01,bagged feed,36327,429.57,24.89,delivered
LD-000805,CUST-005,ROUTE-10,2025-01-01,lumber,44441,227.2,22.24,delivered
LD-000806,CUST-003,ROUTE-05,2025-01-01,roofing supplies,28465,634.87,43.14,delivered
LD-000807,CUST-002,ROUTE-03,2025-01-01,fertilizer,31198,441.56,34.28,delivered
LD-000808,CUST-005,ROUTE-10,2025-01-02,lumber,43769,221.62,15.42,delivered
LD-000809,CUST-003,ROUTE-05,2025-01-02,roofing supplies,43685,659.17,78.38,delivered
LD-000810,CUST-001,ROUTE-02,2025-01-02,hardware,43002,513.18,75.2,delivered
LD-000811,CUST-006,ROUTE-07,2025-01-02,fertilizer,43187,412.3,52.57,delivered
LD-000812,CUST-004,ROUTE-02,2025-01-02,bagged seed,31492,491.01,56.71,delivered
LD-000813,CUST-004,ROUTE-01,2025-01-03,bagged seed,37343,522.61,78.94,delivered
LD-000814,CUST-003,ROUTE-06,2025-01-03,lumber,37738,638.56,73.21,delivered
LD-000815,CUST-005,ROUTE-09,2025-01-03,lumber,43629,207.83,23.39,delivered
LD-000816,CUST-002,ROUTE-03,2025-01-03,bagged feed,41366,400.0,42.01,delivered
LD-000817,CUST-005,ROUTE-10,2025-01-03,drywall,36826,209.98,24.09,delivered
LD-000818,CUST-006,ROUTE-07,2025-01-03,bagged feed,29317,420.42,33.0,delivered
LD-000819,CUST-004,ROUTE-01,2025-01-04,bagged feed,32038,559.64,58.06,delivered
LD-000820,CUST-003,ROUTE-06,2025-01-04,lumber,36261,568.34,63.11,delivered
LD-000821,CUST-004,ROUTE-01,2025-01-04,grain,39398,520.93,52.61,delivered
LD-000822,CUST-005,ROUTE-09,2025-01-04,lumber,36771,227.02,19.08,delivered
LD-000823,CUST-006,ROUTE-07,2025-01-06,grain,28110,415.87,25.4,delivered
LD-000824,CUST-006,ROUTE-08,2025-01-06,bagged seed,40449,417.18,31.23,delivered
LD-000825,CUST-002,ROUTE-03,2025-01-06,grain,29437,410.92,38.36,delivered
LD-000826,CUST-003,ROUTE-06,2025-01-06,roofing supplies,31063,594.59,51.31,delivered
LD-000827,CUST-002,ROUTE-04,2025-01-07,fertilizer,31279,388.7,43.99,delivered
LD-000828,CUST-002,ROUTE-03,2025-01-07,bagged seed,33878,410.43,31.65,delivered
LD-000829,CUST-003,ROUTE-06,2025-01-07,roofing supplies,30073,632.91,47.27,delivered
LD-000830,CUST-002,ROUTE-04,2025-01-07,fertilizer,42845,392.31,57.66,delivered
LD-000831,CUST-003,ROUTE-06,2025-01-07,hardware,30982,636.1,45.0,delivered
LD-000832,CUST-001,ROUTE-01,2025-01-08,roofing supplies,30738,523.39,69.53,delivered
LD-000833,CUST-001,ROUTE-02,2025-01-08,hardware,30340,515.5,74.73,delivered
LD-000834,CUST-001,ROUTE-09,2025-01-08,roofing supplies,30656,208.96,14.11,delivered
LD-000835,CUST-003,ROUTE-06,2025-01-08,hardware,31773,629.88,65.21,delivered
LD-000836,CUST-003,ROUTE-06,2025-01-09,hardware,29323,607.53,63.3,delivered
LD-000837,CUST-004,ROUTE-01,2025-01-09,bagged feed,41532,510.39,55.05,delivered
LD-000838,CUST-005,ROUTE-10,2025-01-09,drywall,28556,224.52,22.93,delivered
LD-000839,CUST-006,ROUTE-07,2025-01-09,fertilizer,36475,461.21,45.99,delivered
LD-000840,CUST-004,ROUTE-02,2025-01-09,bagged feed,38076,514.54,49.06,delivered
LD-000841,CUST-001,ROUTE-10,2025-01-09,drywall,40775,207.42,25.44,delivered
LD-000842,CUST-004,ROUTE-02,2025-01-10,fertilizer,41473,540.17,87.11,delivered
LD-000843,CUST-002,ROUTE-04,2025-01-10,bagged seed,39138,386.01,47.42,delivered
LD-000844,CUST-001,ROUTE-01,2025-01-10,lumber,42901,536.19,79.45,delivered
LD-000845,CUST-003,ROUTE-05,2025-01-10,lumber,41325,648.35,76.61,delivered
LD-000846,CUST-001,ROUTE-01,2025-01-10,drywall,41599,507.84,47.41,delivered
LD-000847,CUST-001,ROUTE-02,2025-01-10,hardware,40055,528.01,59.17,delivered
LD-000848,CUST-001,ROUTE-02,2025-01-11,hardware,34380,498.73,79.54,delivered
LD-000849,CUST-005,ROUTE-10,2025-01-11,lumber,40020,220.58,22.92,delivered
LD-000850,CUST-001,ROUTE-02,2025-01-11,drywall,40798,513.88,73.3,delivered
LD-000851,CUST-003,ROUTE-06,2025-01-11,lumber,42083,607.68,48.54,delivered
LD-000852,CUST-005,ROUTE-10,2025-01-12,roofing supplies,39226,211.36,18.4,delivered
LD-000853,CUST-003,ROUTE-06,2025-01-12,lumber,29556,607.55,90.65,delivered
LD-000854,CUST-005,ROUTE-10,2025-01-13,drywall,42948,205.55,19.08,delivered
LD-000855,CUST-002,ROUTE-03,2025-01-13,bagged feed,31550,409.83,50.5,delivered
LD-000856,CUST-004,ROUTE-02,2025-01-13,bagged seed,42483,498.95,52.16,delivered
LD-000857,CUST-003,ROUTE-05,2025-01-13,drywall,41352,650.93,45.13,delivered
LD-000858,CUST-005,ROUTE-10,2025-01-13,hardware,39295,214.37,12.34,delivered
LD-000859,CUST-001,ROUTE-09,2025-01-14,roofing supplies,36750,217.9,13.48,delivered
LD-000860,CUST-004,ROUTE-02,2025-01-14,grain,30051,553.94,46.81,delivered
LD-000861,CUST-004,ROUTE-01,2025-01-14,fertilizer,30624,520.23,73.25,delivered
LD-000862,CUST-002,ROUTE-04,2025-01-14,fertilizer,28551,431.11,39.29,delivered
LD-000863,CUST-001,ROUTE-01,2025-01-14,hardware,43536,563.34,90.35,delivered
LD-000864,CUST-002,ROUTE-04,2025-01-14,fertilizer,33611,394.69,54.97,delivered
LD-000865,CUST-001,ROUTE-10,2025-01-14,lumber,35171,223.91,14.82,delivered
LD-000866,CUST-003,ROUTE-05,2025-01-15,roofing supplies,40962,603.8,41.24,delivered
LD-000867,CUST-002,ROUTE-04,2025-01-15,grain,44822,392.99,30.91,delivered
LD-000868,CUST-006,ROUTE-08,2025-01-15,bagged feed,41959,438.35,32.39,delivered
LD-000869,CUST-006,ROUTE-07,2025-01-15,grain,42047,430.01,55.34,delivered
LD-000870,CUST-006,ROUTE-07,2025-01-15,bagged feed,35337,442.64,35.57,delivered
LD-000871,CUST-006,ROUTE-07,2025-01-15,bagged feed,30383,462.3,29.33,delivered
LD-000872,CUST-001,ROUTE-09,2025-01-15,lumber,35530,225.35,19.38,delivered
LD-000873,CUST-006,ROUTE-08,2025-01-16,bagged seed,42463,396.79,55.23,delivered
LD-000874,CUST-006,ROUTE-08,2025-01-16,grain,44137,412.49,29.7,delivered
LD-000875,CUST-005,ROUTE-10,2025-01-16,lumber,41061,220.95,21.49,delivered
LD-000876,CUST-001,ROUTE-01,2025-01-16,roofing supplies,37161,561.76,50.0,delivered
LD-000877,CUST-006,ROUTE-07,2025-01-17,fertilizer,40824,453.86,32.08,delivered
LD-000878,CUST-003,ROUTE-06,2025-01-17,roofing supplies,33631,599.48,69.63,delivered
LD-000879,CUST-003,ROUTE-06,2025-01-17,lumber,44044,608.44,88.73,delivered
LD-000880,CUST-001,ROUTE-01,2025-01-17,hardware,43867,511.46,51.25,delivered
LD-000881,CUST-004,ROUTE-01,2025-01-17,fertilizer,38740,514.02,52.2,delivered
LD-000882,CUST-001,ROUTE-09,2025-01-18,lumber,29153,228.58,13.91,delivered
LD-000883,CUST-001,ROUTE-09,2025-01-18,drywall,32252,213.27,18.96,delivered
LD-000884,CUST-005,ROUTE-10,2025-01-18,hardware,42490,210.83,24.19,delivered
LD-000885,CUST-005,ROUTE-10,2025-01-18,roofing supplies,44450,206.64,25.62,delivered
LD-000886,CUST-006,ROUTE-07,2025-01-18,bagged seed,35747,414.86,53.7,delivered
LD-000887,CUST-001,ROUTE-09,2025-01-20,drywall,37318,230.69,19.12,delivered
LD-000888,CUST-006,ROUTE-08,2025-01-20,grain,32905,431.93,29.03,delivered
LD-000889,CUST-001,ROUTE-02,2025-01-20,roofing supplies,32692,545.95,75.34,delivered
LD-000890,CUST-006,ROUTE-07,2025-01-21,grain,33798,451.44,54.45,delivered
LD-000891,CUST-001,ROUTE-10,2025-01-21,hardware,35900,223.34,17.14,delivered
LD-000892,CUST-006,ROUTE-07,2025-01-21,bagged seed,38676,417.69,29.87,delivered
LD-000893,CUST-005,ROUTE-09,2025-01-21,roofing supplies,33457,215.82,16.71,delivered
LD-000894,CUST-002,ROUTE-03,2025-01-22,fertilizer,36553,447.05,43.81,delivered
LD-000895,CUST-002,ROUTE-04,2025-01-22,bagged seed,33311,386.95,32.88,delivered
LD-000896,CUST-002,ROUTE-03,2025-01-22,bagged seed,32414,443.1,37.86,delivered
LD-000897,CUST-005,ROUTE-10,2025-01-22,drywall,34900,222.33,22.08,delivered
LD-000898,CUST-001,ROUTE-09,2025-01-23,lumber,43080,208.5,23.78,delivered
LD-000899,CUST-001,ROUTE-09,2025-01-23,roofing supplies,43662,214.46,24.27,delivered
LD-000900,CUST-004,ROUTE-01,2025-01-23,bagged feed,32973,508.08,49.0,delivered
LD-000901,CUST-001,ROUTE-02,2025-01-23,roofing supplies,29371,495.42,79.47,delivered
LD-000902,CUST-002,ROUTE-03,2025-01-24,bagged feed,42920,435.3,46.7,delivered
LD-000903,CUST-003,ROUTE-05,2025-01-24,drywall,32411,592.37,53.91,delivered
LD-000904,CUST-002,ROUTE-04,2025-01-24,bagged seed,31184,396.06,39.72,delivered
LD-000905,CUST-001,ROUTE-02,2025-01-24,lumber,32615,553.38,90.73,delivered
LD-000906,CUST-005,ROUTE-09,2025-01-25,hardware,35477,210.3,24.15,delivered
LD-000907,CUST-001,ROUTE-01,2025-01-25,drywall,41288,565.65,70.98,delivered
LD-000908,CUST-002,ROUTE-04,2025-01-25,grain,31487,391.23,51.48,delivered
LD-000909,CUST-004,ROUTE-02,2025-01-25,fertilizer,30948,519.96,63.39,delivered
LD-000910,CUST-001,ROUTE-02,2025-01-27,lumber,43137,534.87,58.44,delivered
LD-000911,CUST-001,ROUTE-10,2025-01-27,roofing supplies,39433,217.84,19.17,delivered
LD-000912,CUST-003,ROUTE-06,2025-01-27,hardware,42313,632.1,43.1,delivered
LD-000913,CUST-003,ROUTE-05,2025-01-27,lumber,31816,584.47,69.6,delivered
LD-000914,CUST-003,ROUTE-05,2025-01-28,lumber,38376,642.76,41.2,delivered
LD-000915,CUST-001,ROUTE-02,2025-01-28,hardware,42385,533.04,84.44,delivered
LD-000916,CUST-003,ROUTE-06,2025-01-28,roofing supplies,34911,625.39,89.29,delivered
LD-000917,CUST-006,ROUTE-07,2025-01-28,bagged seed,35023,433.61,41.76,delivered
LD-000918,CUST-001,ROUTE-02,2025-01-28,drywall,44808,527.06,88.29,delivered
LD-000919,CUST-001,ROUTE-10,2025-01-29,drywall,37965,217.93,13.66,delivered
LD-000920,CUST-003,ROUTE-05,2025-01-29,hardware,43542,605.88,73.66,delivered
LD-000921,CUST-005,ROUTE-10,2025-01-30,roofing supplies,41876,218.61,18.82,delivered
LD-000922,CUST-004,ROUTE-01,2025-01-30,fertilizer,41996,503.19,89.08,delivered
LD-000923,CUST-006,ROUTE-08,2025-01-30,bagged feed,37596,426.19,53.95,delivered
LD-000924,CUST-002,ROUTE-04,2025-01-30,bagged seed,40646,391.52,57.13,delivered
LD-000925,CUST-005,ROUTE-09,2025-01-30,lumber,42283,210.51,15.13,delivered
LD-000926,CUST-005,ROUTE-09,2025-01-31,roofing supplies,41349,209.68,14.45,delivered
LD-000927,CUST-003,ROUTE-06,2025-01-31,drywall,44239,579.34,45.48,delivered
LD-000928,CUST-002,ROUTE-04,2025-01-31,bagged seed,28093,429.56,39.99,delivered
LD-000929,CUST-004,ROUTE-02,2025-01-31,fertilizer,41834,528.46,69.57,delivered
LD-000930,CUST-003,ROUTE-06,2025-01-31,lumber,31625,577.75,46.01,delivered
LD-000931,CUST-004,ROUTE-01,2025-01-31,grain,30027,515.72,72.68,delivered
LD-000932,CUST-006,ROUTE-08,2025-02-01,bagged feed,37788,420.32,43.9,delivered
LD-000933,CUST-001,ROUTE-09,2025-02-01,hardware,36589,211.2,23.55,delivered
LD-000934,CUST-001,ROUTE-10,2025-02-02,roofing supplies,35946,226.88,16.79,delivered
LD-000935,CUST-005,ROUTE-10,2025-02-02,roofing supplies,29759,203.32,25.23,delivered
LD-000936,CUST-004,ROUTE-01,2025-02-02,bagged seed,30590,512.28,78.79,delivered
LD-000937,CUST-004,ROUTE-02,2025-02-02,grain,44204,553.48,47.4,delivered
LD-000938,CUST-002,ROUTE-04,2025-02-02,bagged seed,32825,422.42,55.09,delivered
LD-000939,CUST-005,ROUTE-10,2025-02-02,roofing supplies,40074,230.39,25.47,delivered
LD-000940,CUST-003,ROUTE-06,2025-02-03,drywall,32772,635.72,82.97,delivered
LD-000941,CUST-001,ROUTE-10,2025-02-03,hardware,41046,224.3,14.89,delivered
LD-000942,CUST-001,ROUTE-01,2025-02-03,hardware,36091,556.76,54.27,delivered
LD-000943,CUST-002,ROUTE-04,2025-02-03,bagged seed,29171,429.12,53.24,delivered
LD-000944,CUST-006,ROUTE-08,2025-02-03,fertilizer,36581,414.8,52.0,delivered
LD-000945,CUST-006,ROUTE-08,2025-02-03,bagged feed,32041,399.76,39.81,delivered
LD-000946,CUST-003,ROUTE-06,2025-02-04,roofing supplies,43707,576.24,82.67,delivered
LD-000947,CUST-002,ROUTE-03,2025-02-04,bagged feed,42730,408.61,32.52,delivered
LD-000948,CUST-005,ROUTE-09,2025-02-04,roofing supplies,33497,210.74,11.92,delivered
LD-000949,CUST-005,ROUTE-10,2025-02-04,hardware,31987,203.37,12.5,delivered
LD-000950,CUST-001,ROUTE-10,2025-02-04,drywall,41799,224.82,22.75,delivered
LD-000951,CUST-004,ROUTE-02,2025-02-04,bagged feed,28114,512.03,84.54,delivered
LD-000952,CUST-004,ROUTE-02,2025-02-04,fertilizer,30835,534.63,78.52,delivered
LD-000953,CUST-005,ROUTE-09,2025-02-04,drywall,34378,218.78,19.47,delivered
LD-000954,CUST-005,ROUTE-09,2025-02-05,hardware,43902,228.72,12.34,delivered
LD-000955,CUST-001,ROUTE-02,2025-02-05,hardware,39747,517.66,92.52,delivered
LD-000956,CUST-003,ROUTE-06,2025-02-05,drywall,31859,603.9,62.76,delivered
LD-000957,CUST-006,ROUTE-08,2025-02-05,bagged feed,42278,406.15,30.12,delivered
LD-000958,CUST-005,ROUTE-10,2025-02-05,drywall,40217,216.57,23.78,delivered
LD-000959,CUST-004,ROUTE-01,2025-02-05,fertilizer,41435,519.0,43.35,delivered
LD-000960,CUST-005,ROUTE-09,2025-02-05,roofing supplies,36579,226.9,14.86,delivered
LD-000961,CUST-006,ROUTE-07,2025-02-06,bagged seed,31806,439.58,56.92,delivered
LD-000962,CUST-005,ROUTE-09,2025-02-06,roofing supplies,29436,207.55,12.31,delivered
LD-000963,CUST-006,ROUTE-08,2025-02-06,bagged feed,32615,434.64,41.97,delivered
LD-000964,CUST-005,ROUTE-09,2025-02-06,hardware,34625,229.38,23.41,delivered
LD-000965,CUST-003,ROUTE-05,2025-02-06,drywall,42347,600.79,78.72,delivered
LD-000966,CUST-006,ROUTE-08,2025-02-06,fertilizer,44494,402.34,34.77,delivered
LD-000967,CUST-004,ROUTE-02,2025-02-06,bagged seed,40893,511.37,73.97,delivered
LD-000968,CUST-006,ROUTE-07,2025-02-07,bagged seed,35653,413.11,27.5,delivered
LD-000969,CUST-006,ROUTE-07,2025-02-07,bagged feed,28779,430.2,45.24,delivered
LD-000970,CUST-001,ROUTE-01,2025-02-07,roofing supplies,41686,552.16,78.28,delivered
LD-000971,CUST-006,ROUTE-08,2025-02-07,bagged seed,42354,407.03,56.29,delivered
LD-000972,CUST-004,ROUTE-02,2025-02-07,bagged feed,37963,538.89,41.16,delivered
LD-000973,CUST-003,ROUTE-05,2025-02-07,roofing supplies,39036,650.39,71.06,delivered
LD-000974,CUST-005,ROUTE-09,2025-02-08,lumber,41034,222.78,25.39,delivered
LD-000975,CUST-006,ROUTE-07,2025-02-08,bagged feed,34351,439.35,34.29,delivered
LD-000976,CUST-001,ROUTE-01,2025-02-08,hardware,34963,567.62,57.41,delivered
LD-000977,CUST-002,ROUTE-04,2025-02-08,fertilizer,31121,387.7,49.08,delivered
LD-000978,CUST-001,ROUTE-01,2025-02-08,hardware,40864,530.57,83.41,delivered
LD-000979,CUST-001,ROUTE-02,2025-02-09,hardware,38213,498.52,43.01,delivered
LD-000980,CUST-004,ROUTE-01,2025-02-09,bagged feed,28035,562.28,46.68,delivered
LD-000981,CUST-005,ROUTE-09,2025-02-09,hardware,28140,226.03,19.73,delivered
LD-000982,CUST-006,ROUTE-07,2025-02-09,grain,44933,410.03,26.41,delivered
LD-000983,CUST-004,ROUTE-01,2025-02-09,fertilizer,38869,565.98,57.29,delivered
LD-000984,CUST-002,ROUTE-03,2025-02-09,bagged feed,29938,413.49,33.91,delivered
LD-000985,CUST-002,ROUTE-03,2025-02-09,bagged feed,28427,406.69,45.67,delivered
LD-000986,CUST-002,ROUTE-03,2025-02-10,grain,38992,448.19,38.19,delivered
LD-000987,CUST-005,ROUTE-09,2025-02-10,roofing supplies,32326,228.34,21.51,delivered
LD-000988,CUST-001,ROUTE-09,2025-02-11,roofing supplies,37040,208.52,17.06,delivered
LD-000989,CUST-004,ROUTE-02,2025-02-11,bagged seed,40555,502.95,61.78,delivered
LD-000990,CUST-005,ROUTE-09,2025-02-11,roofing supplies,41658,216.35,15.78,delivered
LD-000991,CUST-004,ROUTE-01,2025-02-11,fertilizer,38504,518.42,48.67,delivered
LD-000992,CUST-005,ROUTE-10,2025-02-11,drywall,35228,208.65,16.33,delivered
LD-000993,CUST-002,ROUTE-03,2025-02-11,fertilizer,34629,451.64,25.9,delivered
LD-000994,CUST-005,ROUTE-10,2025-02-11,hardware,38840,225.18,17.27,delivered
LD-000995,CUST-004,ROUTE-02,2025-02-12,grain,30083,516.09,89.42,delivered
LD-000996,CUST-005,ROUTE-09,2025-02-12,drywall,40163,222.9,17.21,delivered
LD-000997,CUST-001,ROUTE-09,2025-02-12,lumber,36676,225.02,20.0,delivered
LD-000998,CUST-002,ROUTE-03,2025-02-12,bagged seed,28982,428.93,47.4,delivered
LD-000999,CUST-002,ROUTE-03,2025-02-12,fertilizer,37154,440.14,30.57,delivered
LD-001000,CUST-006,ROUTE-07,2025-02-12,grain,39188,456.37,51.82,delivered
LD-001001,CUST-001,ROUTE-01,2025-02-12,drywall,32997,555.87,90.85,delivered
LD-001002,CUST-006,ROUTE-07,2025-02-13,bagged seed,41940,409.03,34.69,delivered
LD-001003,CUST-002,ROUTE-04,2025-02-13,fertilizer,39503,421.31,41.85,delivered
LD-001004,CUST-002,ROUTE-03,2025-02-13,bagged feed,42506,412.12,45.08,delivered
LD-001005,CUST-002,ROUTE-04,2025-02-13,grain,30854,410.7,56.83,delivered
LD-001006,CUST-004,ROUTE-01,2025-02-14,bagged feed,40990,507.0,75.32,delivered
LD-001007,CUST-006,ROUTE-08,2025-02-14,fertilizer,41190,417.53,35.45,delivered
LD-001008,CUST-002,ROUTE-04,2025-02-14,bagged feed,34033,393.43,56.38,delivered
LD-001009,CUST-005,ROUTE-09,2025-02-15,drywall,41002,225.96,18.63,delivered
LD-001010,CUST-004,ROUTE-01,2025-02-15,grain,29878,534.99,55.99,delivered
LD-001011,CUST-002,ROUTE-03,2025-02-15,fertilizer,30833,423.13,48.52,delivered
LD-001012,CUST-004,ROUTE-02,2025-02-15,bagged feed,29972,519.17,40.53,delivered
LD-001013,CUST-001,ROUTE-02,2025-02-15,roofing supplies,42090,547.77,74.0,delivered
LD-001014,CUST-006,ROUTE-07,2025-02-17,grain,39112,446.34,56.56,delivered
LD-001015,CUST-001,ROUTE-10,2025-02-17,drywall,38117,208.3,25.56,delivered
LD-001016,CUST-003,ROUTE-06,2025-02-17,hardware,37309,605.41,75.97,delivered
LD-001017,CUST-004,ROUTE-02,2025-02-17,bagged seed,41755,541.78,61.33,delivered
LD-001018,CUST-005,ROUTE-09,2025-02-17,hardware,42463,208.86,24.49,delivered
LD-001019,CUST-001,ROUTE-02,2025-02-17,roofing supplies,43160,514.93,51.64,delivered
LD-001020,CUST-003,ROUTE-06,2025-02-18,drywall,35255,592.0,52.38,delivered
LD-001021,CUST-003,ROUTE-05,2025-02-18,drywall,41432,601.4,66.34,delivered
LD-001022,CUST-005,ROUTE-10,2025-02-18,lumber,36165,207.44,25.76,delivered
LD-001023,CUST-003,ROUTE-06,2025-02-18,drywall,39032,604.84,69.45,delivered
LD-001024,CUST-006,ROUTE-08,2025-02-19,bagged seed,32468,433.64,31.48,delivered
LD-001025,CUST-004,ROUTE-01,2025-02-19,bagged feed,30253,518.05,59.97,delivered
LD-001026,CUST-006,ROUTE-07,2025-02-20,bagged seed,36148,418.42,39.85,delivered
LD-001027,CUST-001,ROUTE-09,2025-02-20,roofing supplies,37194,217.41,19.99,delivered
LD-001028,CUST-002,ROUTE-03,2025-02-20,fertilizer,29537,408.65,51.65,delivered
LD-001029,CUST-005,ROUTE-09,2025-02-20,roofing supplies,28305,210.48,13.27,delivered
LD-001030,CUST-001,ROUTE-10,2025-02-21,hardware,32652,224.62,20.4,delivered
LD-001031,CUST-006,ROUTE-08,2025-02-21,grain,33591,404.48,31.9,delivered
LD-001032,CUST-002,ROUTE-04,2025-02-21,bagged seed,40232,387.11,51.62,delivered
LD-001033,CUST-004,ROUTE-01,2025-02-21,bagged feed,36641,503.6,59.93,delivered
