purchase_id,trip_id,truck_id,driver_id,purchase_date,gallons,price_per_gallon,total_cost,location
FUEL-000769,TRP-000769,TRK-006,DRV-007,2024-12-24,54.77,3.937,215.63,"Fort Smith, AR"
FUEL-000770,TRP-000770,TRK-009,DRV-002,2024-12-24,11.86,3.838,45.52,"Little Rock, AR"
FUEL-000771,TRP-000771,TRK-004,DRV-003,2024-12-24,11.21,4.02,45.06,"Oklahoma City, OK"
FUEL-000772,TRP-000772,TRK-002,DRV-004,2024-12-24,25.92,3.881,100.6,"Kansas City, MO"
FUEL-000773,TRP-000773,TRK-006,DRV-009,2024-12-24,54.55,3.984,217.33,"Dallas, TX"
FUEL-000774,TRP-000774,TRK-006,DRV-008,2024-12-24,53.87,3.928,211.6,"Joplin, MO"
FUEL-000775,TRP-000775,TRK-002,DRV-001,2024-12-25,11.08,3.889,43.09,"Little Rock, AR"
FUEL-000776,TRP-000776,TRK-002,DRV-001,2024-12-25,12.2,3.966,48.39,"Springfield, MO"
FUEL-000777,TRP-000777,TRK-003,DRV-001,2024-12-25,24.84,3.884,96.48,"Springfield, MO"
FUEL-000778,TRP-000778,TRK-009,DRV-004,2024-12-25,23.0,3.936,90.53,"Fort Smith, AR"
FUEL-000779,TRP-000779,TRK-004,DRV-002,2024-12-26,10.58,4.026,42.6,"Oklahoma City, OK"
FUEL-000780,TRP-000780,TRK-006,DRV-007,2024-12-26,53.74,3.964,213.03,"Tulsa, OK"
FUEL-000781,TRP-000781,TRK-001,DRV-002,2024-12-26,23.17,3.956,91.66,"Little Rock, AR"
FUEL-000782,TRP-000782,TRK-009,DRV-002,2024-12-27,11.03,4.11,45.33,"Springfield, MO"
FUEL-000783,TRP-000783,TRK-002,DRV-002,2024-12-27,41.15,3.972,163.45,"Joplin, MO"
FUEL-000784,TRP-000784,TRK-008,DRV-002,2024-12-27,23.56,3.907,92.05,"Fort Smith, AR"
FUEL-000785,TRP-000785,TRK-009,DRV-004,2024-12-27,24.7,4.063,100.36,"Oklahoma City, OK"
FUEL-000786,TRP-000786,TRK-006,DRV-004,2024-12-28,52.48,4.047,212.39,"Little Rock, AR"
FUEL-000787,TRP-000787,TRK-006,DRV-004,2024-12-28,53.88,4.099,220.85,"Little Rock, AR"
FUEL-000788,TRP-000788,TRK-005,DRV-004,2024-12-28,24.51,3.852,94.41,"Little Rock, AR"
FUEL-000789,TRP-000789,TRK-005,DRV-003,2024-12-28,25.98,3.968,103.09,"Joplin, MO"
FUEL-000790,TRP-000790,TRK-002,DRV-002,2024-12-28,24.33,4.108,99.95,"Oklahoma City, OK"
FUEL-000791,TRP-000791,TRK-010,DRV-003,2024-12-28,42.44,4.116,174.68,"Fort Smith, AR"
FUEL-000792,TRP-000792,TRK-002,DRV-003,2024-12-28,37.55,3.904,146.6,"Little Rock, AR"
FUEL-000793,TRP-000793,TRK-009,DRV-002,2024-12-29,11.84,3.932,46.55,"Dallas, TX"
FUEL-000794,TRP-000794,TRK-004,DRV-004,2024-12-29,10.94,3.893,42.59,"Fort Smith, AR"
FUEL-000795,TRP-000795,TRK-007,DRV-001,2024-12-30,25.58,4.092,104.67,"Tulsa, OK"
FUEL-000796,TRP-000796,TRK-004,DRV-001,2024-12-30,42.45,4.06,172.35,"Dallas, TX"
FUEL-000797,TRP-000797,TRK-009,DRV-002,2024-12-30,10.86,3.833,41.63,"Kansas City, MO"
FUEL-000798,TRP-000798,TRK-009,DRV-003,2024-12-30,11.76,3.841,45.17,"Springfield, MO"
FUEL-000799,TRP-000799,TRK-008,DRV-004,2024-12-31,22.79,4.105,93.55,"Oklahoma City, OK"
FUEL-000800,TRP-000800,TRK-003,DRV-002,2024-12-31,25.04,3.864,96.75,"Kansas City, MO"
FUEL-000801,TRP-000801,TRK-005,DRV-003,2024-12-31,10.27,4.096,42.07,"Tulsa, OK"
FUEL-000802,TRP-000802,TRK-010,DRV-002,2024-12-31,38.89,3.983,154.9,"Oklahoma City, OK"
FUEL-000803,TRP-000803,TRK-001,DRV-003,2024-12-31,23.43,3.963,92.85,"Oklahoma City, OK"
FUEL-000804,TRP-000804,TRK-003,DRV-002,2025-01-01,25.31,4.065,102.89,"Little Rock, AR"
FUEL-000805,TRP-000805,TRK-008,DRV-003,2025-01-01,11.01,3.911,43.06,"Springfield, MO"
FUEL-000806,TRP-000806,TRK-007,DRV-004,2025-01-01,39.8,4.026,160.23,"Dallas, TX"
FUEL-000807,TRP-000807,TRK-010,DRV-001,2025-01-01,25.24,3.844,97.02,"Little Rock, AR"
FUEL-000808,TRP-000808,TRK-001,DRV-001,2025-01-02,11.22,4.099,45.99,"Springfield, MO"
FUEL-000809,TRP-000809,TRK-004,DRV-003,2025-01-02,37.59,3.946,148.33,"Tulsa, OK"
FUEL-000810,TRP-000810,TRK-006,DRV-001,2025-01-02,54.01,3.937,212.64,"Kansas City, MO"
FUEL-000811,TRP-000811,TRK-007,DRV-001,2025-01-02,24.7,4.013,99.12,"Joplin, MO"
FUEL-000812,TRP-000812,TRK-010,DRV-003,2025-01-02,38.53,3.848,148.26,"Kansas City, MO"
FUEL-000813,TRP-000813,TRK-007,DRV-009,2025-01-03,38.12,3.926,149.66,"Springfield, MO"
FUEL-000814,TRP-000814,TRK-001,DRV-004,2025-01-03,42.19,3.842,162.09,"Springfield, MO"
FUEL-000815,TRP-000815,TRK-004,DRV-001,2025-01-03,10.81,3.877,41.91,"Springfield, MO"
FUEL-000816,TRP-000816,TRK-003,DRV-002,2025-01-03,25.51,4.074,103.93,"Little Rock, AR"
FUEL-000817,TRP-000817,TRK-002,DRV-004,2025-01-03,10.76,3.902,41.99,"Tulsa, OK"
FUEL-000818,TRP-000818,TRK-001,DRV-001,2025-01-03,26.23,4.022,105.5,"Springfield, MO"
FUEL-000819,TRP-000819,TRK-006,DRV-011,2025-01-04,54.91,3.943,216.51,"Oklahoma City, OK"
FUEL-000820,TRP-000820,TRK-001,DRV-001,2025-01-04,38.93,3.912,152.29,"Tulsa, OK"
FUEL-000821,TRP-000821,TRK-006,DRV-014,2025-01-04,52.89,4.098,216.74,"Joplin, MO"
FUEL-000822,TRP-000822,TRK-008,DRV-003,2025-01-04,11.32,4.114,46.57,"Springfield, MO"
FUEL-000823,TRP-000823,TRK-008,DRV-004,2025-01-06,26.66,4.057,108.16,"Little Rock, AR"
FUEL-000824,TRP-000824,TRK-003,DRV-001,2025-01-06,25.55,4.115,105.14,"Joplin, MO"
FUEL-000825,TRP-000825,TRK-010,DRV-001,2025-01-06,22.16,3.892,86.25,"Kansas City, MO"
FUEL-000826,TRP-000826,TRK-002,DRV-003,2025-01-06,38.96,3.911,152.37,"Tulsa, OK"
FUEL-000827,TRP-000827,TRK-010,DRV-003,2025-01-07,23.01,3.837,88.29,"Springfield, MO"
FUEL-000828,TRP-000828,TRK-002,DRV-004,2025-01-07,24.03,4.046,97.23,"Kansas City, MO"
FUEL-000829,TRP-000829,TRK-004,DRV-002,2025-01-07,38.03,4.058,154.33,"Oklahoma City, OK"
FUEL-000830,TRP-000830,TRK-005,DRV-002,2025-01-07,25.39,3.907,99.2,"Oklahoma City, OK"
FUEL-000831,TRP-000831,TRK-008,DRV-001,2025-01-07,36.76,4.003,147.15,"Tulsa, OK"
FUEL-000832,TRP-000832,TRK-006,DRV-006,2025-01-08,51.65,3.871,199.94,"Oklahoma City, OK"
FUEL-000833,TRP-000833,TRK-003,DRV-013,2025-01-08,41.82,3.833,160.3,"Joplin, MO"
FUEL-000834,TRP-000834,TRK-010,DRV-001,2025-01-08,10.43,4.12,42.97,"Joplin, MO"
FUEL-000835,TRP-000835,TRK-003,DRV-003,2025-01-08,40.69,3.916,159.34,"Springfield, MO"
FUEL-000836,TRP-000836,TRK-001,DRV-001,2025-01-09,38.86,3.939,153.07,"Little Rock, AR"
FUEL-000837,TRP-000837,TRK-006,DRV-005,2025-01-09,55.98,4.049,226.66,"Joplin, MO"
FUEL-000838,TRP-000838,TRK-010,DRV-005,2025-01-09,11.72,3.948,46.27,"Springfield, MO"
FUEL-000839,TRP-000839,TRK-006,DRV-004,2025-01-09,31.12,3.989,124.14,"Springfield, MO"
FUEL-000840,TRP-000840,TRK-006,DRV-005,2025-01-09,56.69,3.861,218.88,"Little Rock, AR"
FUEL-000841,TRP-000841,TRK-004,DRV-003,2025-01-09,12.23,3.932,48.09,"Tulsa, OK"
FUEL-000842,TRP-000842,TRK-006,DRV-005,2025-01-10,52.9,3.884,205.46,"Little Rock, AR"
FUEL-000843,TRP-000843,TRK-001,DRV-003,2025-01-10,22.59,3.989,90.11,"Kansas City, MO"
FUEL-000844,TRP-000844,TRK-006,DRV-005,2025-01-10,55.74,3.896,217.16,"Dallas, TX"
FUEL-000845,TRP-000845,TRK-010,DRV-005,2025-01-10,39.12,4.088,159.92,"Joplin, MO"
FUEL-000846,TRP-000846,TRK-006,DRV-005,2025-01-10,53.41,3.916,209.15,"Springfield, MO"
FUEL-000847,TRP-000847,TRK-007,DRV-005,2025-01-10,42.44,3.917,166.24,"Little Rock, AR"
FUEL-000848,TRP-000848,TRK-009,DRV-005,2025-01-11,39.3,4.112,161.6,"Little Rock, AR"
FUEL-000849,TRP-000849,TRK-004,DRV-004,2025-01-11,11.53,4.055,46.75,"Dallas, TX"
FUEL-000850,TRP-000850,TRK-006,DRV-005,2025-01-11,52.03,4.117,214.21,"Oklahoma City, OK"
FUEL-000851,TRP-000851,TRK-007,DRV-004,2025-01-11,38.93,4.127,160.66,"Little Rock, AR"
FUEL-000852,TRP-000852,TRK-007,DRV-005,2025-01-12,11.22,4.017,45.07,"Springfield, MO"
FUEL-000853,TRP-000853,TRK-007,DRV-001,2025-01-12,40.61,4.13,167.72,"Tulsa, OK"
FUEL-000854,TRP-000854,TRK-002,DRV-003,2025-01-13,10.93,3.921,42.86,"Little Rock, AR"
FUEL-000855,TRP-000855,TRK-009,DRV-003,2025-01-13,23.82,3.849,91.68,"Joplin, MO"
FUEL-000856,TRP-000856,TRK-006,DRV-005,2025-01-13,55.35,3.906,216.2,"Tulsa, OK"
FUEL-000857,TRP-000857,TRK-002,DRV-005,2025-01-13,39.75,4.01,159.4,"Kansas City, MO"
FUEL-000858,TRP-000858,TRK-009,DRV-001,2025-01-13,10.63,4.063,43.19,"Kansas City, MO"
FUEL-000859,TRP-000859,TRK-007,DRV-003,2025-01-14,11.76,3.977,46.77,"Oklahoma City, OK"
FUEL-000860,TRP-000860,TRK-010,DRV-005,2025-01-14,42.93,4.124,177.04,"Joplin, MO"
FUEL-000861,TRP-000861,TRK-007,DRV-005,2025-01-14,39.55,4.008,158.52,"Fort Smith, AR"
FUEL-000862,TRP-000862,TRK-007,DRV-004,2025-01-14,23.17,4.092,94.81,"Tulsa, OK"
FUEL-000863,TRP-000863,TRK-010,DRV-005,2025-01-14,42.23,3.854,162.75,"Oklahoma City, OK"
FUEL-000864,TRP-000864,TRK-004,DRV-004,2025-01-14,26.26,3.883,101.97,"Springfield, MO"
FUEL-000865,TRP-000865,TRK-005,DRV-003,2025-01-14,10.88,3.968,43.17,"Little Rock, AR"
FUEL-000866,TRP-000866,TRK-009,DRV-004,2025-01-15,35.29,3.865,136.4,"Fort Smith, AR"
FUEL-000867,TRP-000867,TRK-001,DRV-002,2025-01-15,23.24,3.892,90.45,"Dallas, TX"
FUEL-000868,TRP-000868,TRK-009,DRV-002,2025-01-15,23.7,3.843,91.08,"Oklahoma City, OK"
FUEL-000869,TRP-000869,TRK-002,DRV-004,2025-01-15,25.13,4.077,102.46,"Joplin, MO"
FUEL-000870,TRP-000870,TRK-002,DRV-004,2025-01-15,24.08,4.115,99.09,"Little Rock, AR"
FUEL-000871,TRP-000871,TRK-007,DRV-004,2025-01-15,23.15,3.905,90.4,"Little Rock, AR"
FUEL-000872,TRP-000872,TRK-010,DRV-005,2025-01-15,11.71,3.936,46.09,"Springfield, MO"
FUEL-000873,TRP-000873,TRK-003,DRV-005,2025-01-16,24.74,3.843,95.08,"Fort Smith, AR"
FUEL-000874,TRP-000874,TRK-007,DRV-004,2025-01-16,23.64,4.008,94.75,"Fort Smith, AR"
FUEL-000875,TRP-000875,TRK-009,DRV-003,2025-01-16,11.22,4.133,46.37,"Dallas, TX"
FUEL-000876,TRP-000876,TRK-006,DRV-005,2025-01-16,54.75,3.877,212.27,"Little Rock, AR"
FUEL-000877,TRP-000877,TRK-010,DRV-005,2025-01-17,23.52,4.041,95.04,"Kansas City, MO"
FUEL-000878,TRP-000878,TRK-009,DRV-002,2025-01-17,37.54,4.117,154.55,"Springfield, MO"
FUEL-000879,TRP-000879,TRK-010,DRV-005,2025-01-17,37.5,3.903,146.36,"Oklahoma City, OK"
FUEL-000880,TRP-000880,TRK-006,DRV-005,2025-01-17,55.22,3.928,216.9,"Kansas City, MO"
FUEL-000881,TRP-000881,TRK-005,DRV-005,2025-01-17,40.92,4.091,167.4,"Joplin, MO"
FUEL-000882,TRP-000882,TRK-004,DRV-005,2025-01-18,12.14,4.056,49.24,"Tulsa, OK"
FUEL-000883,TRP-000883,TRK-006,DRV-003,2025-01-18,14.14,3.965,56.07,"Joplin, MO"
FUEL-000884,TRP-000884,TRK-002,DRV-003,2025-01-18,10.33,4.013,41.45,"Kansas City, MO"
FUEL-000885,TRP-000885,TRK-010,DRV-001,2025-01-18,11.46,4.101,47.0,"Joplin, MO"
FUEL-000886,TRP-000886,TRK-009,DRV-001,2025-01-18,23.49,3.846,90.34,"Oklahoma City, OK"
FUEL-000887,TRP-000887,TRK-004,DRV-005,2025-01-20,10.82,4.119,44.57,"Dallas, TX"
FUEL-000888,TRP-000888,TRK-009,DRV-002,2025-01-20,25.91,4.05,104.94,"Springfield, MO"
FUEL-000889,TRP-000889,TRK-006,DRV-005,2025-01-20,50.75,3.886,197.21,"Fort Smith, AR"
FUEL-000890,TRP-000890,TRK-005,DRV-003,2025-01-21,22.44,3.885,87.18,"Joplin, MO"
FUEL-000891,TRP-000891,TRK-006,DRV-002,2025-01-21,14.27,3.903,55.7,"Fort Smith, AR"
FUEL-000892,TRP-000892,TRK-010,DRV-005,2025-01-21,24.39,4.036,98.44,"Springfield, MO"
FUEL-000893,TRP-000893,TRK-010,DRV-005,2025-01-21,11.29,3.875,43.75,"Fort Smith, AR"
FUEL-000894,TRP-000894,TRK-010,DRV-004,2025-01-22,23.76,4.097,97.34,"Fort Smith, AR"
FUEL-000895,TRP-000895,TRK-010,DRV-004,2025-01-22,23.31,4.084,95.2,"Tulsa, OK"
FUEL-000896,TRP-000896,TRK-009,DRV-001,2025-01-22,25.86,4.082,105.56,"Fort Smith, AR"
FUEL-000897,TRP-000897,TRK-009,DRV-005,2025-01-22,11.5,4.116,47.33,"Joplin, MO"
FUEL-000898,TRP-000898,TRK-002,DRV-002,2025-01-23,11.22,3.89,43.65,"Kansas City, MO"
FUEL-000899,TRP-000899,TRK-005,DRV-001,2025-01-23,11.75,3.903,45.86,"Fort Smith, AR"
FUEL-000900,TRP-000900,TRK-007,DRV-005,2025-01-23,38.26,4.042,154.65,"Springfield, MO"
FUEL-000901,TRP-000901,TRK-006,DRV-005,2025-01-23,51.41,4.064,208.93,"Oklahoma City, OK"
FUEL-000902,TRP-000902,TRK-003,DRV-005,2025-01-24,22.93,4.077,93.49,"Dallas, TX"
FUEL-000903,TRP-000903,TRK-002,DRV-005,2025-01-24,35.88,4.084,146.53,"Joplin, MO"
FUEL-000904,TRP-000904,TRK-002,DRV-002,2025-01-24,24.92,4.118,102.62,"Oklahoma City, OK"
FUEL-000905,TRP-000905,TRK-006,DRV-005,2025-01-24,53.95,4.026,217.2,"Fort Smith, AR"
FUEL-000906,TRP-000906,TRK-005,DRV-001,2025-01-25,11.43,3.843,43.93,"Little Rock, AR"
FUEL-000907,TRP-000907,TRK-006,DRV-005,2025-01-25,50.74,4.044,205.19,"Kansas City, MO"
FUEL-000908,TRP-000908,TRK-005,DRV-001,2025-01-25,23.69,3.903,92.46,"Dallas, TX"
FUEL-000909,TRP-000909,TRK-002,DRV-005,2025-01-25,38.19,3.85,147.03,"Springfield, MO"
FUEL-000910,TRP-000910,TRK-010,DRV-005,2025-01-27,39.53,3.895,153.97,"Oklahoma City, OK"
FUEL-000911,TRP-000911,TRK-004,DRV-004,2025-01-27,11.08,3.943,43.69,"Oklahoma City, OK"
FUEL-000912,TRP-000912,TRK-007,DRV-005,2025-01-27,40.27,3.963,159.59,"Dallas, TX"
FUEL-000913,TRP-000913,TRK-007,DRV-001,2025-01-27,42.59,4.073,173.47,"Springfield, MO"
FUEL-000914,TRP-000914,TRK-007,DRV-005,2025-01-28,36.96,4.117,152.16,"Fort Smith, AR"
FUEL-000915,TRP-000915,TRK-006,DRV-005,2025-01-28,49.94,3.858,192.67,"Fort Smith, AR"
FUEL-000916,TRP-000916,TRK-007,DRV-005,2025-01-28,37.62,4.057,152.62,"Little Rock, AR"
FUEL-000917,TRP-000917,TRK-009,DRV-005,2025-01-28,26.6,4.041,107.49,"Little Rock, AR"
FUEL-000918,TRP-000918,TRK-006,DRV-005,2025-01-28,52.32,4.004,209.49,"Little Rock, AR"
FUEL-000919,TRP-000919,TRK-002,DRV-003,2025-01-29,10.72,3.956,42.41,"Joplin, MO"
FUEL-000920,TRP-000920,TRK-009,DRV-002,2025-01-29,40.04,4.038,161.68,"Springfield, MO"
FUEL-000921,TRP-000921,TRK-005,DRV-004,2025-01-30,10.35,4.021,41.62,"Oklahoma City, OK"
FUEL-000922,TRP-000922,TRK-006,DRV-005,2025-01-30,52.43,3.958,207.52,"Springfield, MO"
FUEL-000923,TRP-000923,TRK-010,DRV-003,2025-01-30,25.45,3.973,101.11,"Little Rock, AR"
FUEL-000924,TRP-000924,TRK-004,DRV-002,2025-01-30,25.28,4.017,101.55,"Oklahoma City, OK"
FUEL-000925,TRP-000925,TRK-005,DRV-005,2025-01-30,10.95,3.934,43.08,"Oklahoma City, OK"
FUEL-000926,TRP-000926,TRK-008,DRV-001,2025-01-31,10.23,3.874,39.63,"Kansas City, MO"
FUEL-000927,TRP-000927,TRK-001,DRV-003,2025-01-31,36.7,3.97,145.7,"Springfield, MO"
FUEL-000928,TRP-000928,TRK-006,DRV-001,2025-01-31,32.44,3.913,126.94,"Kansas City, MO"
FUEL-000929,TRP-000929,TRK-006,DRV-005,2025-01-31,53.58,3.997,214.16,"Little Rock, AR"
FUEL-000930,TRP-000930,TRK-007,DRV-002,2025-01-31,36.44,4.112,149.84,"Joplin, MO"
FUEL-000931,TRP-000931,TRK-006,DRV-005,2025-01-31,53.71,4.019,215.86,"Kansas City, MO"
FUEL-000932,TRP-000932,TRK-002,DRV-003,2025-02-01,23.21,4.104,95.25,"Dallas, TX"
FUEL-000933,TRP-000933,TRK-010,DRV-003,2025-02-01,11.31,3.981,45.03,"Little Rock, AR"
FUEL-000934,TRP-000934,TRK-009,DRV-004,2025-02-02,10.69,3.863,41.3,"Dallas, TX"
FUEL-000935,TRP-000935,TRK-004,DRV-002,2025-02-02,11.49,4.111,47.24,"Fort Smith, AR"
FUEL-000936,TRP-000936,TRK-003,DRV-005,2025-02-02,38.8,4.145,160.83,"Joplin, MO"
FUEL-000937,TRP-000937,TRK-007,DRV-005,2025-02-02,37.91,4.126,156.42,"Little Rock, AR"
FUEL-000938,TRP-000938,TRK-001,DRV-005,2025-02-02,23.23,4.023,93.45,"Dallas, TX"
FUEL-000939,TRP-000939,TRK-002,DRV-002,2025-02-02,10.78,4.086,44.05,"Little Rock, AR"
FUEL-000940,TRP-000940,TRK-001,DRV-002,2025-02-03,41.81,4.077,170.46,"Fort Smith, AR"
FUEL-000941,TRP-000941,TRK-003,DRV-002,2025-02-03,12.01,3.869,46.47,"Fort Smith, AR"
FUEL-000942,TRP-000942,TRK-006,DRV-005,2025-02-03,51.33,3.891,199.73,"Oklahoma City, OK"
FUEL-000943,TRP-000943,TRK-009,DRV-001,2025-02-03,23.66,4.119,97.46,"Dallas, TX"
FUEL-000944,TRP-000944,TRK-002,DRV-005,2025-02-03,24.26,4.083,99.05,"Springfield, MO"
FUEL-000945,TRP-000945,TRK-005,DRV-003,2025-02-03,24.09,4.006,96.5,"Tulsa, OK"
FUEL-000946,TRP-000946,TRK-008,DRV-003,2025-02-04,41.29,4.072,168.13,"Dallas, TX"
FUEL-000947,TRP-000947,TRK-007,DRV-001,2025-02-04,25.54,4.124,105.33,"Tulsa, OK"
FUEL-000948,TRP-000948,TRK-002,DRV-002,2025-02-04,10.3,3.978,40.97,"Springfield, MO"
FUEL-000949,TRP-000949,TRK-003,DRV-003,2025-02-04,11.8,3.935,46.43,"Kansas City, MO"
FUEL-000950,TRP-000950,TRK-006,DRV-002,2025-02-04,14.91,3.858,57.52,"Oklahoma City, OK"
FUEL-000951,TRP-000951,TRK-009,DRV-005,2025-02-04,42.76,4.14,177.03,"Dallas, TX"
FUEL-000952,TRP-000952,TRK-008,DRV-005,2025-02-04,44.69,4.093,182.92,"Little Rock, AR"
FUEL-000953,TRP-000953,TRK-003,DRV-002,2025-02-04,10.65,3.986,42.45,"Joplin, MO"
FUEL-000954,TRP-000954,TRK-001,DRV-005,2025-02-05,11.31,4.057,45.88,"Oklahoma City, OK"
FUEL-000955,TRP-000955,TRK-006,DRV-005,2025-02-05,54.37,4.143,225.25,"Kansas City, MO"
FUEL-000956,TRP-000956,TRK-008,DRV-002,2025-02-05,39.24,4.088,160.41,"Tulsa, OK"
FUEL-000957,TRP-000957,TRK-007,DRV-004,2025-02-05,23.87,4.123,98.42,"Little Rock, AR"
FUEL-000958,TRP-000958,TRK-003,DRV-005,2025-02-05,10.31,4.098,42.25,"Joplin, MO"
FUEL-000959,TRP-000959,TRK-005,DRV-005,2025-02-05,37.35,3.947,147.42,"Little Rock, AR"
FUEL-000960,TRP-000960,TRK-002,DRV-004,2025-02-05,10.12,3.851,38.97,"Springfield, MO"
FUEL-000961,TRP-000961,TRK-007,DRV-004,2025-02-06,26.66,4.074,108.61,"Joplin, MO"
FUEL-000962,TRP-000962,TRK-004,DRV-003,2025-02-06,12.18,4.045,49.27,"Little Rock, AR"
FUEL-000963,TRP-000963,TRK-004,DRV-005,2025-02-06,23.22,4.136,96.04,"Springfield, MO"
FUEL-000964,TRP-000964,TRK-001,DRV-001,2025-02-06,11.11,3.97,44.11,"Tulsa, OK"
FUEL-000965,TRP-000965,TRK-009,DRV-003,2025-02-06,41.64,4.013,167.1,"Joplin, MO"
FUEL-000966,TRP-000966,TRK-002,DRV-002,2025-02-06,22.57,4.011,90.53,"Kansas City, MO"
FUEL-000967,TRP-000967,TRK-006,DRV-005,2025-02-06,57.12,3.86,220.48,"Kansas City, MO"
FUEL-000968,TRP-000968,TRK-001,DRV-005,2025-02-07,26.82,4.061,108.92,"Fort Smith, AR"
FUEL-000969,TRP-000969,TRK-010,DRV-003,2025-02-07,23.3,4.118,95.95,"Tulsa, OK"
FUEL-000970,TRP-000970,TRK-002,DRV-005,2025-02-07,40.93,4.14,169.45,"Little Rock, AR"
FUEL-000971,TRP-000971,TRK-005,DRV-004,2025-02-07,23.47,4.062,95.34,"Kansas City, MO"
FUEL-000972,TRP-000972,TRK-006,DRV-005,2025-02-07,52.84,4.033,213.1,"Little Rock, AR"
FUEL-000973,TRP-000973,TRK-002,DRV-005,2025-02-07,36.69,3.894,142.87,"Kansas City, MO"
FUEL-000974,TRP-000974,TRK-010,DRV-005,2025-02-08,10.76,4.059,43.67,"Oklahoma City, OK"
FUEL-000975,TRP-000975,TRK-007,DRV-003,2025-02-08,27.02,4.105,110.92,"Kansas City, MO"
FUEL-000976,TRP-000976,TRK-004,DRV-005,2025-02-08,41.87,3.907,163.59,"Tulsa, OK"
FUEL-000977,TRP-000977,TRK-001,DRV-001,2025-02-08,23.22,4.08,94.74,"Dallas, TX"
FUEL-000978,TRP-000978,TRK-006,DRV-005,2025-02-08,51.71,4.018,207.77,"Fort Smith, AR"
FUEL-000979,TRP-000979,TRK-009,DRV-005,2025-02-09,38.02,3.989,151.66,"Kansas City, MO"
FUEL-000980,TRP-000980,TRK-006,DRV-005,2025-02-09,51.16,3.902,199.63,"Tulsa, OK"
FUEL-000981,TRP-000981,TRK-004,DRV-001,2025-02-09,11.66,4.028,46.97,"Kansas City, MO"
FUEL-000982,TRP-000982,TRK-010,DRV-003,2025-02-09,25.12,4.145,104.12,"Tulsa, OK"
FUEL-000983,TRP-000983,TRK-002,DRV-005,2025-02-09,43.68,3.905,170.57,"Oklahoma City, OK"
FUEL-000984,TRP-000984,TRK-005,DRV-003,2025-02-09,23.82,3.978,94.76,"Kansas City, MO"
FUEL-000985,TRP-000985,TRK-010,DRV-003,2025-02-09,24.31,4.001,97.26,"Tulsa, OK"
FUEL-000986,TRP-000986,TRK-004,DRV-001,2025-02-10,23.5,4.101,96.37,"Fort Smith, AR"
FUEL-000987,TRP-000987,TRK-007,DRV-005,2025-02-10,10.55,4.112,43.38,"Joplin, MO"
FUEL-000988,TRP-000988,TRK-002,DRV-005,2025-02-11,10.24,3.963,40.58,"Kansas City, MO"
FUEL-000989,TRP-000989,TRK-005,DRV-005,2025-02-11,42.64,3.943,168.13,"Joplin, MO"
FUEL-000990,TRP-000990,TRK-007,DRV-002,2025-02-11,11.77,3.888,45.76,"Little Rock, AR"
FUEL-000991,TRP-000991,TRK-006,DRV-005,2025-02-11,53.58,4.132,221.39,"Tulsa, OK"
FUEL-000992,TRP-000992,TRK-003,DRV-002,2025-02-11,10.48,3.962,41.52,"Joplin, MO"
FUEL-000993,TRP-000993,TRK-008,DRV-001,2025-02-11,22.65,4.147,93.93,"Little Rock, AR"
FUEL-000994,TRP-000994,TRK-008,DRV-003,2025-02-11,10.51,3.925,41.25,"Kansas City, MO"
FUEL-000995,TRP-000995,TRK-004,DRV-005,2025-02-12,40.47,4.131,167.18,"Little Rock, AR"
FUEL-000996,TRP-000996,TRK-009,DRV-002,2025-02-12,10.19,3.925,40.0,"Springfield, MO"
FUEL-000997,TRP-000997,TRK-003,DRV-002,2025-02-12,10.85,4.069,44.15,"Joplin, MO"
FUEL-000998,TRP-000998,TRK-002,DRV-005,2025-02-12,23.36,4.018,93.86,"Springfield, MO"
FUEL-000999,TRP-000999,TRK-009,DRV-005,2025-02-12,25.84,3.887,100.44,"Oklahoma City, OK"
FUEL-001000,TRP-001000,TRK-003,DRV-004,2025-02-12,25.89,3.912,101.28,"Joplin, MO"
FUEL-001001,TRP-001001,TRK-002,DRV-005,2025-02-12,39.5,4.11,162.34,"Tulsa, OK"
FUEL-001002,TRP-001002,TRK-010,DRV-001,2025-02-13,25.99,4.002,104.01,"Tulsa, OK"
FUEL-001003,TRP-001003,TRK-004,DRV-001,2025-02-13,25.85,3.957,102.29,"Kansas City, MO"
FUEL-001004,TRP-001004,TRK-010,DRV-005,2025-02-13,26.72,4.122,110.14,"Oklahoma City, OK"
FUEL-001005,TRP-001005,TRK-005,DRV-001,2025-02-13,24.82,4.003,99.35,"Springfield, MO"
FUEL-001006,TRP-001006,TRK-009,DRV-005,2025-02-14,40.58,4.144,168.16,"Fort Smith, AR"
FUEL-001007,TRP-001007,TRK-008,DRV-002,2025-02-14,22.25,3.903,86.84,"Joplin, MO"
FUEL-001008,TRP-001008,TRK-004,DRV-004,2025-02-14,22.6,3.972,89.77,"Fort Smith, AR"
FUEL-001009,TRP-001009,TRK-001,DRV-002,2025-02-15,10.5,3.892,40.87,"Kansas City, MO"
FUEL-001010,TRP-001010,TRK-006,DRV-005,2025-02-15,54.7,3.964,216.83,"Little Rock, AR"
FUEL-001011,TRP-001011,TRK-001,DRV-005,2025-02-15,24.17,4.057,98.06,"Dallas, TX"
FUEL-001012,TRP-001012,TRK-004,DRV-005,2025-02-15,36.51,4.004,146.19,"Tulsa, OK"
