event_id,load_id,trip_id,facility_type,scheduled_time,actual_time,detention_minutes,on_time
EVT-000701,LD-000701,TRP-000701,delivery,2024-12-09 10:00:00.727728,2024-12-09 10:22:00.727728,11,True
EVT-000702,LD-000702,TRP-000702,delivery,2024-12-10 09:00:00.498822,2024-12-10 09:20:00.498822,11,True
EVT-000703,LD-000703,TRP-000703,delivery,2024-12-10 09:00:00.669178,2024-12-10 09:18:00.669178,4,False
EVT-000704,LD-000704,TRP-000704,delivery,2024-12-10 11:00:00.709068,2024-12-10 11:24:00.709068,11,True
EVT-000705,LD-000705,TRP-000705,delivery,2024-12-10 10:00:00.479676,2024-12-10 10:30:00.479676,16,True
EVT-000706,LD-000706,TRP-000706,delivery,2024-12-11 13:00:00.918297,2024-12-11 13:22:00.918297,14,True
EVT-000707,LD-000707,TRP-000707,delivery,2024-12-11 07:00:00.645795,2024-12-11 07:17:00.645795,13,True
EVT-000708,LD-000708,TRP-000708,delivery,2024-12-11 12:00:00.320481,2024-12-11 12:19:00.320481,18,False
EVT-000709,LD-000709,TRP-000709,delivery,2024-12-11 11:00:00.008515,2024-12-11 11:13:00.008515,16,True
EVT-000710,LD-000710,TRP-000710,delivery,2024-12-11 15:00:00.155886,2024-12-11 15:57:00.155886,59,False
EVT-000711,LD-000711,TRP-000711,delivery,2024-12-12 12:00:00.845580,2024-12-12 12:05:00.845580,6,True
EVT-000712,LD-000712,TRP-000712,delivery,2024-12-12 12:00:00.347018,2024-12-12 12:44:00.347018,40,False
EVT-000713,LD-000713,TRP-000713,delivery,2024-12-12 07:00:00.414976,2024-12-12 07:26:00.414976,18,True
EVT-000714,LD-000714,TRP-000714,delivery,2024-12-12 13:00:00.580768,2024-12-12 14:06:00.580768,53,False
EVT-000715,LD-000715,TRP-000715,delivery,2024-12-12 10:00:00.989634,2024-12-12 10:09:00.989634,0,True
EVT-000716,LD-000716,TRP-000716,delivery,2024-12-12 09:00:00.606063,2024-12-12 09:19:00.606063,12,True
EVT-000717,LD-000717,TRP-000717,delivery,2024-12-13 10:00:00.624067,2024-12-13 10:14:00.624067,0,True
EVT-000718,LD-000718,TRP-000718,delivery,2024-12-13 14:00:00.600725,2024-12-13 14:12:00.600725,5,False
EVT-000719,LD-000719,TRP-000719,delivery,2024-12-13 11:00:00.451459,2024-12-13 11:08:00.451459,9,True
EVT-000720,LD-000720,TRP-000720,delivery,2024-12-13 09:00:00.893033,2024-12-13 09:18:00.893033,14,True
EVT-000721,LD-000721,TRP-000721,delivery,2024-12-13 12:00:00.308250,2024-12-13 12:11:00.308250,9,False
EVT-000722,LD-000722,TRP-000722,delivery,2024-12-14 10:00:00.805391,2024-12-14 10:17:00.805391,7,False
EVT-000723,LD-000723,TRP-000723,delivery,2024-12-14 06:00:00.630214,2024-12-14 06:05:00.630214,8,True
EVT-000724,LD-000724,TRP-000724,delivery,2024-12-14 12:00:00.383205,2024-12-14 12:28:00.383205,19,False
EVT-000725,LD-000725,TRP-000725,delivery,2024-12-14 12:00:00.892296,2024-12-14 12:20:00.892296,9,True
EVT-000726,LD-000726,TRP-000726,delivery,2024-12-14 13:00:00.216651,2024-12-14 13:01:00.216651,6,True
EVT-000727,LD-000727,TRP-000727,delivery,2024-12-14 14:00:00.583031,2024-12-14 15:04:00.583031,55,False
EVT-000728,LD-000728,TRP-000728,delivery,2024-12-16 07:00:00.017631,2024-12-16 07:23:00.017631,16,True
EVT-000729,LD-000729,TRP-000729,delivery,2024-12-16 06:00:00.398634,2024-12-16 06:23:00.398634,10,False
EVT-000730,LD-000730,TRP-000730,delivery,2024-12-16 09:00:00.034561,2024-12-16 09:27:00.034561,21,True
EVT-000731,LD-000731,TRP-000731,delivery,2024-12-16 08:00:00.355288,2024-12-16 08:13:00.355288,7,True
EVT-000732,LD-000732,TRP-000732,delivery,2024-12-17 10:00:00.638353,2024-12-17 11:12:00.638353,63,False
EVT-000733,LD-000733,TRP-000733,delivery,2024-12-17 10:00:00.323803,2024-12-17 10:10:00.323803,10,True
EVT-000734,LD-000734,TRP-000734,delivery,2024-12-17 11:00:00.525466,2024-12-17 11:19:00.525466,11,False
EVT-000735,LD-000735,TRP-000735,delivery,2024-12-17 11:00:00.152074,2024-12-17 11:11:00.152074,7,True
EVT-000736,LD-000736,TRP-000736,delivery,2024-12-17 09:00:00.540616,2024-12-17 09:09:00.540616,7,False
EVT-000737,LD-000737,TRP-000737,delivery,2024-12-18 12:00:00.730065,2024-12-18 12:00:00.730065,5,True
EVT-000738,LD-000738,TRP-000738,delivery,2024-12-18 07:00:00.210019,2024-12-18 07:58:00.210019,48,False
EVT-000739,LD-000739,TRP-000739,delivery,2024-12-18 09:00:00.188919,2024-12-18 09:15:00.188919,17,True
EVT-000740,LD-000740,TRP-000740,delivery,2024-12-18 11:00:00.472340,2024-12-18 11:53:00.472340,44,False
EVT-000741,LD-000741,TRP-000741,delivery,2024-12-18 11:00:00.496267,2024-12-18 11:30:00.496267,18,True
EVT-000742,LD-000742,TRP-000742,delivery,2024-12-18 12:00:00.020175,2024-12-18 12:17:00.020175,18,True
EVT-000743,LD-000743,TRP-000743,delivery,2024-12-18 09:00:00.683509,2024-12-18 09:40:00.683509,33,False
EVT-000744,LD-000744,TRP-000744,delivery,2024-12-19 09:00:00.008362,2024-12-19 09:05:00.008362,9,True
EVT-000745,LD-000745,TRP-000745,delivery,2024-12-19 10:00:00.025406,2024-12-19 10:13:00.025406,11,True
EVT-000746,LD-000746,TRP-000746,delivery,2024-12-19 11:00:00.927073,2024-12-19 11:51:00.927073,50,False
EVT-000747,LD-000747,TRP-000747,delivery,2024-12-19 11:00:00.105197,2024-12-19 11:10:00.105197,9,True
EVT-000748,LD-000748,TRP-000748,delivery,2024-12-19 05:00:00.623307,2024-12-19 05:17:00.623307,12,True
EVT-000749,LD-000749,TRP-000749,delivery,2024-12-19 10:00:00.034862,2024-12-19 10:25:00.034862,21,True
EVT-000750,LD-000750,TRP-000750,delivery,2024-12-20 07:00:00.957253,2024-12-20 07:16:00.957253,7,False
EVT-000751,LD-000751,TRP-000751,delivery,2024-12-20 11:00:00.197335,2024-12-20 11:19:00.197335,12,True
EVT-000752,LD-000752,TRP-000752,delivery,2024-12-20 12:00:00.940630,2024-12-20 12:18:00.940630,15,False
EVT-000753,LD-000753,TRP-000753,delivery,2024-12-20 08:00:00.254229,2024-12-20 08:05:00.254229,5,True
EVT-000754,LD-000754,TRP-000754,delivery,2024-12-20 14:00:00.348787,2024-12-20 14:09:00.348787,12,True
EVT-000755,LD-000755,TRP-000755,delivery,2024-12-20 12:00:00.919133,2024-12-20 12:15:00.919133,14,True
EVT-000756,LD-000756,TRP-000756,delivery,2024-12-21 12:00:00.730219,2024-12-21 12:16:00.730219,5,True
EVT-000757,LD-000757,TRP-000757,delivery,2024-12-21 11:00:00.433904,2024-12-21 11:04:00.433904,0,True
EVT-000758,LD-000758,TRP-000758,delivery,2024-12-21 14:00:00.643021,2024-12-21 14:18:00.643021,11,True
EVT-000759,LD-000759,TRP-000759,delivery,2024-12-21 10:00:00.356079,2024-12-21 10:14:00.356079,7,True
EVT-000760,LD-000760,TRP-000760,delivery,2024-12-22 05:00:00.661264,2024-12-22 05:08:00.661264,1,True
EVT-000761,LD-000761,TRP-000761,delivery,2024-12-22 12:00:00.535200,2024-12-22 12:16:00.535200,13,True
EVT-000762,LD-000762,TRP-000762,delivery,2024-12-22 13:00:00.687182,2024-12-22 13:13:00.687182,12,True
EVT-000763,LD-000763,TRP-000763,delivery,2024-12-22 10:00:00.686913,2024-12-22 10:27:00.686913,13,True
EVT-000764,LD-000764,TRP-000764,delivery,2024-12-23 09:00:00.214743,2024-12-23 09:19:00.214743,12,True
EVT-000765,LD-000765,TRP-000765,delivery,2024-12-23 11:00:00.620365,2024-12-23 11:13:00.620365,12,True
EVT-000766,LD-000766,TRP-000766,delivery,2024-12-23 08:00:00.762194,2024-12-23 08:21:00.762194,11,True
EVT-000767,LD-000767,TRP-000767,delivery,2024-12-23 11:00:00.565925,2024-12-23 11:15:00.565925,7,True
EVT-000768,LD-000768,TRP-000768,delivery,2024-12-23 11:00:00.925385,2024-12-23 11:19:00.925385,9,True
EVT-000769,LD-000769,TRP-000769,delivery,2024-12-24 10:00:00.867674,2024-12-24 10:07:00.867674,2,True
EVT-000770,LD-000770,TRP-000770,delivery,2024-12-24 08:00:00.942224,2024-12-24 08:03:00.942224,0,True
EVT-000771,LD-000771,TRP-000771,delivery,2024-12-24 10:00:00.974450,2024-12-24 10:11:00.974450,12,True
EVT-000772,LD-000772,TRP-000772,delivery,2024-12-24 12:00:00.773666,2024-12-24 12:00:00.773666,0,True
EVT-000773,LD-000773,TRP-000773,delivery,2024-12-24 09:00:00.702524,2024-12-24 09:17:00.702524,14,False
EVT-000774,LD-000774,TRP-000774,delivery,2024-12-24 13:00:00.688862,2024-12-24 13:07:00.688862,11,True
EVT-000775,LD-000775,TRP-000775,delivery,2024-12-25 10:00:00.623470,2024-12-25 10:17:00.623470,15,True
EVT-000776,LD-000776,TRP-000776,delivery,2024-12-25 11:00:00.436691,2024-12-25 11:10:00.436691,8,True
EVT-000777,LD-000777,TRP-000777,delivery,2024-12-25 12:00:00.126939,2024-12-25 12:22:00.126939,13,True
EVT-000778,LD-000778,TRP-000778,delivery,2024-12-25 09:00:00.811016,2024-12-25 09:20:00.811016,6,True
EVT-000779,LD-000779,TRP-000779,delivery,2024-12-26 09:00:00.513312,2024-12-26 09:40:00.513312,45,False
EVT-000780,LD-000780,TRP-000780,delivery,2024-12-26 10:00:00.939189,2024-12-26 10:11:00.939189,9,True
EVT-000781,LD-000781,TRP-000781,delivery,2024-12-26 07:00:00.286904,2024-12-26 07:14:00.286904,14,True
EVT-000782,LD-000782,TRP-000782,delivery,2024-12-27 09:00:00.700832,2024-12-27 09:12:00.700832,15,True
EVT-000783,LD-000783,TRP-000783,delivery,2024-12-27 11:00:00.958781,2024-12-27 11:18:00.958781,8,True
EVT-000784,LD-000784,TRP-000784,delivery,2024-12-27 07:00:00.294260,2024-12-27 07:19:00.294260,12,True
EVT-000785,LD-000785,TRP-000785,delivery,2024-12-27 10:00:00.598672,2024-12-27 10:29:00.598672,25,True
EVT-000786,LD-000786,TRP-000786,delivery,2024-12-28 10:00:00.353033,2024-12-28 10:25:00.353033,18,True
EVT-000787,LD-000787,TRP-000787,delivery,2024-12-28 09:00:00.508199,2024-12-28 09:48:00.508199,41,False
EVT-000788,LD-000788,TRP-000788,delivery,2024-12-28 10:00:00.695208,2024-12-28 10:10:00.695208,14,True
EVT-000789,LD-000789,TRP-000789,delivery,2024-12-28 12:00:00.590351,2024-12-28 12:20:00.590351,7,True
EVT-000790,LD-000790,TRP-000790,delivery,2024-12-28 10:00:00.229527,2024-12-28 10:13:00.229527,5,True
EVT-000791,LD-000791,TRP-000791,delivery,2024-12-28 13:00:00.521608,2024-12-28 13:21:00.521608,16,True
EVT-000792,LD-000792,TRP-000792,delivery,2024-12-28 10:00:00.179989,2024-12-28 10:25:00.179989,15,False
EVT-000793,LD-000793,TRP-000793,delivery,2024-12-29 07:00:00.209347,2024-12-29 07:04:00.209347,7,True
EVT-000794,LD-000794,TRP-000794,delivery,2024-12-29 05:00:00.203724,2024-12-29 05:20:00.203724,13,True
EVT-000795,LD-000795,TRP-000795,delivery,2024-12-30 12:00:00.250123,2024-12-30 12:11:00.250123,11,True
EVT-000796,LD-000796,TRP-000796,delivery,2024-12-30 10:00:00.766111,2024-12-30 10:20:00.766111,10,True
EVT-000797,LD-000797,TRP-000797,delivery,2024-12-30 05:00:00.151076,2024-12-30 05:16:00.151076,7,True
EVT-000798,LD-000798,TRP-000798,delivery,2024-12-30 08:00:00.278009,2024-12-30 08:03:00.278009,4,True
EVT-000799,LD-000799,TRP-000799,delivery,2024-12-31 12:00:00.797863,2024-12-31 12:22:00.797863,16,True
EVT-000800,LD-000800,TRP-000800,delivery,2024-12-31 11:00:00.570640,2024-12-31 11:14:00.570640,6,True
EVT-000801,LD-000801,TRP-000801,delivery,2024-12-31 06:00:00.298486,2024-12-31 06:18:00.298486,3,True
EVT-000802,LD-000802,TRP-000802,delivery,2024-12-31 14:00:00.391652,2024-12-31 14:23:00.391652,15,True
EVT-000803,LD-000803,TRP-000803,delivery,2024-12-31 07:00:00.046579,2024-12-31 07:21:00.046579,19,True
EVT-000804,LD-000804,TRP-000804,delivery,2025-01-01 10:00:00.267292,2025-01-01 10:18:00.267292,6,True
EVT-000805,LD-000805,TRP-000805,delivery,2025-01-01 09:00:00.279759,2025-01-01 09:24:00.279759,17,True
EVT-000806,LD-000806,TRP-000806,delivery,2025-01-01 14:00:00.063521,2025-01-01 14:02:00.063521,2,False
EVT-000807,LD-000807,TRP-000807,delivery,2025-01-01 07:00:00.210348,2025-01-01 07:22:00.210348,13,True
EVT-000808,LD-000808,TRP-000808,delivery,2025-01-02 06:00:00.325304,2025-01-02 06:07:00.325304,10,True
EVT-000809,LD-000809,TRP-000809,delivery,2025-01-02 12:00:00.700597,2025-01-02 12:26:00.700597,13,True
EVT-000810,LD-000810,TRP-000810,delivery,2025-01-02 13:00:00.251889,2025-01-02 14:09:00.251889,61,False
EVT-000811,LD-000811,TRP-000811,delivery,2025-01-02 11:00:00.151253,2025-01-02 11:14:00.151253,12,True
EVT-000812,LD-000812,TRP-000812,delivery,2025-01-02 10:00:00.273520,2025-01-02 10:01:00.273520,4,True
EVT-000813,LD-000813,TRP-000813,delivery,2025-01-03 11:00:00.383315,2025-01-03 11:09:00.383315,12,True
EVT-000814,LD-000814,TRP-000814,delivery,2025-01-03 12:00:00.905389,2025-01-03 12:12:00.905389,14,False
EVT-000815,LD-000815,TRP-000815,delivery,2025-01-03 10:00:00.020808,2025-01-03 10:11:00.020808,10,True
EVT-000816,LD-000816,TRP-000816,delivery,2025-01-03 10:00:00.867654,2025-01-03 10:16:00.867654,10,True
EVT-000817,LD-000817,TRP-000817,delivery,2025-01-03 05:00:00.149343,2025-01-03 05:15:00.149343,2,True
EVT-000818,LD-000818,TRP-000818,delivery,2025-01-03 08:00:00.716568,2025-01-03 08:01:00.716568,6,True
EVT-000819,LD-000819,TRP-000819,delivery,2025-01-04 14:00:00.365886,2025-01-04 14:19:00.365886,17,True
EVT-000820,LD-000820,TRP-000820,delivery,2025-01-04 10:00:00.274373,2025-01-04 10:11:00.274373,3,True
EVT-000821,LD-000821,TRP-000821,delivery,2025-01-04 12:00:00.267963,2025-01-04 12:19:00.267963,12,True
EVT-000822,LD-000822,TRP-000822,delivery,2025-01-04 08:00:00.438103,2025-01-04 08:05:00.438103,3,True
EVT-000823,LD-000823,TRP-000823,delivery,2025-01-06 08:00:00.802954,2025-01-06 08:10:00.802954,9,True
EVT-000824,LD-000824,TRP-000824,delivery,2025-01-06 08:00:00.445012,2025-01-06 08:04:00.445012,7,True
EVT-000825,LD-000825,TRP-000825,delivery,2025-01-06 11:00:00.667493,2025-01-06 11:27:00.667493,14,True
EVT-000826,LD-000826,TRP-000826,delivery,2025-01-06 15:00:00.212153,2025-01-06 15:08:00.212153,13,False
EVT-000827,LD-000827,TRP-000827,delivery,2025-01-07 09:00:00.424920,2025-01-07 09:20:00.424920,17,True
EVT-000828,LD-000828,TRP-000828,delivery,2025-01-07 11:00:00.154178,2025-01-07 11:25:00.154178,10,True
EVT-000829,LD-000829,TRP-000829,delivery,2025-01-07 14:00:00.637245,2025-01-07 14:23:00.637245,15,True
EVT-000830,LD-000830,TRP-000830,delivery,2025-01-07 12:00:00.150699,2025-01-07 12:08:00.150699,13,True
EVT-000831,LD-000831,TRP-000831,delivery,2025-01-07 09:00:00.471974,2025-01-07 09:15:00.471974,13,True
EVT-000832,LD-000832,TRP-000832,delivery,2025-01-08 09:00:00.698014,2025-01-08 10:05:00.698014,50,False
EVT-000833,LD-000833,TRP-000833,delivery,2025-01-08 12:00:00.268826,2025-01-08 12:45:00.268826,50,False
EVT-000834,LD-000834,TRP-000834,delivery,2025-01-08 10:00:00.419969,2025-01-08 10:31:00.419969,32,False
EVT-000835,LD-000835,TRP-000835,delivery,2025-01-08 10:00:00.801624,2025-01-08 10:20:00.801624,16,True
EVT-000836,LD-000836,TRP-000836,delivery,2025-01-09 10:00:00.692920,2025-01-09 10:29:00.692920,18,True
EVT-000837,LD-000837,TRP-000837,delivery,2025-01-09 12:00:00.890824,2025-01-09 12:10:00.890824,9,True
EVT-000838,LD-000838,TRP-000838,delivery,2025-01-09 08:00:00.826125,2025-01-09 08:21:00.826125,9,False
EVT-000839,LD-000839,TRP-000839,delivery,2025-01-09 11:00:00.134851,2025-01-09 11:04:00.134851,7,True
EVT-000840,LD-000840,TRP-000840,delivery,2025-01-09 14:00:00.694672,2025-01-09 14:10:00.694672,13,True
EVT-000841,LD-000841,TRP-000841,delivery,2025-01-09 09:00:00.879496,2025-01-09 09:36:00.879496,41,False
EVT-000842,LD-000842,TRP-000842,delivery,2025-01-10 11:00:00.367390,2025-01-10 11:28:00.367390,23,True
EVT-000843,LD-000843,TRP-000843,delivery,2025-01-10 08:00:00.081066,2025-01-10 08:14:00.081066,12,True
EVT-000844,LD-000844,TRP-000844,delivery,2025-01-10 13:00:00.448231,2025-01-10 13:59:00.448231,44,False
EVT-000845,LD-000845,TRP-000845,delivery,2025-01-10 11:00:00.637649,2025-01-10 11:09:00.637649,14,False
EVT-000846,LD-000846,TRP-000846,delivery,2025-01-10 12:00:00.191544,2025-01-10 12:56:00.191544,48,False
EVT-000847,LD-000847,TRP-000847,delivery,2025-01-10 10:00:00.723200,2025-01-10 10:59:00.723200,49,False
EVT-000848,LD-000848,TRP-000848,delivery,2025-01-11 11:00:00.472655,2025-01-11 11:56:00.472655,57,False
EVT-000849,LD-000849,TRP-000849,delivery,2025-01-11 10:00:00.811683,2025-01-11 10:07:00.811683,11,False
EVT-000850,LD-000850,TRP-000850,delivery,2025-01-11 09:00:00.907781,2025-01-11 09:49:00.907781,46,False
EVT-000851,LD-000851,TRP-000851,delivery,2025-01-11 13:00:00.488557,2025-01-11 13:05:00.488557,7,True
EVT-000852,LD-000852,TRP-000852,delivery,2025-01-12 08:00:00.122124,2025-01-12 08:19:00.122124,23,True
EVT-000853,LD-000853,TRP-000853,delivery,2025-01-12 11:00:00.913115,2025-01-12 11:18:00.913115,5,True
EVT-000854,LD-000854,TRP-000854,delivery,2025-01-13 09:00:00.882893,2025-01-13 09:27:00.882893,14,True
EVT-000855,LD-000855,TRP-000855,delivery,2025-01-13 10:00:00.732594,2025-01-13 10:23:00.732594,16,True
EVT-000856,LD-000856,TRP-000856,delivery,2025-01-13 14:00:00.917921,2025-01-13 14:22:00.917921,10,True
EVT-000857,LD-000857,TRP-000857,delivery,2025-01-13 13:00:00.037607,2025-01-13 13:11:00.037607,8,True
EVT-000858,LD-000858,TRP-000858,delivery,2025-01-13 06:00:00.690214,2025-01-13 06:23:00.690214,10,True
EVT-000859,LD-000859,TRP-000859,delivery,2025-01-14 06:00:00.129434,2025-01-14 07:13:00.129434,62,False
EVT-000860,LD-000860,TRP-000860,delivery,2025-01-14 14:00:00.622523,2025-01-14 14:07:00.622523,11,False
EVT-000861,LD-000861,TRP-000861,delivery,2025-01-14 11:00:00.161294,2025-01-14 11:02:00.161294,6,True
EVT-000862,LD-000862,TRP-000862,delivery,2025-01-14 11:00:00.633668,2025-01-14 11:19:00.633668,5,True
EVT-000863,LD-000863,TRP-000863,delivery,2025-01-14 13:00:00.800370,2025-01-14 13:48:00.800370,51,False
EVT-000864,LD-000864,TRP-000864,delivery,2025-01-14 07:00:00.903392,2025-01-14 07:13:00.903392,16,True
EVT-000865,LD-000865,TRP-000865,delivery,2025-01-14 09:00:00.649435,2025-01-14 09:43:00.649435,43,False
EVT-000866,LD-000866,TRP-000866,delivery,2025-01-15 10:00:00.945595,2025-01-15 10:29:00.945595,17,True
EVT-000867,LD-000867,TRP-000867,delivery,2025-01-15 11:00:00.662893,2025-01-15 11:23:00.662893,13,True
EVT-000868,LD-000868,TRP-000868,delivery,2025-01-15 08:00:00.664770,2025-01-15 08:29:00.664770,16,True
EVT-000869,LD-000869,TRP-000869,delivery,2025-01-15 10:00:00.361823,2025-01-15 10:22:00.361823,10,True
EVT-000870,LD-000870,TRP-000870,delivery,2025-01-15 08:00:00.429006,2025-01-15 08:18:00.429006,11,True
EVT-000871,LD-000871,TRP-000871,delivery,2025-01-15 11:00:00.693476,2025-01-15 11:13:00.693476,13,True
EVT-000872,LD-000872,TRP-000872,delivery,2025-01-15 08:00:00.630978,2025-01-15 08:43:00.630978,28,True
EVT-000873,LD-000873,TRP-000873,delivery,2025-01-16 08:00:00.864005,2025-01-16 08:23:00.864005,9,True
EVT-000874,LD-000874,TRP-000874,delivery,2025-01-16 08:00:00.885553,2025-01-16 08:15:00.885553,19,True
EVT-000875,LD-000875,TRP-000875,delivery,2025-01-16 06:00:00.105919,2025-01-16 06:19:00.105919,10,True
EVT-000876,LD-000876,TRP-000876,delivery,2025-01-16 13:00:00.556826,2025-01-16 13:39:00.556826,39,False
EVT-000877,LD-000877,TRP-000877,delivery,2025-01-17 07:00:00.142550,2025-01-17 07:24:00.142550,14,True
EVT-000878,LD-000878,TRP-000878,delivery,2025-01-17 14:00:00.563438,2025-01-17 14:30:00.563438,18,True
EVT-000879,LD-000879,TRP-000879,delivery,2025-01-17 12:00:00.257399,2025-01-17 12:19:00.257399,8,True
EVT-000880,LD-000880,TRP-000880,delivery,2025-01-17 09:00:00.441989,2025-01-17 10:05:00.441989,61,False
EVT-000881,LD-000881,TRP-000881,delivery,2025-01-17 13:00:00.137447,2025-01-17 13:16:00.137447,17,True
EVT-000882,LD-000882,TRP-000882,delivery,2025-01-18 10:00:00.995370,2025-01-18 10:59:00.995370,49,False
EVT-000883,LD-000883,TRP-000883,delivery,2025-01-18 07:00:00.562223,2025-01-18 08:20:00.562223,67,False
EVT-000884,LD-000884,TRP-000884,delivery,2025-01-18 10:00:00.710086,2025-01-18 10:13:00.710086,8,True
EVT-000885,LD-000885,TRP-000885,delivery,2025-01-18 07:00:00.557526,2025-01-18 07:28:00.557526,13,True
EVT-000886,LD-000886,TRP-000886,delivery,2025-01-18 07:00:00.473636,2025-01-18 07:29:00.473636,14,True
EVT-000887,LD-000887,TRP-000887,delivery,2025-01-20 06:00:00.936372,2025-01-20 06:43:00.936372,34,False
EVT-000888,LD-000888,TRP-000888,delivery,2025-01-20 08:00:00.821754,2025-01-20 08:12:00.821754,13,True
EVT-000889,LD-000889,TRP-000889,delivery,2025-01-20 09:00:00.408601,2025-01-20 09:51:00.408601,41,False
EVT-000890,LD-000890,TRP-000890,delivery,2025-01-21 12:00:00.097019,2025-01-21 12:21:00.097019,16,True
EVT-000891,LD-000891,TRP-000891,delivery,2025-01-21 11:00:00.278815,2025-01-21 12:04:00.278815,51,False
EVT-000892,LD-000892,TRP-000892,delivery,2025-01-21 08:00:00.450380,2025-01-21 08:18:00.450380,3,True
EVT-000893,LD-000893,TRP-000893,delivery,2025-01-21 08:00:00.218253,2025-01-21 08:12:00.218253,10,True
EVT-000894,LD-000894,TRP-000894,delivery,2025-01-22 09:00:00.085072,2025-01-22 08:55:00.085072,0,True
EVT-000895,LD-000895,TRP-000895,delivery,2025-01-22 12:00:00.476841,2025-01-22 12:16:00.476841,5,True
EVT-000896,LD-000896,TRP-000896,delivery,2025-01-22 07:00:00.522957,2025-01-22 07:18:00.522957,7,True
EVT-000897,LD-000897,TRP-000897,delivery,2025-01-22 09:00:00.118678,2025-01-22 09:16:00.118678,12,True
EVT-000898,LD-000898,TRP-000898,delivery,2025-01-23 05:00:00.540782,2025-01-23 05:50:00.540782,55,False
EVT-000899,LD-000899,TRP-000899,delivery,2025-01-23 06:00:00.024298,2025-01-23 07:08:00.024298,69,False
EVT-000900,LD-000900,TRP-000900,delivery,2025-01-23 10:00:00.312819,2025-01-23 10:16:00.312819,18,True
EVT-000901,LD-000901,TRP-000901,delivery,2025-01-23 13:00:00.689233,2025-01-23 14:08:00.689233,60,False
EVT-000902,LD-000902,TRP-000902,delivery,2025-01-24 09:00:00.980908,2025-01-24 09:27:00.980908,12,True
EVT-000903,LD-000903,TRP-000903,delivery,2025-01-24 11:00:00.715808,2025-01-24 11:25:00.715808,12,True
EVT-000904,LD-000904,TRP-000904,delivery,2025-01-24 09:00:00.117331,2025-01-24 09:02:00.117331,7,True
EVT-000905,LD-000905,TRP-000905,delivery,2025-01-24 14:00:00.307324,2025-01-24 14:50:00.307324,42,False
EVT-000906,LD-000906,TRP-000906,delivery,2025-01-25 07:00:00.661434,2025-01-25 06:56:00.661434,0,True
EVT-000907,LD-000907,TRP-000907,delivery,2025-01-25 12:00:00.550466,2025-01-25 12:40:00.550466,40,False
EVT-000908,LD-000908,TRP-000908,delivery,2025-01-25 07:00:00.484769,2025-01-25 07:26:00.484769,14,True
EVT-000909,LD-000909,TRP-000909,delivery,2025-01-25 14:00:00.999956,2025-01-25 14:27:00.999956,18,True
EVT-000910,LD-000910,TRP-000910,delivery,2025-01-27 11:00:00.402868,2025-01-27 11:40:00.402868,45,False
EVT-000911,LD-000911,TRP-000911,delivery,2025-01-27 08:00:00.633321,2025-01-27 08:52:00.633321,43,False
EVT-000912,LD-000912,TRP-000912,delivery,2025-01-27 12:00:00.763679,2025-01-27 12:07:00.763679,9,True
EVT-000913,LD-000913,TRP-000913,delivery,2025-01-27 15:00:00.568473,2025-01-27 15:28:00.568473,13,True
EVT-000914,LD-000914,TRP-000914,delivery,2025-01-28 14:00:00.747328,2025-01-28 14:20:00.747328,5,True
EVT-000915,LD-000915,TRP-000915,delivery,2025-01-28 09:00:00.504230,2025-01-28 09:41:00.504230,41,False
EVT-000916,LD-000916,TRP-000916,delivery,2025-01-28 09:00:00.744767,2025-01-28 09:09:00.744767,9,True
EVT-000917,LD-000917,TRP-000917,delivery,2025-01-28 10:00:00.181409,2025-01-28 10:32:00.181409,20,False
EVT-000918,LD-000918,TRP-000918,delivery,2025-01-28 09:00:00.204137,2025-01-28 10:12:00.204137,61,False
EVT-000919,LD-000919,TRP-000919,delivery,2025-01-29 06:00:00.486084,2025-01-29 06:39:00.486084,44,False
EVT-000920,LD-000920,TRP-000920,delivery,2025-01-29 09:00:00.649364,2025-01-29 09:10:00.649364,10,True
EVT-000921,LD-000921,TRP-000921,delivery,2025-01-30 09:00:00.691039,2025-01-30 09:07:00.691039,10,True
EVT-000922,LD-000922,TRP-000922,delivery,2025-01-30 14:00:00.530398,2025-01-30 14:16:00.530398,7,True
EVT-000923,LD-000923,TRP-000923,delivery,2025-01-30 11:00:00.297808,2025-01-30 11:03:00.297808,6,True
EVT-000924,LD-000924,TRP-000924,delivery,2025-01-30 12:00:00.778092,2025-01-30 12:15:00.778092,12,True
EVT-000925,LD-000925,TRP-000925,delivery,2025-01-30 08:00:00.579244,2025-01-30 08:15:00.579244,13,True
EVT-000926,LD-000926,TRP-000926,delivery,2025-01-31 06:00:00.026068,2025-01-31 06:05:00.026068,10,False
EVT-000927,LD-000927,TRP-000927,delivery,2025-01-31 14:00:00.043320,2025-01-31 13:59:00.043320,2,True
EVT-000928,LD-000928,TRP-000928,delivery,2025-01-31 10:00:00.342334,2025-01-31 10:26:00.342334,12,True
EVT-000929,LD-000929,TRP-000929,delivery,2025-01-31 15:00:00.275783,2025-01-31 15:12:00.275783,7,True
EVT-000930,LD-000930,TRP-000930,delivery,2025-01-31 12:00:00.636806,2025-01-31 12:07:00.636806,1,True
EVT-000931,LD-000931,TRP-000931,delivery,2025-01-31 12:00:00.379760,2025-01-31 12:19:00.379760,9,True
EVT-000932,LD-000932,TRP-000932,delivery,2025-02-01 13:00:00.305295,2025-02-01 13:20:00.305295,12,True
