trip_id,load_id,driver_id,truck_id,actual_miles,fuel_gallons,actual_mpg,departure_time,arrival_time,on_time_flag,customer_id,route_id,load_date,freight_type,weight_lbs,revenue,fuel_surcharge,load_status,origin_city,origin_state,destination_city,destination_state,distance_miles,base_rate_per_mile,customer_name,city,state,industry,payment_terms_days,account_status,fuel_cost,fuel_gallons_purchased,avg_price_per_gal,month,total_revenue,rev_per_mile,net_margin,net_margin_per_mile,direction
TRIP-000169,LOAD-00169,DRV-01,TRK-01,285,54.91,5.19,2024-12-03 06:15:00,2024-12-03 11:38:37.596087,Y,CUST-01,RTE-01,2024-12-03,Refrigerated - Produce,38163,715.11,62.46,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,219.91,54.91,4.005,2024-12,777.57,2.7283157894736845,557.6600000000001,1.9567017543859653,southbound
TRIP-000170,LOAD-00170,DRV-01,TRK-01,842,170.1,4.95,2024-12-05 07:30:00,2024-12-06 01:29:03.347246,Y,CUST-06,RTE-07,2024-12-05,Refrigerated - Backhaul Mixed,25848,1360.22,110.57,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,712.72,170.1,4.19,2024-12,1470.79,1.7467814726840856,758.0699999999999,0.9003206650831354,northbound_backhaul
TRIP-000171,LOAD-00171,DRV-01,TRK-01,816,160.0,5.1,2024-12-08 06:10:00,2024-12-08 22:47:50.073953,Y,CUST-03,RTE-03,2024-12-08,Refrigerated - Produce,39436,2391.42,190.67,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,648.48,160.0,4.053,2024-12,2582.09,3.164325980392157,1933.6100000000001,2.3696200980392157,southbound
TRIP-000172,LOAD-00172,DRV-01,TRK-01,855,162.55,5.26,2024-12-09 07:45:00,2024-12-10 02:18:33.732531,Y,CUST-05,RTE-05,2024-12-09,Refrigerated - Backhaul Mixed,25423,1259.63,107.54,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,659.95,162.55,4.06,2024-12,1367.17,1.599029239766082,707.22,0.8271578947368421,northbound_backhaul
TRIP-000173,LOAD-00173,DRV-02,TRK-02,833,114.42,7.28,2024-12-06 06:50:00,2024-12-06 23:24:35.135366,Y,CUST-04,RTE-04,2024-12-06,Refrigerated - Mixed,41391,2160.61,239.25,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,444.75,114.42,3.887,2024-12,2399.86,2.8809843937575033,1955.1100000000001,2.347070828331333,southbound
TRIP-000174,LOAD-00174,DRV-02,TRK-02,321,45.47,7.06,2024-12-07 08:00:00,2024-12-07 14:36:23.679651,Y,CUST-05,RTE-06,2024-12-07,Refrigerated - Backhaul Mixed,16228,562.79,34.83,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,184.24,45.47,4.052,2024-12,597.62,1.8617445482866044,413.38,1.2877881619937694,northbound_backhaul
TRIP-000175,LOAD-00175,DRV-02,TRK-02,818,114.41,7.15,2024-12-04 06:15:00,2024-12-04 23:05:23.159228,Y,CUST-04,RTE-04,2024-12-04,Refrigerated - Mixed,43979,2153.91,209.23,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,452.95000000000005,114.41,3.959,2024-12,2363.14,2.8889242053789728,1910.1899999999998,2.3351955990220046,southbound
TRIP-000176,LOAD-00176,DRV-02,TRK-02,830,118.91,6.98,2024-12-06 07:05:00,2024-12-06 23:43:58.378658,Y,CUST-06,RTE-07,2024-12-06,Refrigerated - Backhaul Mixed,16892,1365.37,118.62,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,473.98,118.91,3.986,2024-12,1483.9899999999998,1.7879397590361443,1010.0099999999998,1.216879518072289,northbound_backhaul
TRIP-000177,LOAD-00177,DRV-01,TRK-01,801,150.28,5.33,2024-12-13 04:05:00,2024-12-13 19:29:04.413094,Y,CUST-03,RTE-03,2024-12-13,Refrigerated - Produce,38504,2392.08,152.23,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,607.36,150.28,4.0415,2024-12,2544.31,3.1764169787765293,1936.9499999999998,2.4181647940074904,southbound
TRIP-000178,LOAD-00178,DRV-01,TRK-01,847,163.2,5.19,2024-12-14 06:05:00,2024-12-14 22:28:03.824423,Y,CUST-06,RTE-05,2024-12-14,Refrigerated - Backhaul Mixed,28990,1243.51,113.68,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Evergreen Freight Match,Portland,OR,Brokerage,30,active,668.3,163.2,4.095,2024-12,1357.19,1.6023494687131052,688.8900000000001,0.8133293978748526,northbound_backhaul
TRIP-000179,LOAD-00179,DRV-01,TRK-01,811,151.02,5.37,2024-12-10 06:30:00,2024-12-10 21:40:07.864058,N,CUST-04,RTE-04,2024-12-10,Refrigerated - Mixed,39654,2036.61,204.5,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,596.23,151.02,3.948,2024-12,2241.1099999999997,2.7633908754623917,1644.8799999999997,2.028212083847102,southbound
TRIP-000180,LOAD-00180,DRV-02,TRK-02,808,110.68,7.3,2024-12-10 04:20:00,2024-12-10 19:31:11.705910,N,CUST-04,RTE-04,2024-12-10,Refrigerated - Mixed,42641,2043.09,139.68,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,442.5,110.68,3.998,2024-12,2182.77,2.70144801980198,1740.27,2.153799504950495,southbound
TRIP-000181,LOAD-00181,DRV-02,TRK-02,808,113.01,7.15,2024-12-11 07:30:00,2024-12-12 01:01:08.340690,Y,CUST-06,RTE-07,2024-12-11,Refrigerated - Backhaul Mixed,20431,1072.69,152.11,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,447.07,113.01,3.956,2024-12,1224.8000000000002,1.515841584158416,777.7300000000002,0.9625371287128716,northbound_backhaul
TRIP-000182,LOAD-00182,DRV-02,TRK-02,828,116.46,7.11,2024-12-15 04:15:00,2024-12-15 20:35:50.589715,N,CUST-04,RTE-04,2024-12-15,Refrigerated - Mixed,43970,2168.47,160.49,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,480.98,116.46,4.13,2024-12,2328.96,2.812753623188406,1847.98,2.2318599033816424,southbound
TRIP-000183,LOAD-00183,DRV-02,TRK-02,816,119.65,6.82,2024-12-16 06:00:00,2024-12-16 23:10:48.192810,Y,CUST-06,RTE-07,2024-12-16,Refrigerated - Backhaul Mixed,29406,1102.9,149.03,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,499.54,119.65,4.175,2024-12,1251.93,1.5342279411764708,752.3900000000001,0.9220465686274512,northbound_backhaul
TRIP-000184,LOAD-00184,DRV-01,TRK-01,263,48.43,5.43,2024-12-22 07:50:00,2024-12-22 13:04:58.747013,Y,CUST-01,RTE-01,2024-12-22,Refrigerated - Produce,41654,727.49,58.06,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,202.39,48.43,4.179,2024-12,785.55,2.9868821292775665,583.16,2.217338403041825,southbound
TRIP-000185,LOAD-00185,DRV-01,TRK-01,832,159.08,5.23,2024-12-23 05:00:00,2024-12-23 22:02:01.026844,Y,CUST-05,RTE-05,2024-12-23,Refrigerated - Backhaul Mixed,26103,1431.19,134.26,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,638.71,159.08,4.015,2024-12,1565.45,1.881550480769231,926.74,1.1138701923076924,northbound_backhaul
TRIP-000186,LOAD-00186,DRV-02,TRK-02,821,118.99,6.9,2024-12-22 07:20:00,2024-12-22 23:06:09.489951,Y,CUST-03,RTE-03,2024-12-22,Refrigerated - Produce,40856,2435.47,165.18,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,487.68,118.99000000000001,4.0985000000000005,2024-12,2600.6499999999996,3.1676613885505476,2112.97,2.5736540803897685,southbound
TRIP-000187,LOAD-00187,DRV-02,TRK-02,822,119.83,6.86,2024-12-24 07:15:00,2024-12-25 00:46:36.519551,Y,CUST-05,RTE-07,2024-12-24,Refrigerated - Backhaul Mixed,19529,1210.86,107.57,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,502.21,119.83,4.191,2024-12,1318.4299999999998,1.6039294403892943,816.2199999999998,0.9929683698296835,northbound_backhaul
TRIP-000188,LOAD-00188,DRV-01,TRK-01,794,151.53,5.24,2024-12-26 05:30:00,2024-12-26 20:39:52.021674,Y,CUST-03,RTE-03,2024-12-26,Refrigerated - Produce,44035,2541.56,168.55,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,615.06,151.53,4.059,2024-12,2710.11,3.41323677581864,2095.05,2.6386020151133502,southbound
TRIP-000189,LOAD-00189,DRV-01,TRK-01,321,61.38,5.23,2024-12-27 06:30:00,2024-12-27 13:16:50.663119,N,CUST-05,RTE-06,2024-12-27,Refrigerated - Backhaul Mixed,24159,543.5,51.76,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,251.04,61.38,4.09,2024-12,595.26,1.854392523364486,344.22,1.0723364485981308,northbound_backhaul
TRIP-000190,LOAD-00190,DRV-01,TRK-01,276,52.98,5.21,2024-12-30 07:00:00,2024-12-30 12:11:07.885934,Y,CUST-01,RTE-01,2024-12-30,Refrigerated - Produce,38981,742.85,46.59,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,219.44,52.98,4.142,2024-12,789.44,2.860289855072464,570.0,2.0652173913043477,southbound
TRIP-000191,LOAD-00191,DRV-01,TRK-01,320,61.3,5.22,2024-12-31 05:45:00,2024-12-31 12:28:00.767776,Y,CUST-05,RTE-06,2024-12-31,Refrigerated - Backhaul Mixed,25338,548.49,44.63,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,246.0,61.3,4.013,2024-12,593.12,1.8535,347.12,1.08475,northbound_backhaul
TRIP-000192,LOAD-00192,DRV-02,TRK-02,802,118.46,6.77,2024-12-29 05:30:00,2024-12-29 20:26:04.950938,N,CUST-04,RTE-04,2024-12-29,Refrigerated - Mixed,41140,2098.22,238.79,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,456.54,118.46,3.854,2024-12,2337.0099999999998,2.9139775561097254,1880.4699999999998,2.344725685785536,southbound
TRIP-000193,LOAD-00193,DRV-02,TRK-02,310,45.99,6.74,2024-12-31 05:20:00,2024-12-31 11:19:49.923669,Y,CUST-06,RTE-06,2024-12-31,Refrigerated - Backhaul Mixed,24644,463.17,41.51,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,186.63,45.99,4.058,2024-12,504.68,1.6280000000000001,318.05,1.025967741935484,northbound_backhaul
TRIP-000194,LOAD-00194,DRV-02,TRK-02,793,115.09,6.89,2024-12-27 05:15:00,2024-12-27 20:22:56.279604,Y,CUST-03,RTE-03,2024-12-27,Refrigerated - Produce,41304,2507.13,139.79,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,459.32,115.09,3.991,2024-12,2646.92,3.337856242118537,2187.6,2.758638083228247,southbound
TRIP-000195,LOAD-00195,DRV-02,TRK-02,808,113.64,7.11,2024-12-28 08:45:00,2024-12-29 01:29:06.650162,Y,CUST-05,RTE-07,2024-12-28,Refrigerated - Backhaul Mixed,16771,1245.85,84.36,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,452.97,113.64,3.986,2024-12,1330.2099999999998,1.6462995049504947,877.2399999999998,1.0856930693069304,northbound_backhaul
TRIP-000196,LOAD-00196,DRV-01,TRK-01,779,153.05,5.09,2025-01-04 04:45:00,2025-01-04 20:35:09.408904,Y,CUST-02,RTE-02,2025-01-04,Refrigerated - Seafood,42190,2295.69,222.14,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,633.24,153.05,4.137499999999999,2025-01,2517.83,3.2321309370988445,1884.59,2.419242618741977,southbound
TRIP-000197,LOAD-00197,DRV-01,TRK-01,336,64.24,5.23,2025-01-05 06:05:00,2025-01-05 12:42:48.742124,Y,CUST-06,RTE-06,2025-01-05,Refrigerated - Backhaul Mixed,16458,477.03,30.38,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,267.95,64.24,4.171,2025-01,507.40999999999997,1.5101488095238094,239.45999999999998,0.7126785714285714,northbound_backhaul
TRIP-000198,LOAD-00198,DRV-01,TRK-01,275,51.4,5.35,2024-12-31 06:40:00,2024-12-31 11:54:41.872293,Y,CUST-01,RTE-01,2024-12-31,Refrigerated - Produce,40380,765.59,73.09,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,207.6,51.4,4.039,2024-12,838.6800000000001,3.0497454545454548,631.08,2.294836363636364,southbound
TRIP-000199,LOAD-00199,DRV-01,TRK-01,323,60.83,5.31,2025-01-01 06:05:00,2025-01-01 12:45:22.477956,N,CUST-06,RTE-06,2025-01-01,Refrigerated - Backhaul Mixed,19395,563.66,58.65,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,241.92,60.83,3.977,2025-01,622.31,1.926656346749226,380.39,1.1776780185758513,northbound_backhaul
TRIP-000200,LOAD-00200,DRV-02,TRK-02,803,110.45,7.27,2025-01-03 05:45:00,2025-01-03 20:45:11.043092,Y,CUST-04,RTE-04,2025-01-03,Refrigerated - Mixed,40937,2056.12,167.64,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,442.19,110.44999999999999,4.0035,2025-01,2223.7599999999998,2.7693150684931505,1781.5699999999997,2.2186425902864255,southbound
TRIP-000201,LOAD-00201,DRV-02,TRK-02,832,117.18,7.1,2025-01-04 06:45:00,2025-01-05 00:03:23.304072,Y,CUST-05,RTE-07,2025-01-04,Refrigerated - Backhaul Mixed,20542,1365.63,134.42,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,477.98,117.18,4.079,2025-01,1500.0500000000002,1.8029447115384618,1022.0700000000002,1.2284495192307694,northbound_backhaul
TRIP-000202,LOAD-00202,DRV-02,TRK-02,833,120.03,6.94,2025-01-01 06:20:00,2025-01-01 23:34:44.251696,Y,CUST-04,RTE-04,2025-01-01,Refrigerated - Mixed,38613,2183.22,227.13,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,482.15999999999997,120.03,4.017,2025-01,2410.35,2.893577430972389,1928.19,2.3147539015606244,southbound
TRIP-000203,LOAD-00203,DRV-02,TRK-02,325,46.76,6.95,2025-01-02 05:05:00,2025-01-02 11:29:13.869339,N,CUST-05,RTE-06,2025-01-02,Refrigerated - Backhaul Mixed,15291,574.96,52.36,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,193.87,46.76,4.146,2025-01,627.32,1.9302153846153847,433.45000000000005,1.3336923076923077,northbound_backhaul
TRIP-000204,LOAD-00204,DRV-01,TRK-01,802,151.04,5.31,2025-01-13 06:45:00,2025-01-13 23:13:24.734377,Y,CUST-02,RTE-02,2025-01-13,Refrigerated - Seafood,44286,2383.81,155.84,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,591.17,151.04,3.914,2025-01,2539.65,3.1666458852867834,1948.48,2.4295261845386533,southbound
TRIP-000205,LOAD-00205,DRV-01,TRK-01,306,60.83,5.03,2025-01-15 06:15:00,2025-01-15 12:47:56.508964,N,CUST-05,RTE-06,2025-01-15,Refrigerated - Backhaul Mixed,17301,452.26,34.92,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,245.87,60.83,4.042,2025-01,487.18,1.5920915032679739,241.31,0.7885947712418301,northbound_backhaul
TRIP-000206,LOAD-00206,DRV-02,TRK-02,284,41.58,6.83,2025-01-12 07:00:00,2025-01-12 12:32:55.700106,Y,CUST-01,RTE-01,2025-01-12,Refrigerated - Produce,43394,762.85,56.57,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,175.26,41.58,4.215,2025-01,819.4200000000001,2.8852816901408453,644.1600000000001,2.268169014084507,southbound
TRIP-000207,LOAD-00207,DRV-01,TRK-01,792,152.31,5.2,2025-01-19 07:40:00,2025-01-19 22:22:00.536753,N,CUST-02,RTE-02,2025-01-19,Refrigerated - Seafood,41173,2360.24,132.02,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,621.42,152.31,4.08,2025-01,2492.2599999999998,3.146792929292929,1870.8399999999997,2.3621717171717167,southbound
TRIP-000208,LOAD-00208,DRV-02,TRK-02,805,117.18,6.87,2025-01-18 06:30:00,2025-01-18 21:32:20.748541,Y,CUST-03,RTE-03,2025-01-18,Refrigerated - Produce,40571,2527.54,185.74,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,479.5,117.18,4.092,2025-01,2713.2799999999997,3.3705341614906827,2233.7799999999997,2.7748819875776394,southbound
TRIP-000209,LOAD-00209,DRV-02,TRK-02,327,45.54,7.18,2025-01-20 05:00:00,2025-01-20 11:46:20.130279,Y,CUST-06,RTE-06,2025-01-20,Refrigerated - Backhaul Mixed,23747,534.74,56.82,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,178.38,45.54,3.917,2025-01,591.5600000000001,1.8090519877675844,413.18000000000006,1.263547400611621,northbound_backhaul
TRIP-000210,LOAD-00210,DRV-01,TRK-01,266,50.0,5.32,2025-01-22 07:15:00,2025-01-22 12:27:32.374220,Y,CUST-01,RTE-01,2025-01-22,Refrigerated - Produce,43047,735.28,56.65,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,207.0,50.0,4.14,2025-01,791.93,2.9771804511278193,584.93,2.1989849624060147,southbound
TRIP-000211,LOAD-00211,DRV-01,TRK-01,817,156.81,5.21,2025-01-24 08:15:00,2025-01-25 00:07:25.168371,Y,CUST-06,RTE-07,2025-01-24,Refrigerated - Backhaul Mixed,27184,1361.87,84.83,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,649.04,156.81,4.139,2025-01,1446.6999999999998,1.7707466340269276,797.6599999999999,0.9763280293757648,northbound_backhaul
TRIP-000212,LOAD-00212,DRV-01,TRK-01,813,152.82,5.32,2025-01-23 04:40:00,2025-01-23 21:31:06.856104,Y,CUST-04,RTE-04,2025-01-23,Refrigerated - Mixed,39531,2055.39,204.44,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,605.55,152.82,3.9625000000000004,2025-01,2259.83,2.779618696186962,1654.28,2.0347847478474783,southbound
TRIP-000213,LOAD-00213,DRV-01,TRK-01,331,62.57,5.29,2025-01-25 07:05:00,2025-01-25 13:36:41.016992,Y,CUST-05,RTE-06,2025-01-25,Refrigerated - Backhaul Mixed,28814,547.79,48.76,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,246.9,62.57,3.946,2025-01,596.55,1.8022658610271902,349.65,1.0563444108761328,northbound_backhaul
TRIP-000214,LOAD-00214,DRV-02,TRK-02,813,116.64,6.97,2025-01-21 05:50:00,2025-01-21 21:49:18.492036,Y,CUST-03,RTE-03,2025-01-21,Refrigerated - Produce,40718,2390.98,145.6,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,460.03,116.64,3.944,2025-01,2536.58,3.1200246002460026,2076.55,2.5541820418204186,southbound
TRIP-000215,LOAD-00215,DRV-02,TRK-02,276,40.0,6.9,2025-01-22 06:00:00,2025-01-22 11:09:43.072321,Y,CUST-01,RTE-01,2025-01-22,Refrigerated - Produce,38928,756.88,51.52,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,163.2,40.0,4.08,2025-01,808.4,2.928985507246377,645.2,2.33768115942029,southbound
TRIP-000216,LOAD-00216,DRV-02,TRK-02,855,126.85,6.74,2025-01-23 06:40:00,2025-01-23 23:25:36.389525,Y,CUST-05,RTE-05,2025-01-23,Refrigerated - Backhaul Mixed,23736,1469.69,144.53,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,533.02,126.85,4.202,2025-01,1614.22,1.8879766081871345,1081.2,1.264561403508772,northbound_backhaul
TRIP-000217,LOAD-00217,DRV-01,TRK-01,777,155.71,4.99,2025-02-02 05:20:00,2025-02-02 20:27:54.808709,Y,CUST-02,RTE-02,2025-02-02,Refrigerated - Seafood,38310,2213.88,200.87,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,646.51,155.71,4.152,2025-02,2414.75,3.107786357786358,1768.24,2.275727155727156,southbound
TRIP-000218,LOAD-00218,DRV-01,TRK-01,837,156.16,5.36,2025-02-03 05:20:00,2025-02-03 21:50:06.934509,Y,CUST-05,RTE-05,2025-02-03,Refrigerated - Backhaul Mixed,26483,1397.18,129.23,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,626.51,156.16,4.012,2025-02,1526.41,1.823667861409797,899.9000000000001,1.0751493428912784,northbound_backhaul
TRIP-000219,LOAD-00219,DRV-02,TRK-02,277,38.31,7.23,2025-02-02 06:10:00,2025-02-02 11:43:48.786251,N,CUST-01,RTE-01,2025-02-02,Refrigerated - Produce,39117,742.97,59.81,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,162.36,38.31,4.238,2025-02,802.78,2.8981227436823103,640.42,2.3119855595667866,southbound
TRIP-000220,LOAD-00220,DRV-02,TRK-02,834,122.11,6.83,2025-02-03 07:15:00,2025-02-04 00:27:15.896584,Y,CUST-05,RTE-05,2025-02-03,Refrigerated - Backhaul Mixed,23970,1335.58,113.62,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,490.52,122.11,4.017,2025-02,1449.1999999999998,1.737649880095923,958.6799999999998,1.1494964028776977,northbound_backhaul
TRIP-000221,LOAD-00221,DRV-01,TRK-01,264,49.72,5.31,2025-02-09 07:30:00,2025-02-09 12:45:53.856356,Y,CUST-01,RTE-01,2025-02-09,Refrigerated - Produce,38804,730.74,41.63,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,197.59,49.72,3.974,2025-02,772.37,2.9256439393939395,574.78,2.1771969696969697,southbound
TRIP-000222,LOAD-00222,DRV-01,TRK-01,815,166.33,4.9,2025-02-11 06:15:00,2025-02-11 22:27:41.120947,Y,CUST-05,RTE-07,2025-02-11,Refrigerated - Backhaul Mixed,20182,1237.0,109.84,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,664.82,166.33,3.997,2025-02,1346.84,1.652564417177914,682.0199999999999,0.8368343558282207,northbound_backhaul
TRIP-000223,LOAD-00223,DRV-01,TRK-01,808,160.32,5.04,2025-02-07 04:20:00,2025-02-07 19:32:05.778353,Y,CUST-04,RTE-04,2025-02-07,Refrigerated - Mixed,41989,2106.17,215.63,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,653.46,160.32,4.076,2025-02,2321.8,2.8735148514851487,1668.3400000000001,2.0647772277227725,southbound
TRIP-000224,LOAD-00224,DRV-01,TRK-01,849,158.69,5.35,2025-02-09 08:10:00,2025-02-10 01:46:57.483030,Y,CUST-06,RTE-05,2025-02-09,Refrigerated - Backhaul Mixed,15600,1401.63,98.84,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Evergreen Freight Match,Portland,OR,Brokerage,30,active,662.37,158.69,4.174,2025-02,1500.47,1.7673380447585394,838.1,0.9871613663133098,northbound_backhaul
TRIP-000225,LOAD-00225,DRV-02,TRK-02,267,36.78,7.26,2025-02-08 05:50:00,2025-02-08 11:17:59.693474,Y,CUST-01,RTE-01,2025-02-08,Refrigerated - Produce,43428,737.82,58.58,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,150.72,36.78,4.098,2025-02,796.4000000000001,2.982771535580525,645.6800000000001,2.4182771535580527,southbound
TRIP-000226,LOAD-00226,DRV-02,TRK-02,848,117.13,7.24,2025-02-09 07:40:00,2025-02-10 01:02:14.252992,Y,CUST-05,RTE-05,2025-02-09,Refrigerated - Backhaul Mixed,25954,1231.91,100.57,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,473.21,117.13,4.04,2025-02,1332.48,1.5713207547169812,859.27,1.0132900943396226,northbound_backhaul
TRIP-000227,LOAD-00227,DRV-02,TRK-02,803,115.04,6.98,2025-02-08 07:30:00,2025-02-08 23:05:03.635200,N,CUST-03,RTE-03,2025-02-08,Refrigerated - Produce,42459,2525.74,151.6,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,466.49,115.04,4.055,2025-02,2677.3399999999997,3.3341718555417184,2210.8499999999995,2.753237858032378,southbound
TRIP-000228,LOAD-00228,DRV-02,TRK-02,809,115.41,7.01,2025-02-09 07:15:00,2025-02-10 00:29:56.171206,Y,CUST-05,RTE-07,2025-02-09,Refrigerated - Backhaul Mixed,17713,1217.13,91.69,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,478.61,115.41,4.147,2025-02,1308.8200000000002,1.6178244746600743,830.2100000000002,1.0262175525339927,northbound_backhaul
TRIP-000229,LOAD-00229,DRV-01,TRK-01,262,49.72,5.27,2025-02-16 07:00:00,2025-02-16 12:17:49.176003,Y,CUST-01,RTE-01,2025-02-16,Refrigerated - Produce,39726,743.47,57.67,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,200.82,49.72,4.039,2025-02,801.14,3.0577862595419845,600.3199999999999,2.291297709923664,southbound
