trip_id,load_id,driver_id,truck_id,actual_miles,fuel_gallons,actual_mpg,departure_time,arrival_time,on_time_flag
TRIP-005989,LOAD-006043,DRV-020,TRK-035,128.1,19.41,6.6,2024-11-30 05:39:00,2024-11-30 08:06:48,1
TRIP-005990,LOAD-006044,DRV-007,TRK-020,286.2,42.72,6.7,2025-02-27 07:44:00,2025-02-27 12:56:58,1
TRIP-005991,LOAD-006045,DRV-006,TRK-037,50.0,6.79,7.36,2025-10-26 05:21:00,2025-10-26 06:16:59,1
TRIP-005992,LOAD-006046,DRV-015,TRK-001,66.7,9.77,6.83,2025-11-06 08:38:00,2025-11-06 09:56:50,1
TRIP-005993,LOAD-006047,DRV-013,TRK-008,125.0,18.41,6.79,2026-03-02 07:46:00,2026-03-02 10:17:01,1
TRIP-005994,LOAD-006048,DRV-004,TRK-009,69.9,10.13,6.9,2026-03-28 07:51:00,2026-03-28 09:13:58,1
TRIP-005995,LOAD-006049,DRV-049,TRK-023,258.1,38.01,6.79,2026-01-22 08:25:00,2026-01-22 13:07:40,1
TRIP-005996,LOAD-006050,DRV-022,TRK-025,291.5,41.47,7.03,2026-05-11 07:32:00,2026-05-11 13:19:02,1
TRIP-005997,LOAD-006051,DRV-006,TRK-032,50.2,6.82,7.36,2025-07-22 04:50:00,2025-07-22 05:49:17,1
TRIP-005998,LOAD-006052,DRV-005,TRK-006,429.1,60.27,7.12,2026-03-04 06:28:00,2026-03-04 14:55:38,1
TRIP-005999,LOAD-006053,DRV-005,TRK-037,69.5,10.71,6.49,2024-12-02 08:25:00,2024-12-02 09:42:53,1
TRIP-006000,LOAD-006054,DRV-037,TRK-008,433.0,57.66,7.51,2025-05-18 09:26:00,2025-05-18 18:23:31,1
TRIP-006001,LOAD-006055,DRV-038,TRK-014,128.0,24.15,5.3,2024-08-17 05:20:00,2024-08-17 07:52:45,0
TRIP-006002,LOAD-006056,DRV-037,TRK-018,282.8,38.53,7.34,2025-08-25 06:36:00,2025-08-25 12:12:27,1
TRIP-006003,LOAD-006057,DRV-024,TRK-035,290.2,40.25,7.21,2026-01-27 07:23:00,2026-01-27 13:09:24,1
TRIP-006004,LOAD-006058,DRV-035,TRK-028,67.9,10.38,6.54,2024-12-09 08:41:00,2024-12-09 09:58:19,1
TRIP-006005,LOAD-006059,DRV-021,TRK-025,51.2,6.9,7.42,2024-09-14 09:39:00,2024-09-14 10:39:25,1
TRIP-006006,LOAD-006060,DRV-038,TRK-028,262.9,41.47,6.34,2025-10-12 08:27:00,2025-10-12 13:11:18,1
TRIP-006007,LOAD-006062,DRV-004,TRK-021,431.0,64.14,6.72,2024-12-22 08:08:00,2024-12-22 16:26:35,1
TRIP-006008,LOAD-006063,DRV-017,TRK-025,68.2,10.22,6.67,2024-11-12 09:20:00,2024-11-12 10:35:11,1
TRIP-006009,LOAD-006064,DRV-034,TRK-026,296.8,46.02,6.45,2025-12-06 05:37:00,2025-12-06 11:32:51,1
TRIP-006010,LOAD-006065,DRV-036,TRK-033,68.7,9.62,7.14,2024-12-17 07:25:00,2024-12-17 08:42:50,1
TRIP-006011,LOAD-006066,DRV-037,TRK-033,267.5,37.2,7.19,2024-11-01 05:58:00,2024-11-01 11:17:28,1
TRIP-006012,LOAD-006067,DRV-035,TRK-010,431.3,65.05,6.63,2025-05-22 09:38:00,2025-05-22 17:21:19,1
TRIP-006013,LOAD-006068,DRV-036,TRK-018,69.0,10.27,6.72,2024-07-31 04:38:00,2024-07-31 05:56:51,1
TRIP-006014,LOAD-006069,DRV-014,TRK-037,267.4,40.52,6.6,2024-12-01 08:21:00,2024-12-01 13:09:09,1
TRIP-006015,LOAD-006070,DRV-004,TRK-007,67.4,10.51,6.41,2026-04-24 09:59:00,2026-04-24 11:14:36,1
TRIP-006016,LOAD-006071,DRV-016,TRK-029,442.7,61.92,7.15,2026-01-01 05:20:00,2026-01-01 14:15:28,1
TRIP-006017,LOAD-006072,DRV-049,TRK-029,447.7,67.53,6.63,2025-03-24 09:09:00,2025-03-24 17:39:13,1
TRIP-006018,LOAD-006073,DRV-035,TRK-016,70.0,9.31,7.52,2024-12-02 07:37:00,2024-12-02 08:56:02,0
TRIP-006019,LOAD-006074,DRV-039,TRK-020,426.7,61.48,6.94,2025-07-03 04:04:00,2025-07-03 12:10:30,1
TRIP-006020,LOAD-006075,DRV-039,TRK-006,69.6,9.48,7.34,2026-05-02 04:49:00,2026-05-02 06:10:21,1
TRIP-006021,LOAD-006076,DRV-034,TRK-034,68.3,9.43,7.24,2024-09-07 09:27:00,2024-09-07 10:47:02,1
TRIP-006022,LOAD-006077,DRV-022,TRK-037,281.1,42.4,6.63,2025-06-18 06:38:00,2025-06-18 12:00:56,0
TRIP-006023,LOAD-006078,DRV-051,TRK-014,260.0,49.71,5.23,2024-10-30 06:23:00,2024-10-30 11:06:20,1
TRIP-006024,LOAD-006079,DRV-016,TRK-010,124.2,16.45,7.55,2025-01-17 04:01:00,2025-01-17 06:15:56,0
TRIP-006025,LOAD-006080,DRV-038,TRK-016,437.7,67.24,6.51,2026-05-24 06:18:00,2026-05-24 14:51:51,1
TRIP-006026,LOAD-006081,DRV-032,TRK-010,258.5,38.76,6.67,2024-11-20 04:04:00,2024-11-20 09:22:48,1
TRIP-006027,LOAD-006082,DRV-023,TRK-036,268.0,38.62,6.94,2025-02-07 08:05:00,2025-02-07 13:05:57,1
TRIP-006028,LOAD-006083,DRV-052,TRK-013,261.8,34.91,7.5,2025-02-06 07:54:00,2025-02-06 12:43:43,1
TRIP-006029,LOAD-006084,DRV-008,TRK-023,258.0,38.62,6.68,2025-03-18 05:10:00,2025-03-18 10:00:06,1
TRIP-006030,LOAD-006085,DRV-012,TRK-020,70.3,10.49,6.7,2025-12-01 05:06:00,2025-12-01 06:22:55,1
TRIP-006031,LOAD-006086,DRV-035,TRK-036,68.3,9.69,7.05,2025-03-06 06:56:00,2025-03-06 08:13:10,1
TRIP-006032,LOAD-006087,DRV-027,TRK-036,69.6,9.78,7.12,2025-08-31 09:58:00,2025-08-31 11:14:09,1
TRIP-006033,LOAD-006088,DRV-043,TRK-005,259.9,39.14,6.64,2024-10-29 05:05:00,2024-10-29 10:18:19,1
TRIP-006034,LOAD-006089,DRV-017,TRK-016,451.7,64.9,6.96,2026-05-02 06:49:00,2026-05-02 15:16:52,1
TRIP-006035,LOAD-006090,DRV-028,TRK-038,125.0,17.39,7.19,2024-08-04 05:36:00,2024-08-04 07:50:07,1
TRIP-006036,LOAD-006091,DRV-011,TRK-008,270.4,37.61,7.19,2025-10-31 05:14:00,2025-10-31 10:34:52,1
TRIP-006037,LOAD-006092,DRV-031,TRK-018,265.4,40.03,6.63,2024-07-29 04:38:00,2024-07-29 09:36:50,1
TRIP-006038,LOAD-006093,DRV-017,TRK-031,66.9,9.4,7.12,2024-08-13 07:59:00,2024-08-13 09:16:43,1
TRIP-006039,LOAD-006094,DRV-051,TRK-005,265.3,35.85,7.4,2024-10-21 07:22:00,2024-10-21 12:13:00,1
TRIP-006040,LOAD-006095,DRV-002,TRK-001,68.4,9.69,7.06,2025-10-03 07:47:00,2025-10-03 09:03:23,1
TRIP-006041,LOAD-006096,DRV-023,TRK-025,50.4,6.97,7.23,2025-04-12 07:00:00,2025-04-12 08:00:03,1
TRIP-006042,LOAD-006097,DRV-025,TRK-036,69.0,9.21,7.49,2025-01-16 07:19:00,2025-01-16 08:36:47,1
TRIP-006043,LOAD-006098,DRV-029,TRK-005,446.6,61.77,7.23,2025-11-12 08:26:00,2025-11-12 17:31:47,1
TRIP-006044,LOAD-006099,DRV-021,TRK-010,424.3,58.36,7.27,2025-08-03 04:21:00,2025-08-03 13:04:47,1
TRIP-006045,LOAD-006100,DRV-016,TRK-026,120.7,17.34,6.96,2026-02-14 05:59:00,2026-02-14 08:19:21,0
TRIP-006046,LOAD-006101,DRV-001,TRK-015,71.0,11.13,6.38,2026-02-03 09:51:00,2026-02-03 11:19:01,1
TRIP-006047,LOAD-006102,DRV-033,TRK-034,449.6,68.64,6.55,2025-05-14 07:15:00,2025-05-14 15:41:39,1
TRIP-006048,LOAD-006103,DRV-026,TRK-038,125.5,17.17,7.31,2026-05-29 07:44:00,2026-05-29 09:59:48,1
TRIP-006049,LOAD-006104,DRV-040,TRK-026,70.3,9.85,7.14,2025-08-24 04:16:00,2025-08-24 05:37:11,1
TRIP-006050,LOAD-006105,DRV-004,TRK-009,126.1,19.89,6.34,2024-08-28 04:29:00,2024-08-28 06:45:40,1
TRIP-006051,LOAD-006106,DRV-012,TRK-008,124.9,18.95,6.59,2026-02-24 08:07:00,2026-02-24 10:22:46,1
TRIP-006052,LOAD-006107,DRV-029,TRK-035,265.5,36.98,7.18,2024-08-14 05:42:00,2024-08-14 11:06:30,1
TRIP-006053,LOAD-006108,DRV-033,TRK-001,67.0,10.55,6.35,2025-06-29 07:47:00,2025-06-29 09:00:32,0
TRIP-006054,LOAD-006109,DRV-032,TRK-024,125.1,18.93,6.61,2026-04-04 08:29:00,2026-04-04 10:51:44,1
TRIP-006055,LOAD-006110,DRV-011,TRK-021,434.7,60.63,7.17,2024-10-20 09:47:00,2024-10-20 18:29:18,1
TRIP-006056,LOAD-006111,DRV-014,TRK-034,284.3,41.81,6.8,2026-05-23 08:25:00,2026-05-23 13:50:26,1
TRIP-006057,LOAD-006112,DRV-017,TRK-034,261.2,41.0,6.37,2025-09-10 04:58:00,2025-09-10 10:10:36,1
TRIP-006058,LOAD-006113,DRV-001,TRK-032,290.2,41.88,6.93,2026-02-17 09:16:00,2026-02-17 14:28:12,1
TRIP-006059,LOAD-006114,DRV-040,TRK-030,257.0,35.06,7.33,2025-07-06 05:55:00,2025-07-06 10:39:38,1
TRIP-006060,LOAD-006115,DRV-025,TRK-006,447.7,69.41,6.45,2025-09-08 08:16:00,2025-09-08 17:23:01,0
TRIP-006061,LOAD-006116,DRV-005,TRK-004,52.9,7.48,7.07,2024-07-15 05:19:00,2024-07-15 06:19:31,1
TRIP-006062,LOAD-006117,DRV-022,TRK-013,261.6,36.49,7.17,2026-06-25 08:50:00,2026-06-25 13:38:32,0
TRIP-006063,LOAD-006118,DRV-014,TRK-016,260.4,34.35,7.58,2026-04-15 06:18:00,2026-04-15 11:19:24,1
TRIP-006064,LOAD-006119,DRV-007,TRK-036,67.5,10.35,6.52,2025-10-01 05:35:00,2025-10-01 06:54:44,0
TRIP-006065,LOAD-006120,DRV-017,TRK-006,450.0,62.07,7.25,2026-06-01 09:06:00,2026-06-01 17:10:07,1
TRIP-006066,LOAD-006121,DRV-033,TRK-018,449.3,59.83,7.51,2025-12-26 06:39:00,2025-12-26 15:34:04,1
TRIP-006067,LOAD-006122,DRV-008,TRK-004,50.4,7.66,6.58,2024-07-08 04:56:00,2024-07-08 05:57:24,1
TRIP-006068,LOAD-006123,DRV-014,TRK-006,258.4,36.86,7.01,2025-08-06 08:34:00,2025-08-06 13:39:06,1
TRIP-006069,LOAD-006124,DRV-021,TRK-037,437.9,58.62,7.47,2024-08-14 05:05:00,2024-08-14 13:58:35,1
TRIP-006070,LOAD-006125,DRV-049,TRK-009,50.5,7.75,6.52,2025-10-02 08:21:00,2025-10-02 09:21:56,0
TRIP-006071,LOAD-006126,DRV-033,TRK-028,452.9,71.89,6.3,2026-03-09 05:15:00,2026-03-09 14:25:09,1
TRIP-006072,LOAD-006127,DRV-052,TRK-020,269.9,36.97,7.3,2025-10-23 04:46:00,2025-10-23 10:12:48,1
TRIP-006073,LOAD-006128,DRV-032,TRK-032,267.1,35.33,7.56,2025-07-31 04:21:00,2025-07-31 09:39:44,0
TRIP-006074,LOAD-006129,DRV-039,TRK-012,298.1,43.71,6.82,2024-12-01 04:26:00,2024-12-01 10:01:26,1
TRIP-006075,LOAD-006130,DRV-049,TRK-035,263.6,40.37,6.53,2025-03-14 04:00:00,2025-03-14 09:23:58,1
TRIP-006076,LOAD-006131,DRV-017,TRK-029,436.9,66.6,6.56,2025-06-21 04:18:00,2025-06-21 13:04:53,1
TRIP-006077,LOAD-006132,DRV-032,TRK-023,67.5,10.0,6.75,2024-10-27 05:48:00,2024-10-27 07:11:45,0
TRIP-006078,LOAD-006133,DRV-038,TRK-038,443.3,60.73,7.3,2026-06-17 07:14:00,2026-06-17 15:42:22,0
TRIP-006079,LOAD-006134,DRV-039,TRK-012,296.7,44.55,6.66,2025-03-29 04:42:00,2025-03-29 10:12:15,1
TRIP-006080,LOAD-006135,DRV-033,TRK-009,451.8,61.22,7.38,2025-08-29 08:55:00,2025-08-29 17:57:10,1
TRIP-006081,LOAD-006136,DRV-037,TRK-010,51.6,6.8,7.59,2024-10-07 04:04:00,2024-10-07 05:02:38,1
TRIP-006082,LOAD-006137,DRV-031,TRK-003,51.8,8.22,6.3,2024-12-20 09:01:00,2024-12-20 09:58:45,1
TRIP-006083,LOAD-006138,DRV-052,TRK-001,68.5,9.03,7.59,2024-09-12 05:02:00,2024-09-12 06:21:25,1
TRIP-006084,LOAD-006139,DRV-037,TRK-017,128.4,18.37,6.99,2026-05-05 08:33:00,2026-05-05 11:12:47,1
TRIP-006085,LOAD-006140,DRV-040,TRK-037,443.2,66.05,6.71,2024-09-07 05:13:00,2024-09-07 13:12:32,1
TRIP-006086,LOAD-006141,DRV-032,TRK-022,128.5,17.87,7.19,2024-09-01 08:20:00,2024-09-01 10:49:43,1
TRIP-006087,LOAD-006142,DRV-043,TRK-013,123.0,17.9,6.87,2024-11-21 08:07:00,2024-11-21 10:24:25,1
TRIP-006088,LOAD-006143,DRV-022,TRK-027,258.7,38.44,6.73,2025-03-15 07:21:00,2025-03-15 12:24:05,1
TRIP-006089,LOAD-006145,DRV-043,TRK-027,439.7,64.66,6.8,2026-02-18 07:37:00,2026-02-18 15:44:41,1
TRIP-006090,LOAD-006146,DRV-008,TRK-038,428.8,61.43,6.98,2025-09-30 07:07:00,2025-09-30 15:25:52,0
TRIP-006091,LOAD-006147,DRV-023,TRK-028,69.7,10.61,6.57,2025-09-13 05:46:00,2025-09-13 07:03:21,1
TRIP-006092,LOAD-006148,DRV-008,TRK-014,447.1,93.34,4.79,2024-07-22 05:59:00,2024-07-22 15:15:25,1
TRIP-006093,LOAD-006149,DRV-012,TRK-001,127.4,17.48,7.29,2024-10-03 05:58:00,2024-10-03 08:22:34,1
TRIP-006094,LOAD-006150,DRV-020,TRK-037,124.5,17.86,6.97,2026-03-12 04:00:00,2026-03-12 06:21:23,1
TRIP-006095,LOAD-006151,DRV-006,TRK-007,123.2,17.88,6.89,2025-10-28 08:33:00,2025-10-28 10:56:59,1
TRIP-006096,LOAD-006152,DRV-016,TRK-013,256.7,39.19,6.55,2026-02-28 07:44:00,2026-02-28 12:46:43,1
TRIP-006097,LOAD-006153,DRV-002,TRK-017,285.8,43.77,6.53,2025-09-30 09:56:00,2025-09-30 15:18:50,1
TRIP-006098,LOAD-006154,DRV-032,TRK-007,262.0,40.31,6.5,2026-06-11 06:04:00,2026-06-11 11:00:43,1
TRIP-006099,LOAD-006155,DRV-038,TRK-024,284.4,42.38,6.71,2025-10-03 08:38:00,2025-10-03 13:49:39,1
TRIP-006100,LOAD-006156,DRV-032,TRK-027,425.4,63.49,6.7,2025-02-09 08:15:00,2025-02-09 15:51:14,1
TRIP-006101,LOAD-006157,DRV-001,TRK-011,263.1,37.75,6.97,2026-06-11 07:28:00,2026-06-11 12:19:00,1
TRIP-006102,LOAD-006158,DRV-029,TRK-004,449.1,70.61,6.36,2024-10-31 04:22:00,2024-10-31 13:14:15,1
TRIP-006103,LOAD-006159,DRV-036,TRK-018,67.3,9.17,7.34,2026-03-10 04:57:00,2026-03-10 06:10:44,1
TRIP-006104,LOAD-006160,DRV-020,TRK-035,121.3,18.27,6.64,2025-07-26 06:44:00,2025-07-26 08:57:38,1
TRIP-006105,LOAD-006161,DRV-002,TRK-035,287.0,45.48,6.31,2025-08-20 06:03:00,2025-08-20 11:52:56,1
TRIP-006106,LOAD-006162,DRV-001,TRK-018,428.2,58.66,7.3,2025-11-27 04:00:00,2025-11-27 12:07:58,1
TRIP-006107,LOAD-006163,DRV-032,TRK-011,435.9,59.31,7.35,2025-02-11 04:32:00,2025-02-11 13:26:59,1
TRIP-006108,LOAD-006164,DRV-024,TRK-012,121.2,18.5,6.55,2026-03-28 08:40:00,2026-03-28 11:01:15,1
TRIP-006109,LOAD-006165,DRV-037,TRK-036,262.0,40.06,6.54,2025-01-18 05:49:00,2025-01-18 10:44:51,1
TRIP-006110,LOAD-006166,DRV-017,TRK-009,267.1,42.13,6.34,2025-05-22 06:51:00,2025-05-22 11:40:43,1
TRIP-006111,LOAD-006167,DRV-024,TRK-011,269.9,40.22,6.71,2025-09-21 07:32:00,2025-09-21 12:22:17,1
TRIP-006112,LOAD-006168,DRV-039,TRK-015,271.3,36.37,7.46,2024-09-21 04:00:00,2024-09-21 09:11:02,0
TRIP-006113,LOAD-006169,DRV-002,TRK-037,124.4,16.5,7.54,2024-12-01 08:25:00,2024-12-01 10:57:43,1
TRIP-006114,LOAD-006170,DRV-028,TRK-028,69.9,9.61,7.27,2026-06-18 07:44:00,2026-06-18 09:11:18,1
TRIP-006115,LOAD-006171,DRV-017,TRK-030,122.1,18.09,6.75,2024-09-27 09:05:00,2024-09-27 11:26:32,1
TRIP-006116,LOAD-006172,DRV-033,TRK-010,68.8,9.21,7.47,2026-04-11 06:59:00,2026-04-11 08:12:54,1
TRIP-006117,LOAD-006173,DRV-007,TRK-015,273.7,40.97,6.68,2025-10-23 06:54:00,2025-10-23 11:53:45,1
TRIP-006118,LOAD-006174,DRV-026,TRK-029,127.2,17.82,7.14,2025-01-31 08:47:00,2025-01-31 11:10:06,1
TRIP-006119,LOAD-006175,DRV-049,TRK-037,438.9,57.75,7.6,2025-03-31 04:25:00,2025-03-31 13:06:13,1
TRIP-006120,LOAD-006176,DRV-015,TRK-006,429.3,67.5,6.36,2025-04-04 04:44:00,2025-04-04 13:28:53,1
TRIP-006121,LOAD-006177,DRV-032,TRK-025,268.1,41.7,6.43,2024-12-22 06:17:00,2024-12-22 11:08:29,1
TRIP-006122,LOAD-006178,DRV-022,TRK-010,52.2,7.0,7.46,2026-04-22 08:27:00,2026-04-22 09:26:20,1
TRIP-006123,LOAD-006179,DRV-033,TRK-014,120.9,24.33,4.97,2025-07-14 08:16:00,2025-07-14 10:30:15,0
TRIP-006124,LOAD-006180,DRV-022,TRK-033,452.8,64.32,7.04,2026-02-25 07:52:00,2026-02-25 15:58:41,1
TRIP-006125,LOAD-006181,DRV-023,TRK-022,51.9,8.2,6.33,2025-04-19 06:30:00,2025-04-19 07:27:55,0
TRIP-006126,LOAD-006182,DRV-001,TRK-008,122.8,18.03,6.81,2026-04-06 04:42:00,2026-04-06 06:59:59,1
TRIP-006127,LOAD-006183,DRV-043,TRK-021,426.8,63.51,6.72,2026-05-15 05:27:00,2026-05-15 13:50:40,1
TRIP-006128,LOAD-006184,DRV-006,TRK-018,268.1,37.76,7.1,2026-06-15 08:27:00,2026-06-15 13:36:52,0
TRIP-006129,LOAD-006185,DRV-025,TRK-003,121.8,18.04,6.75,2025-11-04 08:09:00,2025-11-04 10:23:52,1
TRIP-006130,LOAD-006186,DRV-034,TRK-029,123.3,17.69,6.97,2025-03-06 04:06:00,2025-03-06 06:18:27,1
TRIP-006131,LOAD-006187,DRV-023,TRK-025,429.5,65.27,6.58,2024-12-22 09:26:00,2024-12-22 17:33:31,1
TRIP-006132,LOAD-006188,DRV-001,TRK-020,436.8,60.41,7.23,2025-08-19 08:21:00,2025-08-19 16:21:40,0
TRIP-006133,LOAD-006189,DRV-051,TRK-021,273.6,40.47,6.76,2024-10-28 09:35:00,2024-10-28 15:08:03,1
TRIP-006134,LOAD-006190,DRV-008,TRK-034,434.3,68.94,6.3,2025-01-16 06:53:00,2025-01-16 14:54:19,1
TRIP-006135,LOAD-006191,DRV-040,TRK-035,430.6,62.68,6.87,2025-11-27 08:40:00,2025-11-27 17:27:30,1
TRIP-006136,LOAD-006192,DRV-038,TRK-010,293.6,41.82,7.02,2025-08-21 08:04:00,2025-08-21 13:38:44,1
TRIP-006137,LOAD-006193,DRV-026,TRK-012,442.6,59.09,7.49,2024-09-16 06:12:00,2024-09-16 15:01:37,1
TRIP-006138,LOAD-006194,DRV-025,TRK-024,449.5,65.91,6.82,2025-11-21 07:27:00,2025-11-21 16:10:44,1
TRIP-006139,LOAD-006195,DRV-043,TRK-030,273.1,37.51,7.28,2025-10-28 04:25:00,2025-10-28 09:58:30,1
TRIP-006140,LOAD-006196,DRV-026,TRK-029,123.0,17.93,6.86,2025-04-12 08:42:00,2025-04-12 11:03:00,0
TRIP-006141,LOAD-006197,DRV-052,TRK-007,282.8,37.76,7.49,2024-11-29 07:30:00,2024-11-29 12:35:31,1
TRIP-006142,LOAD-006198,DRV-038,TRK-025,427.4,56.68,7.54,2025-07-30 09:18:00,2025-07-30 17:57:48,1
TRIP-006143,LOAD-006199,DRV-011,TRK-012,266.9,38.91,6.86,2024-12-20 08:05:00,2024-12-20 13:11:43,1
TRIP-006144,LOAD-006200,DRV-004,TRK-030,449.3,63.19,7.11,2024-12-18 09:46:00,2024-12-18 18:42:52,1
TRIP-006145,LOAD-006201,DRV-028,TRK-014,281.5,58.89,4.78,2024-12-09 04:53:00,2024-12-09 10:17:06,1
TRIP-006146,LOAD-006202,DRV-031,TRK-015,125.0,16.98,7.36,2025-03-22 06:07:00,2025-03-22 08:24:28,1
TRIP-006147,LOAD-006203,DRV-051,TRK-004,256.7,34.97,7.34,2026-06-20 09:00:00,2026-06-20 14:10:14,1
TRIP-006148,LOAD-006204,DRV-029,TRK-023,425.1,64.41,6.6,2024-07-25 05:54:00,2024-07-25 14:23:00,1
TRIP-006149,LOAD-006205,DRV-014,TRK-038,261.9,37.52,6.98,2025-05-01 07:41:00,2025-05-01 12:22:36,1
TRIP-006150,LOAD-006206,DRV-031,TRK-012,125.0,19.59,6.38,2024-07-04 06:09:00,2024-07-04 08:33:29,1
TRIP-006151,LOAD-006207,DRV-025,TRK-021,69.1,9.47,7.3,2025-02-06 06:55:00,2025-02-06 08:19:04,1
TRIP-006152,LOAD-006208,DRV-037,TRK-033,290.9,43.61,6.67,2026-05-03 04:50:00,2026-05-03 10:31:48,1
TRIP-006153,LOAD-006209,DRV-023,TRK-001,71.3,10.85,6.57,2025-07-05 08:43:00,2025-07-05 10:07:41,1
TRIP-006154,LOAD-006210,DRV-028,TRK-007,429.2,62.47,6.87,2026-03-08 09:39:00,2026-03-08 18:09:07,1
TRIP-006155,LOAD-006211,DRV-014,TRK-038,425.8,66.02,6.45,2024-11-07 06:22:00,2024-11-07 14:39:51,1
TRIP-006156,LOAD-006212,DRV-020,TRK-003,126.0,19.47,6.47,2025-11-28 05:45:00,2025-11-28 08:11:06,1
TRIP-006157,LOAD-006213,DRV-032,TRK-025,266.8,35.86,7.44,2024-08-19 04:54:00,2024-08-19 09:40:28,1
TRIP-006158,LOAD-006214,DRV-012,TRK-029,444.9,59.88,7.43,2025-08-08 07:18:00,2025-08-08 15:58:37,0
TRIP-006159,LOAD-006215,DRV-008,TRK-015,121.6,18.79,6.47,2026-05-16 09:19:00,2026-05-16 11:39:14,1
TRIP-006160,LOAD-006216,DRV-031,TRK-006,53.0,7.86,6.74,2024-09-25 07:48:00,2024-09-25 08:49:40,1
TRIP-006161,LOAD-006217,DRV-029,TRK-001,51.5,7.56,6.81,2026-04-01 04:16:00,2026-04-01 05:17:00,1
TRIP-006162,LOAD-006218,DRV-030,TRK-038,283.5,40.79,6.95,2024-11-21 04:27:00,2024-11-21 10:03:21,1
TRIP-006163,LOAD-006219,DRV-051,TRK-031,294.9,46.59,6.33,2024-12-26 09:53:00,2024-12-26 15:32:43,1
TRIP-006164,LOAD-006220,DRV-015,TRK-009,67.8,9.3,7.29,2024-07-08 07:13:00,2024-07-08 08:30:51,1
TRIP-006165,LOAD-006221,DRV-033,TRK-025,124.8,17.26,7.23,2025-01-06 05:43:00,2025-01-06 08:11:41,1
TRIP-006166,LOAD-006222,DRV-049,TRK-014,53.0,10.93,4.85,2025-04-23 09:11:00,2025-04-23 10:09:37,1
TRIP-006167,LOAD-006223,DRV-020,TRK-005,297.1,44.54,6.67,2024-09-15 05:45:00,2024-09-15 11:07:47,1
TRIP-006168,LOAD-006224,DRV-023,TRK-030,264.7,36.46,7.26,2024-12-27 08:48:00,2024-12-27 13:48:22,1
TRIP-006169,LOAD-006225,DRV-020,TRK-016,70.5,10.13,6.96,2024-07-15 05:37:00,2024-07-15 07:03:35,1
TRIP-006170,LOAD-006226,DRV-033,TRK-009,256.2,36.29,7.06,2025-09-08 08:20:00,2025-09-08 13:31:37,1
TRIP-006171,LOAD-006227,DRV-004,TRK-019,430.7,68.15,6.32,2025-09-22 09:00:00,2025-09-22 17:47:53,1
TRIP-006172,LOAD-006228,DRV-008,TRK-037,70.0,9.4,7.45,2025-04-19 05:10:00,2025-04-19 06:29:42,1
TRIP-006173,LOAD-006229,DRV-005,TRK-008,283.5,41.15,6.89,2024-12-06 05:36:00,2024-12-06 10:39:48,1
TRIP-006174,LOAD-006230,DRV-034,TRK-008,293.9,43.16,6.81,2025-11-08 08:15:00,2025-11-08 13:45:46,1
TRIP-006175,LOAD-006231,DRV-002,TRK-033,67.8,9.09,7.46,2024-07-11 07:25:00,2024-07-11 08:41:14,1
TRIP-006176,LOAD-006232,DRV-013,TRK-025,70.1,10.23,6.85,2024-12-25 07:11:00,2024-12-25 08:31:34,1
TRIP-006177,LOAD-006233,DRV-028,TRK-010,69.3,10.98,6.31,2024-10-05 09:47:00,2024-10-05 11:06:47,0
TRIP-006178,LOAD-006234,DRV-014,TRK-017,261.1,36.72,7.11,2025-12-12 04:34:00,2025-12-12 09:43:22,1
TRIP-006179,LOAD-006235,DRV-036,TRK-038,51.0,7.72,6.61,2025-05-11 05:05:00,2025-05-11 06:08:13,1
TRIP-006180,LOAD-006236,DRV-026,TRK-037,53.2,7.67,6.94,2025-04-20 08:29:00,2025-04-20 09:28:59,1
TRIP-006181,LOAD-006237,DRV-039,TRK-016,296.0,41.69,7.1,2024-12-10 04:13:00,2024-12-10 09:39:54,1
TRIP-006182,LOAD-006238,DRV-007,TRK-012,437.7,65.52,6.68,2026-06-03 05:12:00,2026-06-03 13:40:33,1
TRIP-006183,LOAD-006239,DRV-038,TRK-003,260.8,39.64,6.58,2025-04-23 04:38:00,2025-04-23 09:56:04,1
TRIP-006184,LOAD-006240,DRV-035,TRK-010,51.7,7.06,7.32,2025-09-16 05:09:00,2025-09-16 06:06:45,1
TRIP-006185,LOAD-006241,DRV-031,TRK-036,441.9,68.83,6.42,2026-01-29 04:55:00,2026-01-29 13:42:59,1
TRIP-006186,LOAD-006242,DRV-011,TRK-027,67.0,10.52,6.37,2025-04-25 09:54:00,2025-04-25 11:13:43,1
TRIP-006187,LOAD-006243,DRV-023,TRK-005,257.7,36.35,7.09,2025-03-06 09:53:00,2025-03-06 14:29:57,1
TRIP-006188,LOAD-006244,DRV-007,TRK-038,266.6,37.44,7.12,2026-01-22 09:07:00,2026-01-22 13:54:16,1
TRIP-006189,LOAD-006245,DRV-028,TRK-021,260.0,35.09,7.41,2024-07-18 09:57:00,2024-07-18 14:45:56,1
TRIP-006190,LOAD-006246,DRV-027,TRK-015,257.1,38.95,6.6,2025-08-29 06:35:00,2025-08-29 11:27:03,1
TRIP-006191,LOAD-006247,DRV-033,TRK-022,126.2,17.9,7.05,2025-05-25 05:59:00,2025-05-25 08:28:26,1
TRIP-006192,LOAD-006248,DRV-031,TRK-018,69.2,9.69,7.14,2024-11-03 09:44:00,2024-11-03 11:06:48,1
TRIP-006193,LOAD-006249,DRV-033,TRK-027,52.0,7.08,7.34,2025-06-24 05:59:00,2025-06-24 06:59:18,1
