load_id,customer_id,route_id,load_date,freight_type,weight_lbs,revenue,fuel_surcharge,load_status
LOAD-002913,CUST-006,AMA-OKC-VAN,2024-08-17,dry_van,33064,635.21,83.78,delivered
LOAD-002914,CUST-001,AMA-OKC-BACKHAUL,2026-03-20,refrigerated,44219,516.11,128.93,delivered
LOAD-002915,CUST-002,AMA-LUB-VAN,2026-03-27,refrigerated,40304,328.55,38.13,delivered
LOAD-002916,CUST-005,PLV-AMA-AG,2026-06-24,dry_bulk_ag,28543,202.73,33.32,delivered
LOAD-002917,CUST-001,AMA-LUB-VAN,2024-12-29,refrigerated,35096,318.42,60.64,delivered
LOAD-002918,CUST-001,AMA-OKC-BACKHAUL,2026-05-05,refrigerated,44111,471.24,111.97,delivered
LOAD-002919,CUST-003,PLV-AMA-AG,2026-05-18,dry_bulk_ag,29144,198.89,33.05,delivered
LOAD-002920,CUST-005,PLV-AMA-AG,2025-11-15,dry_bulk_ag,32406,199.78,24.55,delivered
LOAD-002921,CUST-001,AMA-OKC-BACKHAUL,2026-01-17,refrigerated,37093,520.32,128.41,delivered
LOAD-002922,CUST-002,LUB-ABQ-VAN,2026-05-08,refrigerated,32519,660.28,142.28,delivered
LOAD-002923,CUST-002,AMA-LUB-VAN,2025-04-01,refrigerated,30199,320.54,59.53,delivered
LOAD-002924,CUST-002,LUB-ABQ-VAN,2025-11-29,refrigerated,32897,676.94,144.84,delivered
LOAD-002925,CUST-005,PLV-AMA-AG,2025-12-04,dry_bulk_ag,37377,203.34,30.8,delivered
LOAD-002926,CUST-002,LUB-ABQ-VAN,2025-08-29,refrigerated,32029,712.63,115.3,delivered
LOAD-002927,CUST-001,AMA-OKC-BACKHAUL,2025-01-13,refrigerated,30631,517.66,135.98,delivered
LOAD-002928,CUST-002,LUB-ABQ-VAN,2025-09-05,refrigerated,28554,693.11,137.74,delivered
LOAD-002929,CUST-005,PLV-AMA-AG,2025-02-16,dry_bulk_ag,35296,192.66,31.14,delivered
LOAD-002930,CUST-002,AMA-LUB-VAN,2025-10-25,refrigerated,29439,328.26,50.68,delivered
LOAD-002931,CUST-004,DEN-AMA-BACKHAUL,2024-09-13,refrigerated,34973,830.48,136.94,delivered
LOAD-002932,CUST-006,AMA-OKC-BACKHAUL,2025-07-15,dry_van,39734,520.78,108.05,delivered
LOAD-002933,CUST-004,DEN-AMA-BACKHAUL,2025-11-13,refrigerated,36793,804.21,162.86,delivered
LOAD-002934,CUST-002,AMA-LUB-VAN,2026-05-17,refrigerated,42449,305.89,67.4,delivered
LOAD-002935,CUST-006,AMA-OKC-VAN,2026-06-18,dry_van,32220,647.09,127.89,delivered
LOAD-002936,CUST-003,PLV-AMA-AG,2026-05-13,dry_bulk_ag,36234,195.13,19.99,delivered
LOAD-002937,CUST-004,DEN-AMA-BACKHAUL,2025-10-07,refrigerated,33122,798.74,148.18,delivered
LOAD-002938,CUST-001,AMA-LUB-VAN,2025-02-03,refrigerated,30787,308.84,66.54,delivered
LOAD-002939,CUST-005,AMA-HFD-AG,2025-04-24,dry_bulk_ag,41542,158.71,14.84,delivered
LOAD-002940,CUST-001,AMA-LUB-VAN,2024-08-01,refrigerated,32777,313.56,61.01,delivered
LOAD-002941,CUST-001,AMA-OKC-VAN,2025-01-07,refrigerated,38775,577.22,118.49,delivered
LOAD-002942,CUST-003,AMA-HFD-AG,2024-08-03,dry_bulk_ag,31999,165.38,15.71,delivered
LOAD-002943,CUST-004,AMA-DEN-REEFER,2025-03-01,refrigerated,40267,886.93,171.94,delivered
LOAD-002944,CUST-006,AMA-OKC-VAN,2025-01-10,dry_van,30814,644.38,96.57,delivered
LOAD-002945,CUST-004,AMA-DEN-REEFER,2026-01-23,refrigerated,42863,886.65,207.36,delivered
LOAD-002946,CUST-002,AMA-LUB-VAN,2025-07-20,refrigerated,44382,322.8,55.35,delivered
LOAD-002947,CUST-003,PLV-AMA-AG,2025-04-29,dry_bulk_ag,34196,193.93,21.42,delivered
LOAD-002948,CUST-003,PLV-AMA-AG,2025-06-06,dry_bulk_ag,30616,192.99,21.35,delivered
LOAD-002949,CUST-002,AMA-LUB-VAN,2024-07-22,refrigerated,41833,306.78,45.88,delivered
LOAD-002950,CUST-005,PLV-AMA-AG,2024-07-14,dry_bulk_ag,41529,210.16,26.04,delivered
LOAD-002951,CUST-006,AMA-OKC-BACKHAUL,2026-06-30,dry_van,39340,512.97,88.48,delivered
LOAD-002952,CUST-002,AMA-LUB-VAN,2026-06-06,refrigerated,41520,319.77,39.48,delivered
LOAD-002953,CUST-003,PLV-AMA-AG,2025-11-04,dry_bulk_ag,43642,191.85,26.52,delivered
LOAD-002954,CUST-005,AMA-HFD-AG,2026-01-27,dry_bulk_ag,30184,160.98,20.45,delivered
LOAD-002955,CUST-001,AMA-OKC-BACKHAUL,2024-12-27,refrigerated,44898,475.59,126.06,delivered
LOAD-002956,CUST-005,AMA-HFD-AG,2025-07-19,dry_bulk_ag,39719,152.61,20.14,delivered
LOAD-002957,CUST-004,AMA-DEN-REEFER,2024-11-01,refrigerated,36616,912.14,187.06,delivered
LOAD-002958,CUST-002,AMA-LUB-VAN,2024-09-10,refrigerated,41772,297.25,46.0,delivered
LOAD-002959,CUST-003,AMA-HFD-AG,2024-08-07,dry_bulk_ag,36776,156.6,22.39,delivered
LOAD-002960,CUST-004,AMA-DEN-REEFER,2026-05-11,refrigerated,34849,928.24,138.67,delivered
LOAD-002961,CUST-003,AMA-HFD-AG,2025-11-20,dry_bulk_ag,37480,155.61,20.66,delivered
LOAD-002962,CUST-003,PLV-AMA-AG,2025-09-27,dry_bulk_ag,43702,194.82,35.84,delivered
LOAD-002963,CUST-001,AMA-OKC-VAN,2026-04-30,refrigerated,38075,581.26,143.03,delivered
LOAD-002964,CUST-001,AMA-LUB-VAN,2025-01-08,refrigerated,33185,296.83,57.93,delivered
LOAD-002965,CUST-002,LUB-ABQ-VAN,2025-04-17,refrigerated,30315,662.17,88.89,cancelled
LOAD-002966,CUST-001,AMA-LUB-VAN,2025-06-25,refrigerated,40691,327.32,51.66,delivered
LOAD-002967,CUST-004,DEN-AMA-BACKHAUL,2025-05-08,refrigerated,28043,885.94,141.7,delivered
LOAD-002968,CUST-002,LUB-ABQ-VAN,2024-09-04,refrigerated,32452,677.2,100.25,delivered
LOAD-002969,CUST-003,AMA-HFD-AG,2025-12-27,dry_bulk_ag,42461,155.65,26.47,delivered
LOAD-002970,CUST-002,LUB-ABQ-VAN,2025-10-02,refrigerated,37017,705.68,149.95,delivered
LOAD-002971,CUST-005,PLV-AMA-AG,2026-03-14,dry_bulk_ag,29721,199.24,32.44,delivered
LOAD-002972,CUST-001,AMA-LUB-VAN,2025-11-10,refrigerated,30688,295.4,60.52,delivered
LOAD-002973,CUST-003,PLV-AMA-AG,2024-08-03,dry_bulk_ag,41232,210.61,26.45,delivered
LOAD-002974,CUST-002,AMA-LUB-VAN,2025-08-03,refrigerated,38827,316.36,46.86,delivered
LOAD-002975,CUST-001,AMA-OKC-VAN,2024-09-04,refrigerated,30241,641.81,131.54,delivered
LOAD-002976,CUST-004,AMA-DEN-REEFER,2025-02-08,refrigerated,32676,945.28,220.32,delivered
LOAD-002977,CUST-003,AMA-HFD-AG,2024-12-28,dry_bulk_ag,36557,164.52,22.18,delivered
LOAD-002978,CUST-006,AMA-OKC-BACKHAUL,2026-03-18,dry_van,33073,497.18,97.09,delivered
LOAD-002979,CUST-004,AMA-DEN-REEFER,2024-12-01,refrigerated,33660,917.3,142.56,delivered
LOAD-002980,CUST-005,AMA-HFD-AG,2024-07-11,dry_bulk_ag,40309,153.82,22.49,delivered
LOAD-002981,CUST-004,DEN-AMA-BACKHAUL,2026-05-28,refrigerated,43758,892.2,181.01,delivered
LOAD-002982,CUST-001,AMA-OKC-VAN,2026-05-10,refrigerated,37427,592.04,142.77,delivered
LOAD-002983,CUST-001,AMA-OKC-VAN,2024-09-17,refrigerated,36177,584.73,137.29,delivered
LOAD-002984,CUST-004,AMA-DEN-REEFER,2025-04-25,refrigerated,39052,956.49,211.68,delivered
LOAD-002985,CUST-003,AMA-HFD-AG,2025-01-05,dry_bulk_ag,33449,161.0,17.29,delivered
LOAD-002986,CUST-002,AMA-LUB-VAN,2025-02-07,refrigerated,38551,296.17,54.49,delivered
LOAD-002987,CUST-003,AMA-HFD-AG,2024-08-10,dry_bulk_ag,29069,158.66,14.94,delivered
LOAD-002988,CUST-002,LUB-ABQ-VAN,2025-09-30,refrigerated,30979,657.19,120.42,delivered
LOAD-002989,CUST-003,AMA-HFD-AG,2024-12-22,dry_bulk_ag,33523,156.74,15.2,delivered
LOAD-002990,CUST-004,DEN-AMA-BACKHAUL,2024-11-21,refrigerated,34358,865.56,127.44,delivered
LOAD-002991,CUST-004,DEN-AMA-BACKHAUL,2025-08-18,refrigerated,35678,875.3,177.12,delivered
LOAD-002992,CUST-004,AMA-DEN-REEFER,2025-07-20,refrigerated,32330,955.51,152.06,delivered
LOAD-002993,CUST-005,PLV-AMA-AG,2025-11-12,dry_bulk_ag,37879,210.47,27.4,delivered
LOAD-002994,CUST-002,AMA-LUB-VAN,2026-01-08,refrigerated,32757,307.03,57.81,delivered
LOAD-002995,CUST-003,AMA-HFD-AG,2026-02-28,dry_bulk_ag,42432,158.46,25.14,delivered
LOAD-002996,CUST-002,AMA-LUB-VAN,2025-11-17,refrigerated,42335,329.14,36.53,delivered
LOAD-002997,CUST-002,AMA-LUB-VAN,2026-04-15,refrigerated,28776,322.24,51.17,delivered
LOAD-002998,CUST-006,AMA-OKC-BACKHAUL,2024-09-25,dry_van,44053,475.66,88.22,delivered
LOAD-002999,CUST-006,AMA-OKC-VAN,2026-01-13,dry_van,34069,635.36,100.75,delivered
LOAD-003000,CUST-005,PLV-AMA-AG,2024-09-04,dry_bulk_ag,38755,211.19,29.44,delivered
LOAD-003001,CUST-002,LUB-ABQ-VAN,2025-05-30,refrigerated,31541,650.74,111.04,delivered
LOAD-003002,CUST-002,LUB-ABQ-VAN,2025-02-23,refrigerated,34244,682.09,142.28,delivered
LOAD-003003,CUST-005,PLV-AMA-AG,2024-11-26,dry_bulk_ag,39645,212.36,28.7,delivered
LOAD-003004,CUST-005,AMA-HFD-AG,2025-09-20,dry_bulk_ag,33669,158.12,27.03,delivered
LOAD-003005,CUST-005,AMA-HFD-AG,2026-01-19,dry_bulk_ag,38014,157.84,25.7,delivered
LOAD-003006,CUST-006,AMA-OKC-BACKHAUL,2026-05-25,dry_van,30545,495.47,138.59,delivered
LOAD-003007,CUST-005,AMA-HFD-AG,2025-02-24,dry_bulk_ag,29207,157.11,26.27,delivered
LOAD-003008,CUST-001,AMA-OKC-BACKHAUL,2025-06-25,refrigerated,44708,476.42,138.07,delivered
LOAD-003009,CUST-002,AMA-LUB-VAN,2025-03-22,refrigerated,34552,324.06,49.94,delivered
LOAD-003010,CUST-004,DEN-AMA-BACKHAUL,2025-01-20,refrigerated,29222,838.0,122.69,delivered
LOAD-003011,CUST-002,LUB-ABQ-VAN,2025-09-14,refrigerated,41412,701.67,121.27,delivered
LOAD-003012,CUST-003,PLV-AMA-AG,2025-09-04,dry_bulk_ag,41059,199.33,20.33,delivered
LOAD-003013,CUST-002,LUB-ABQ-VAN,2025-04-06,refrigerated,35999,653.69,115.3,delivered
LOAD-003014,CUST-001,AMA-OKC-BACKHAUL,2025-02-17,refrigerated,28051,482.16,111.71,delivered
LOAD-003015,CUST-001,AMA-OKC-VAN,2025-12-31,refrigerated,42494,585.61,122.67,delivered
LOAD-003016,CUST-004,DEN-AMA-BACKHAUL,2024-11-02,refrigerated,31828,863.21,128.74,delivered
LOAD-003017,CUST-001,AMA-OKC-BACKHAUL,2025-01-23,refrigerated,39067,524.29,142.51,delivered
LOAD-003018,CUST-001,AMA-LUB-VAN,2025-11-25,refrigerated,40850,312.72,57.07,delivered
LOAD-003019,CUST-001,AMA-OKC-VAN,2026-05-09,refrigerated,28902,648.33,94.74,delivered
LOAD-003020,CUST-005,AMA-HFD-AG,2024-07-12,dry_bulk_ag,36723,163.29,22.59,delivered
LOAD-003021,CUST-006,AMA-OKC-BACKHAUL,2026-02-09,dry_van,37855,524.87,132.85,delivered
LOAD-003022,CUST-001,AMA-OKC-BACKHAUL,2025-05-13,refrigerated,42765,501.19,122.67,delivered
LOAD-003023,CUST-004,DEN-AMA-BACKHAUL,2025-02-18,refrigerated,41061,875.06,145.15,delivered
LOAD-003024,CUST-001,AMA-LUB-VAN,2025-07-01,refrigerated,43184,311.29,50.8,delivered
LOAD-003025,CUST-002,LUB-ABQ-VAN,2026-06-10,refrigerated,41675,659.73,113.88,delivered
LOAD-003026,CUST-001,AMA-OKC-VAN,2026-01-13,refrigerated,39891,600.06,99.7,delivered
LOAD-003027,CUST-002,LUB-ABQ-VAN,2025-10-15,refrigerated,30357,702.24,140.3,delivered
LOAD-003028,CUST-004,AMA-DEN-REEFER,2025-06-08,refrigerated,37753,879.13,231.98,delivered
LOAD-003029,CUST-003,AMA-HFD-AG,2026-04-09,dry_bulk_ag,31434,159.24,24.99,delivered
LOAD-003030,CUST-001,AMA-OKC-VAN,2026-04-03,refrigerated,43202,633.83,75.95,delivered
LOAD-003031,CUST-002,LUB-ABQ-VAN,2025-01-14,refrigerated,35434,657.41,85.2,delivered
LOAD-003032,CUST-005,PLV-AMA-AG,2024-07-11,dry_bulk_ag,38428,205.33,19.04,delivered
LOAD-003033,CUST-001,AMA-LUB-VAN,2025-06-30,refrigerated,38404,300.24,46.0,delivered
LOAD-003034,CUST-001,AMA-OKC-VAN,2025-11-01,refrigerated,34536,633.21,129.19,delivered
LOAD-003035,CUST-005,AMA-HFD-AG,2026-06-08,dry_bulk_ag,41219,155.34,17.44,delivered
LOAD-003036,CUST-002,LUB-ABQ-VAN,2025-12-11,refrigerated,35655,644.08,88.32,delivered
LOAD-003037,CUST-004,DEN-AMA-BACKHAUL,2025-08-28,refrigerated,38081,814.87,181.01,delivered
LOAD-003038,CUST-003,AMA-HFD-AG,2025-10-31,dry_bulk_ag,41294,150.61,20.66,delivered
LOAD-003039,CUST-006,AMA-OKC-VAN,2026-03-11,dry_van,35408,590.13,99.7,delivered
LOAD-003040,CUST-001,AMA-LUB-VAN,2025-04-23,refrigerated,36105,305.25,61.13,delivered
LOAD-003041,CUST-003,PLV-AMA-AG,2025-08-02,dry_bulk_ag,41975,202.08,31.35,delivered
LOAD-003042,CUST-004,AMA-DEN-REEFER,2024-09-10,refrigerated,39120,919.59,152.93,delivered
LOAD-003043,CUST-002,AMA-LUB-VAN,2026-06-04,refrigerated,36323,295.29,53.14,delivered
LOAD-003044,CUST-001,AMA-LUB-VAN,2026-01-19,refrigerated,29288,321.94,44.89,delivered
LOAD-003045,CUST-004,AMA-DEN-REEFER,2026-02-25,refrigerated,33643,886.94,233.71,delivered
LOAD-003046,CUST-002,LUB-ABQ-VAN,2025-10-01,refrigerated,43753,698.48,120.42,delivered
LOAD-003047,CUST-003,AMA-HFD-AG,2025-12-08,dry_bulk_ag,42620,167.53,17.19,delivered
LOAD-003048,CUST-003,AMA-HFD-AG,2026-03-09,dry_bulk_ag,32292,152.54,23.05,delivered
LOAD-003049,CUST-003,AMA-HFD-AG,2025-12-20,dry_bulk_ag,29793,162.61,14.53,delivered
LOAD-003050,CUST-003,PLV-AMA-AG,2026-03-27,dry_bulk_ag,44174,205.24,24.96,delivered
LOAD-003051,CUST-006,AMA-OKC-BACKHAUL,2024-07-21,dry_van,34954,468.13,95.0,delivered
LOAD-003052,CUST-001,AMA-LUB-VAN,2026-05-09,refrigerated,43158,314.23,37.02,delivered
LOAD-003053,CUST-002,AMA-LUB-VAN,2024-08-28,refrigerated,42379,303.3,62.36,delivered
LOAD-003054,CUST-004,DEN-AMA-BACKHAUL,2025-04-25,refrigerated,35336,867.13,147.31,delivered
LOAD-003055,CUST-004,AMA-DEN-REEFER,2025-01-26,refrigerated,38248,952.85,184.46,delivered
LOAD-003056,CUST-002,AMA-LUB-VAN,2025-04-16,refrigerated,33309,296.7,45.88,delivered
LOAD-003057,CUST-002,LUB-ABQ-VAN,2026-01-14,refrigerated,37078,649.82,110.19,delivered
LOAD-003058,CUST-002,LUB-ABQ-VAN,2025-01-09,refrigerated,34928,656.7,126.95,delivered
LOAD-003059,CUST-006,AMA-OKC-BACKHAUL,2024-09-20,dry_van,30814,484.85,101.27,delivered
LOAD-003060,CUST-005,AMA-HFD-AG,2025-04-04,dry_bulk_ag,43220,152.07,15.25,delivered
LOAD-003061,CUST-004,AMA-DEN-REEFER,2024-07-18,refrigerated,38255,888.17,179.28,delivered
LOAD-003062,CUST-001,AMA-OKC-VAN,2025-10-13,refrigerated,28597,611.19,126.85,delivered
LOAD-003063,CUST-002,LUB-ABQ-VAN,2026-06-26,refrigerated,36635,642.46,148.82,delivered
LOAD-003064,CUST-006,AMA-OKC-BACKHAUL,2025-11-08,dry_van,29147,480.42,120.84,delivered
LOAD-003065,CUST-003,AMA-HFD-AG,2025-03-13,dry_bulk_ag,30639,158.79,24.63,delivered
LOAD-003066,CUST-001,AMA-OKC-BACKHAUL,2025-01-23,refrigerated,43433,516.16,76.73,delivered
LOAD-003067,CUST-002,AMA-LUB-VAN,2025-04-29,refrigerated,38135,304.08,43.3,delivered
LOAD-003068,CUST-003,AMA-HFD-AG,2025-09-20,dry_bulk_ag,37102,152.67,19.94,delivered
LOAD-003069,CUST-004,AMA-DEN-REEFER,2025-06-05,refrigerated,32029,917.09,188.78,delivered
LOAD-003070,CUST-001,AMA-LUB-VAN,2025-09-22,refrigerated,36108,325.0,36.16,delivered
LOAD-003071,CUST-002,AMA-LUB-VAN,2025-04-14,refrigerated,30563,309.52,34.81,delivered
LOAD-003072,CUST-003,PLV-AMA-AG,2025-05-20,dry_bulk_ag,37248,198.69,23.66,delivered
LOAD-003073,CUST-003,AMA-HFD-AG,2025-11-09,dry_bulk_ag,36150,154.64,18.61,delivered
LOAD-003074,CUST-005,AMA-HFD-AG,2025-11-14,dry_bulk_ag,39058,163.98,26.01,delivered
LOAD-003075,CUST-002,AMA-LUB-VAN,2024-07-14,refrigerated,39111,316.13,47.72,delivered
LOAD-003076,CUST-004,AMA-DEN-REEFER,2025-05-29,refrigerated,35480,890.26,137.38,delivered
LOAD-003077,CUST-006,AMA-OKC-VAN,2025-03-23,dry_van,35754,606.77,105.71,delivered
LOAD-003078,CUST-005,PLV-AMA-AG,2025-02-07,dry_bulk_ag,43934,197.06,33.05,delivered
LOAD-003079,CUST-005,AMA-HFD-AG,2026-06-16,dry_bulk_ag,32801,150.93,14.94,delivered
LOAD-003080,CUST-004,DEN-AMA-BACKHAUL,2025-08-12,refrigerated,43611,850.11,140.83,delivered
LOAD-003081,CUST-004,DEN-AMA-BACKHAUL,2026-02-22,refrigerated,32997,797.45,137.38,delivered
LOAD-003082,CUST-004,DEN-AMA-BACKHAUL,2025-11-18,refrigerated,28120,798.19,217.73,delivered
LOAD-003083,CUST-002,AMA-LUB-VAN,2024-09-07,refrigerated,32407,329.8,40.22,delivered
LOAD-003084,CUST-005,PLV-AMA-AG,2025-11-29,dry_bulk_ag,32332,209.94,20.47,delivered
LOAD-003085,CUST-002,AMA-LUB-VAN,2025-05-13,refrigerated,43943,324.38,36.41,delivered
LOAD-003086,CUST-002,AMA-LUB-VAN,2024-12-30,refrigerated,43061,299.73,59.66,delivered
LOAD-003087,CUST-002,LUB-ABQ-VAN,2024-08-25,refrigerated,41336,710.14,113.88,delivered
LOAD-003088,CUST-003,PLV-AMA-AG,2025-10-21,dry_bulk_ag,30260,206.99,34.34,delivered
LOAD-003089,CUST-004,AMA-DEN-REEFER,2026-04-29,refrigerated,40622,882.31,184.03,delivered
LOAD-003090,CUST-004,DEN-AMA-BACKHAUL,2025-09-08,refrigerated,31163,874.79,143.86,delivered
LOAD-003091,CUST-004,AMA-DEN-REEFER,2024-12-21,refrigerated,36309,880.7,163.3,delivered
LOAD-003092,CUST-003,PLV-AMA-AG,2026-02-12,dry_bulk_ag,37312,196.93,32.91,delivered
LOAD-003093,CUST-002,AMA-LUB-VAN,2025-09-12,refrigerated,30859,317.4,35.3,delivered
LOAD-003094,CUST-002,AMA-LUB-VAN,2025-11-27,refrigerated,34631,319.77,59.53,delivered
LOAD-003095,CUST-005,PLV-AMA-AG,2025-11-04,dry_bulk_ag,44669,199.93,19.72,delivered
LOAD-003096,CUST-002,LUB-ABQ-VAN,2026-03-18,refrigerated,43593,695.75,124.68,delivered
LOAD-003097,CUST-004,AMA-DEN-REEFER,2026-01-12,refrigerated,35212,896.37,235.87,delivered
LOAD-003098,CUST-002,LUB-ABQ-VAN,2026-05-27,refrigerated,34170,720.29,82.08,delivered
LOAD-003099,CUST-006,AMA-OKC-BACKHAUL,2026-05-05,dry_van,31967,489.77,115.36,delivered
LOAD-003100,CUST-003,AMA-HFD-AG,2024-12-20,dry_bulk_ag,44694,152.14,23.36,delivered
LOAD-003101,CUST-003,AMA-HFD-AG,2025-01-01,dry_bulk_ag,44943,160.8,26.72,delivered
LOAD-003102,CUST-004,AMA-DEN-REEFER,2025-03-30,refrigerated,37631,979.03,215.57,delivered
LOAD-003103,CUST-003,AMA-HFD-AG,2026-06-10,dry_bulk_ag,43236,152.29,17.65,delivered
LOAD-003104,CUST-004,AMA-DEN-REEFER,2026-04-25,refrigerated,35805,937.33,176.69,delivered
LOAD-003105,CUST-001,AMA-OKC-VAN,2024-10-08,refrigerated,33777,623.93,112.75,delivered
LOAD-003106,CUST-004,DEN-AMA-BACKHAUL,2025-03-06,refrigerated,43729,833.8,165.46,delivered
LOAD-003107,CUST-001,AMA-OKC-VAN,2025-10-01,refrigerated,32618,637.0,133.63,delivered
LOAD-003108,CUST-003,PLV-AMA-AG,2025-12-29,dry_bulk_ag,28051,198.98,25.64,delivered
LOAD-003109,CUST-001,AMA-OKC-BACKHAUL,2025-10-04,refrigerated,40885,499.99,77.78,delivered
LOAD-003110,CUST-004,AMA-DEN-REEFER,2025-12-13,refrigerated,29370,903.24,187.49,delivered
LOAD-003111,CUST-004,AMA-DEN-REEFER,2025-05-15,refrigerated,28508,947.91,146.02,delivered
LOAD-003112,CUST-004,DEN-AMA-BACKHAUL,2025-10-23,refrigerated,40948,822.03,176.26,delivered
LOAD-003113,CUST-001,AMA-OKC-VAN,2024-08-18,refrigerated,43598,616.66,87.44,delivered
LOAD-003114,CUST-005,AMA-HFD-AG,2025-10-28,dry_bulk_ag,40409,165.95,15.35,delivered
LOAD-003115,CUST-005,PLV-AMA-AG,2026-06-14,dry_bulk_ag,37633,208.02,35.5,delivered
LOAD-003116,CUST-004,AMA-DEN-REEFER,2024-12-08,refrigerated,42381,957.66,123.98,delivered
LOAD-003117,CUST-006,AMA-OKC-BACKHAUL,2025-09-28,dry_van,44222,517.67,98.4,delivered
LOAD-003118,CUST-004,AMA-DEN-REEFER,2025-04-09,refrigerated,44362,918.57,168.48,delivered
LOAD-003119,CUST-004,DEN-AMA-BACKHAUL,2024-12-04,refrigerated,36455,888.93,223.34,delivered
LOAD-003120,CUST-002,LUB-ABQ-VAN,2025-08-22,refrigerated,38708,667.15,133.76,delivered
LOAD-003121,CUST-003,AMA-HFD-AG,2025-05-21,dry_bulk_ag,40287,161.28,15.66,delivered
LOAD-003122,CUST-001,AMA-OKC-VAN,2025-09-25,refrigerated,38954,598.14,113.8,delivered
LOAD-003123,CUST-004,DEN-AMA-BACKHAUL,2025-09-11,refrigerated,38585,831.3,144.72,delivered
LOAD-003124,CUST-001,AMA-LUB-VAN,2025-12-21,refrigerated,34808,326.86,53.38,delivered
LOAD-003125,CUST-001,AMA-OKC-BACKHAUL,2026-02-13,refrigerated,33506,494.94,121.63,delivered
LOAD-003126,CUST-004,AMA-DEN-REEFER,2025-04-03,refrigerated,44698,929.98,142.56,delivered
LOAD-003127,CUST-004,DEN-AMA-BACKHAUL,2025-03-04,refrigerated,33392,856.75,152.5,delivered
LOAD-003128,CUST-006,AMA-OKC-VAN,2025-06-28,dry_van,32368,609.75,89.52,delivered
LOAD-003129,CUST-001,AMA-OKC-BACKHAUL,2025-05-30,refrigerated,37178,507.98,96.05,delivered
LOAD-003130,CUST-002,LUB-ABQ-VAN,2026-02-10,refrigerated,42616,691.51,154.78,delivered
LOAD-003131,CUST-001,AMA-OKC-VAN,2025-07-24,refrigerated,42122,649.09,78.3,delivered
LOAD-003132,CUST-006,AMA-OKC-BACKHAUL,2025-04-24,dry_van,42843,493.02,78.82,delivered
LOAD-003133,CUST-005,PLV-AMA-AG,2026-02-04,dry_bulk_ag,44957,205.06,34.54,delivered
LOAD-003134,CUST-003,AMA-HFD-AG,2025-07-20,dry_bulk_ag,29511,157.47,19.94,delivered
LOAD-003135,CUST-006,AMA-OKC-BACKHAUL,2025-01-31,dry_van,29311,473.81,139.11,delivered
LOAD-003136,CUST-002,AMA-LUB-VAN,2026-02-25,refrigerated,44376,322.29,65.44,delivered
LOAD-003137,CUST-003,AMA-HFD-AG,2025-01-11,dry_bulk_ag,29687,165.43,27.13,delivered
LOAD-003138,CUST-002,AMA-LUB-VAN,2025-04-15,refrigerated,29898,303.86,60.64,delivered
LOAD-003139,CUST-001,AMA-OKC-VAN,2025-03-22,refrigerated,36140,643.06,131.81,delivered
LOAD-003140,CUST-002,AMA-LUB-VAN,2025-11-19,refrigerated,41604,320.97,39.98,delivered
LOAD-003141,CUST-003,AMA-HFD-AG,2025-10-03,dry_bulk_ag,40737,152.32,20.3,delivered
LOAD-003142,CUST-005,PLV-AMA-AG,2025-05-08,dry_bulk_ag,32051,209.22,37.4,delivered
LOAD-003143,CUST-004,AMA-DEN-REEFER,2025-04-18,refrigerated,43862,896.04,201.74,delivered
LOAD-003144,CUST-001,AMA-LUB-VAN,2025-03-25,refrigerated,28239,296.66,54.49,delivered
LOAD-003145,CUST-002,AMA-LUB-VAN,2026-04-16,refrigerated,35324,307.06,47.48,delivered
LOAD-003146,CUST-004,AMA-DEN-REEFER,2024-08-02,refrigerated,40560,969.71,147.74,delivered
LOAD-003147,CUST-004,DEN-AMA-BACKHAUL,2025-07-25,refrigerated,44242,876.32,204.34,delivered
LOAD-003148,CUST-002,LUB-ABQ-VAN,2025-05-02,refrigerated,37719,662.75,110.19,delivered
LOAD-003149,CUST-006,AMA-OKC-VAN,2026-04-11,dry_van,41778,609.54,100.48,delivered
LOAD-003150,CUST-005,AMA-HFD-AG,2026-03-15,dry_bulk_ag,36160,152.16,21.16,delivered
LOAD-003151,CUST-003,AMA-HFD-AG,2025-11-17,dry_bulk_ag,33814,160.93,15.04,delivered
LOAD-003152,CUST-004,DEN-AMA-BACKHAUL,2026-05-08,refrigerated,43065,813.16,167.62,delivered
LOAD-003153,CUST-002,AMA-LUB-VAN,2026-01-23,refrigerated,39067,311.53,55.84,delivered
LOAD-003154,CUST-004,AMA-DEN-REEFER,2026-03-19,refrigerated,29925,936.85,191.81,delivered
LOAD-003155,CUST-005,AMA-HFD-AG,2025-02-13,dry_bulk_ag,44832,164.97,22.39,delivered
LOAD-003156,CUST-003,PLV-AMA-AG,2025-03-14,dry_bulk_ag,28046,193.8,31.08,delivered
LOAD-003157,CUST-002,LUB-ABQ-VAN,2025-08-01,refrigerated,44694,722.33,116.72,delivered
LOAD-003158,CUST-002,AMA-LUB-VAN,2024-07-09,refrigerated,41013,320.56,47.85,delivered
LOAD-003159,CUST-006,AMA-OKC-VAN,2025-07-03,dry_van,40182,612.63,123.19,delivered
LOAD-003160,CUST-005,AMA-HFD-AG,2024-07-20,dry_bulk_ag,31493,162.37,16.37,delivered
LOAD-003161,CUST-002,LUB-ABQ-VAN,2025-12-10,refrigerated,28882,704.02,133.76,delivered
LOAD-003162,CUST-002,AMA-LUB-VAN,2025-10-09,refrigerated,32391,327.48,54.0,delivered
