event_id,load_id,trip_id,facility_type,scheduled_time,actual_time,detention_minutes,on_time
EVT-006855,LOAD-003464,TRIP-003428,shipper,2024-10-27 05:55:00,2024-10-27 06:04:00,8,1
EVT-006856,LOAD-003464,TRIP-003428,consignee,2024-10-27 13:51:55,2024-10-27 13:56:55,5,1
EVT-006857,LOAD-003465,TRIP-003429,shipper,2025-12-18 08:13:00,2025-12-18 08:22:00,9,1
EVT-006858,LOAD-003465,TRIP-003429,consignee,2025-12-18 13:28:24,2025-12-18 13:44:24,11,1
EVT-006859,LOAD-003466,TRIP-003430,shipper,2025-06-06 04:38:00,2025-06-06 05:01:00,21,0
EVT-006860,LOAD-003466,TRIP-003430,consignee,2025-06-06 13:12:15,2025-06-06 13:25:15,6,1
EVT-006861,LOAD-003467,TRIP-003431,shipper,2026-06-11 08:11:00,2026-06-11 08:23:00,12,1
EVT-006862,LOAD-003467,TRIP-003431,consignee,2026-06-11 13:22:36,2026-06-11 13:33:36,14,1
EVT-006863,LOAD-003468,TRIP-003432,shipper,2025-01-18 06:22:00,2025-01-18 06:48:00,22,0
EVT-006864,LOAD-003468,TRIP-003432,consignee,2025-01-18 07:46:36,2025-01-18 08:00:36,7,1
EVT-006865,LOAD-003469,TRIP-003433,shipper,2025-04-01 08:04:00,2025-04-01 08:22:00,13,1
EVT-006866,LOAD-003469,TRIP-003433,consignee,2025-04-01 12:47:55,2025-04-01 13:03:55,11,1
EVT-006867,LOAD-003470,TRIP-003434,shipper,2026-01-13 05:19:00,2026-01-13 05:33:00,12,1
EVT-006868,LOAD-003470,TRIP-003434,consignee,2026-01-13 05:58:52,2026-01-13 06:14:52,9,1
EVT-006869,LOAD-003471,TRIP-003435,shipper,2025-07-16 07:28:00,2025-07-16 07:34:00,8,1
EVT-006870,LOAD-003471,TRIP-003435,consignee,2025-07-16 08:42:32,2025-07-16 09:00:32,12,1
EVT-006871,LOAD-003472,TRIP-003436,shipper,2025-05-16 04:35:00,2025-05-16 04:49:00,13,1
EVT-006872,LOAD-003472,TRIP-003436,consignee,2025-05-16 13:26:30,2025-05-16 13:41:30,10,1
EVT-006873,LOAD-003473,TRIP-003437,shipper,2026-06-27 09:34:00,2026-06-27 09:58:00,21,0
EVT-006874,LOAD-003473,TRIP-003437,consignee,2026-06-27 10:18:03,2026-06-27 10:34:03,9,1
EVT-006875,LOAD-003474,TRIP-003438,shipper,2026-04-29 08:02:00,2026-04-29 08:25:00,15,1
EVT-006876,LOAD-003474,TRIP-003438,consignee,2026-04-29 09:14:33,2026-04-29 09:35:33,14,1
EVT-006877,LOAD-003475,TRIP-003439,shipper,2026-05-28 08:25:00,2026-05-28 08:42:00,12,1
EVT-006878,LOAD-003475,TRIP-003439,consignee,2026-05-28 13:26:21,2026-05-28 13:39:21,7,1
EVT-006879,LOAD-003476,TRIP-003440,shipper,2026-01-28 05:43:00,2026-01-28 05:53:00,12,1
EVT-006880,LOAD-003476,TRIP-003440,consignee,2026-01-28 07:25:44,2026-01-28 07:48:44,17,1
EVT-006881,LOAD-003477,TRIP-003441,shipper,2025-10-29 05:33:00,2025-10-29 05:44:00,12,1
EVT-006882,LOAD-003477,TRIP-003441,consignee,2025-10-29 07:16:29,2025-10-29 07:22:29,4,1
EVT-006883,LOAD-003478,TRIP-003442,shipper,2025-03-25 06:47:00,2025-03-25 07:33:00,42,0
EVT-006884,LOAD-003478,TRIP-003442,consignee,2025-03-25 09:17:57,2025-03-25 09:48:57,32,0
EVT-006885,LOAD-003479,TRIP-003443,shipper,2024-10-25 08:15:00,2024-10-25 09:12:00,52,0
EVT-006886,LOAD-003479,TRIP-003443,consignee,2024-10-25 13:27:33,2024-10-25 14:04:33,39,0
EVT-006887,LOAD-003480,TRIP-003444,shipper,2025-07-27 07:08:00,2025-07-27 07:17:00,7,1
EVT-006888,LOAD-003480,TRIP-003444,consignee,2025-07-27 15:14:35,2025-07-27 15:32:35,16,1
EVT-006889,LOAD-003481,TRIP-003445,shipper,2024-07-27 08:58:00,2024-07-27 09:34:00,38,0
EVT-006890,LOAD-003481,TRIP-003445,consignee,2024-07-27 14:45:04,2024-07-27 15:32:04,44,0
EVT-006891,LOAD-003482,TRIP-003446,shipper,2025-02-09 06:53:00,2025-02-09 07:50:00,54,0
EVT-006892,LOAD-003482,TRIP-003446,consignee,2025-02-09 09:17:20,2025-02-09 10:03:20,45,0
EVT-006893,LOAD-003483,TRIP-003447,shipper,2025-02-12 03:41:00,2025-02-12 03:51:00,5,1
EVT-006894,LOAD-003483,TRIP-003447,consignee,2025-02-12 05:02:31,2025-02-12 05:29:31,24,0
EVT-006895,LOAD-003484,TRIP-003448,shipper,2025-03-01 09:15:00,2025-03-01 09:26:00,14,1
EVT-006896,LOAD-003484,TRIP-003448,consignee,2025-03-01 17:43:27,2025-03-01 17:56:27,16,1
EVT-006897,LOAD-003485,TRIP-003449,shipper,2026-02-05 04:49:00,2026-02-05 05:22:00,34,0
EVT-006898,LOAD-003485,TRIP-003449,consignee,2026-02-05 06:59:50,2026-02-05 08:00:50,56,0
EVT-006899,LOAD-003486,TRIP-003450,shipper,2026-04-09 05:10:00,2026-04-09 05:20:00,12,1
EVT-006900,LOAD-003486,TRIP-003450,consignee,2026-04-09 10:03:15,2026-04-09 10:19:15,14,1
EVT-006901,LOAD-003487,TRIP-003451,shipper,2024-09-29 08:00:00,2024-09-29 08:22:00,19,1
EVT-006902,LOAD-003487,TRIP-003451,consignee,2024-09-29 08:46:07,2024-09-29 09:00:07,9,1
EVT-006903,LOAD-003488,TRIP-003452,shipper,2026-06-10 09:13:00,2026-06-10 10:15:00,65,0
EVT-006904,LOAD-003488,TRIP-003452,consignee,2026-06-10 11:19:49,2026-06-10 12:01:49,42,0
EVT-006905,LOAD-003489,TRIP-003453,shipper,2025-04-19 04:34:00,2025-04-19 04:58:00,19,1
EVT-006906,LOAD-003489,TRIP-003453,consignee,2025-04-19 05:41:46,2025-04-19 05:50:46,10,1
EVT-006907,LOAD-003490,TRIP-003454,shipper,2025-12-17 05:18:00,2025-12-17 05:33:00,7,1
EVT-006908,LOAD-003490,TRIP-003454,consignee,2025-12-17 06:14:27,2025-12-17 06:37:27,15,1
EVT-006909,LOAD-003491,TRIP-003455,shipper,2025-09-09 09:45:00,2025-09-09 09:58:00,8,1
EVT-006910,LOAD-003491,TRIP-003455,consignee,2025-09-09 14:16:58,2025-09-09 14:32:58,8,1
EVT-006911,LOAD-003492,TRIP-003456,shipper,2025-08-23 09:08:00,2025-08-23 09:19:00,7,1
EVT-006912,LOAD-003492,TRIP-003456,consignee,2025-08-23 10:39:01,2025-08-23 10:49:01,10,1
EVT-006913,LOAD-003493,TRIP-003457,shipper,2025-04-24 05:47:00,2025-04-24 06:18:00,31,0
EVT-006914,LOAD-003493,TRIP-003457,consignee,2025-04-24 11:52:23,2025-04-24 12:25:23,32,0
EVT-006915,LOAD-003494,TRIP-003458,shipper,2025-02-17 07:57:00,2025-02-17 08:32:00,31,0
EVT-006916,LOAD-003494,TRIP-003458,consignee,2025-02-17 10:07:47,2025-02-17 10:50:47,41,0
EVT-006917,LOAD-003495,TRIP-003459,shipper,2025-06-10 04:09:00,2025-06-10 04:21:00,12,1
EVT-006918,LOAD-003495,TRIP-003459,consignee,2025-06-10 09:34:03,2025-06-10 09:48:03,12,1
EVT-006919,LOAD-003496,TRIP-003460,shipper,2025-09-26 06:34:00,2025-09-26 07:23:00,47,0
EVT-006920,LOAD-003496,TRIP-003460,consignee,2025-09-26 12:15:38,2025-09-26 12:56:38,41,0
EVT-006921,LOAD-003497,TRIP-003461,shipper,2025-06-27 04:30:00,2025-06-27 04:50:00,12,1
EVT-006922,LOAD-003497,TRIP-003461,consignee,2025-06-27 09:23:01,2025-06-27 09:48:01,20,1
EVT-006923,LOAD-003498,TRIP-003462,shipper,2025-05-04 03:55:00,2025-05-04 04:04:00,11,1
EVT-006924,LOAD-003498,TRIP-003462,consignee,2025-05-04 12:15:12,2025-05-04 12:28:12,11,1
EVT-006925,LOAD-003499,TRIP-003463,shipper,2024-12-24 04:02:00,2024-12-24 04:13:00,10,1
EVT-006926,LOAD-003499,TRIP-003463,consignee,2024-12-24 09:22:56,2024-12-24 09:28:56,9,1
EVT-006927,LOAD-003500,TRIP-003464,shipper,2025-12-05 04:13:00,2025-12-05 05:10:00,50,0
EVT-006928,LOAD-003500,TRIP-003464,consignee,2025-12-05 06:30:34,2025-12-05 07:22:34,45,0
EVT-006929,LOAD-003501,TRIP-003465,shipper,2026-02-27 08:04:00,2026-02-27 08:17:00,10,1
EVT-006930,LOAD-003501,TRIP-003465,consignee,2026-02-27 08:49:06,2026-02-27 09:07:06,17,1
EVT-006931,LOAD-003502,TRIP-003466,shipper,2024-09-29 08:58:00,2024-09-29 09:11:00,7,1
EVT-006932,LOAD-003502,TRIP-003466,consignee,2024-09-29 16:34:33,2024-09-29 16:42:33,7,1
EVT-006933,LOAD-003503,TRIP-003467,shipper,2025-06-27 08:01:00,2025-06-27 08:15:00,11,1
EVT-006934,LOAD-003503,TRIP-003467,consignee,2025-06-27 13:14:45,2025-06-27 13:28:45,7,1
EVT-006935,LOAD-003504,TRIP-003468,shipper,2025-02-28 09:09:00,2025-02-28 09:32:00,25,0
EVT-006936,LOAD-003504,TRIP-003468,consignee,2025-02-28 11:41:48,2025-02-28 12:38:48,49,0
EVT-006937,LOAD-003505,TRIP-003469,shipper,2026-05-12 04:35:00,2026-05-12 04:47:00,10,1
EVT-006938,LOAD-003505,TRIP-003469,consignee,2026-05-12 06:40:36,2026-05-12 06:55:36,11,1
EVT-006939,LOAD-003506,TRIP-003470,shipper,2025-06-28 04:27:00,2025-06-28 05:15:00,50,0
EVT-006940,LOAD-003506,TRIP-003470,consignee,2025-06-28 09:47:10,2025-06-28 10:41:10,51,0
EVT-006941,LOAD-003507,TRIP-003471,shipper,2024-10-31 04:58:00,2024-10-31 05:16:00,12,1
EVT-006942,LOAD-003507,TRIP-003471,consignee,2024-10-31 10:10:09,2024-10-31 10:08:09,0,1
EVT-006943,LOAD-003508,TRIP-003472,shipper,2024-09-21 08:34:00,2024-09-21 08:46:00,14,1
EVT-006944,LOAD-003508,TRIP-003472,consignee,2024-09-21 17:11:22,2024-09-21 17:13:22,1,1
EVT-006945,LOAD-003509,TRIP-003473,shipper,2025-11-01 07:09:00,2025-11-01 07:49:00,40,0
EVT-006946,LOAD-003509,TRIP-003473,consignee,2025-11-01 09:34:30,2025-11-01 10:27:30,46,0
EVT-006947,LOAD-003510,TRIP-003474,shipper,2024-12-02 06:34:00,2024-12-02 07:25:00,44,0
EVT-006948,LOAD-003510,TRIP-003474,consignee,2024-12-02 12:18:28,2024-12-02 12:56:28,39,0
EVT-006949,LOAD-003511,TRIP-003475,shipper,2026-02-13 06:06:00,2026-02-13 06:13:00,8,1
EVT-006950,LOAD-003511,TRIP-003475,consignee,2026-02-13 07:30:20,2026-02-13 07:51:20,17,1
EVT-006951,LOAD-003512,TRIP-003476,shipper,2026-05-27 07:44:00,2026-05-27 07:58:00,14,1
EVT-006952,LOAD-003512,TRIP-003476,consignee,2026-05-27 09:04:50,2026-05-27 09:15:50,14,1
EVT-006953,LOAD-003513,TRIP-003477,shipper,2025-08-27 08:20:00,2025-08-27 08:32:00,12,1
EVT-006954,LOAD-003513,TRIP-003477,consignee,2025-08-27 16:26:51,2025-08-27 16:32:51,7,1
EVT-006955,LOAD-003514,TRIP-003478,shipper,2026-04-02 03:48:00,2026-04-02 03:56:00,6,1
EVT-006956,LOAD-003514,TRIP-003478,consignee,2026-04-02 11:55:26,2026-04-02 12:15:26,12,1
EVT-006957,LOAD-003515,TRIP-003479,shipper,2025-11-16 05:31:00,2025-11-16 05:49:00,14,1
EVT-006958,LOAD-003515,TRIP-003479,consignee,2025-11-16 13:41:17,2025-11-16 14:01:17,12,1
EVT-006959,LOAD-003516,TRIP-003480,shipper,2025-01-21 03:58:00,2025-01-21 04:08:00,4,1
EVT-006960,LOAD-003516,TRIP-003480,consignee,2025-01-21 06:18:01,2025-01-21 06:34:01,11,1
EVT-006961,LOAD-003517,TRIP-003481,shipper,2025-07-18 06:55:00,2025-07-18 07:04:00,7,1
EVT-006962,LOAD-003517,TRIP-003481,consignee,2025-07-18 15:47:38,2025-07-18 16:02:38,11,1
EVT-006963,LOAD-003518,TRIP-003482,shipper,2025-11-07 04:31:00,2025-11-07 05:29:00,51,0
EVT-006964,LOAD-003518,TRIP-003482,consignee,2025-11-07 07:14:04,2025-11-07 08:03:04,41,0
EVT-006965,LOAD-003519,TRIP-003483,shipper,2026-01-22 06:32:00,2026-01-22 06:51:00,11,1
EVT-006966,LOAD-003519,TRIP-003483,consignee,2026-01-22 07:22:36,2026-01-22 07:47:36,19,1
EVT-006967,LOAD-003520,TRIP-003484,shipper,2024-11-28 08:08:00,2024-11-28 08:14:00,7,1
EVT-006968,LOAD-003520,TRIP-003484,consignee,2024-11-28 16:59:18,2024-11-28 17:17:18,11,1
EVT-006969,LOAD-003521,TRIP-003485,shipper,2024-08-19 05:05:00,2024-08-19 05:22:00,10,1
EVT-006970,LOAD-003521,TRIP-003485,consignee,2024-08-19 14:03:23,2024-08-19 14:12:23,5,1
EVT-006971,LOAD-003522,TRIP-003486,shipper,2025-10-04 04:45:00,2025-10-04 04:57:00,11,1
EVT-006972,LOAD-003522,TRIP-003486,consignee,2025-10-04 05:35:39,2025-10-04 05:54:39,12,1
EVT-006973,LOAD-003523,TRIP-003487,shipper,2026-06-20 06:39:00,2026-06-20 07:26:00,43,0
EVT-006974,LOAD-003523,TRIP-003487,consignee,2026-06-20 11:54:32,2026-06-20 12:51:32,56,0
EVT-006975,LOAD-003524,TRIP-003488,shipper,2024-11-29 04:50:00,2024-11-29 05:42:00,45,0
EVT-006976,LOAD-003524,TRIP-003488,consignee,2024-11-29 07:31:30,2024-11-29 08:13:30,37,0
EVT-006977,LOAD-003525,TRIP-003489,shipper,2025-01-25 04:53:00,2025-01-25 05:13:00,20,1
EVT-006978,LOAD-003525,TRIP-003489,consignee,2025-01-25 06:01:37,2025-01-25 06:04:37,0,1
EVT-006979,LOAD-003526,TRIP-003490,shipper,2026-02-16 07:48:00,2026-02-16 08:06:00,10,1
EVT-006980,LOAD-003526,TRIP-003490,consignee,2026-02-16 12:45:23,2026-02-16 13:06:23,13,1
EVT-006981,LOAD-003527,TRIP-003491,shipper,2025-07-24 08:33:00,2025-07-24 08:35:00,3,1
EVT-006982,LOAD-003527,TRIP-003491,consignee,2025-07-24 14:13:05,2025-07-24 14:18:05,5,1
EVT-006983,LOAD-003528,TRIP-003492,shipper,2026-02-04 08:26:00,2026-02-04 08:35:00,10,1
EVT-006984,LOAD-003528,TRIP-003492,consignee,2026-02-04 17:36:30,2026-02-04 17:58:30,24,0
EVT-006985,LOAD-003529,TRIP-003493,shipper,2026-02-04 05:27:00,2026-02-04 06:12:00,48,0
EVT-006986,LOAD-003529,TRIP-003493,consignee,2026-02-04 10:36:37,2026-02-04 11:24:37,45,0
EVT-006987,LOAD-003530,TRIP-003494,shipper,2025-08-18 09:31:00,2025-08-18 09:33:00,5,1
EVT-006988,LOAD-003530,TRIP-003494,consignee,2025-08-18 10:13:34,2025-08-18 10:33:34,13,1
EVT-006989,LOAD-003531,TRIP-003495,shipper,2024-12-15 04:15:00,2024-12-15 04:26:00,10,1
EVT-006990,LOAD-003531,TRIP-003495,consignee,2024-12-15 09:07:18,2024-12-15 09:20:18,11,1
EVT-006991,LOAD-003532,TRIP-003496,shipper,2025-06-25 06:49:00,2025-06-25 06:52:00,4,1
EVT-006992,LOAD-003532,TRIP-003496,consignee,2025-06-25 07:38:23,2025-06-25 07:53:23,12,1
EVT-006993,LOAD-003533,TRIP-003497,shipper,2026-06-16 08:11:00,2026-06-16 08:17:00,8,1
EVT-006994,LOAD-003533,TRIP-003497,consignee,2026-06-16 10:42:37,2026-06-16 10:52:37,11,1
EVT-006995,LOAD-003534,TRIP-003498,shipper,2026-03-25 07:29:00,2026-03-25 07:50:00,16,1
EVT-006996,LOAD-003534,TRIP-003498,consignee,2026-03-25 13:26:43,2026-03-25 13:48:43,16,1
EVT-006997,LOAD-003535,TRIP-003499,shipper,2026-06-11 09:22:00,2026-06-11 09:35:00,14,1
EVT-006998,LOAD-003535,TRIP-003499,consignee,2026-06-11 10:45:52,2026-06-11 10:58:52,13,1
EVT-006999,LOAD-003536,TRIP-003500,shipper,2026-05-22 09:00:00,2026-05-22 09:14:00,13,1
EVT-007000,LOAD-003536,TRIP-003500,consignee,2026-05-22 13:55:15,2026-05-22 14:10:15,13,1
EVT-007001,LOAD-003537,TRIP-003501,shipper,2025-03-15 05:08:00,2025-03-15 05:20:00,9,1
EVT-007002,LOAD-003537,TRIP-003501,consignee,2025-03-15 10:19:44,2025-03-15 10:25:44,1,1
EVT-007003,LOAD-003538,TRIP-003502,shipper,2026-01-12 06:31:00,2026-01-12 06:41:00,10,1
EVT-007004,LOAD-003538,TRIP-003502,consignee,2026-01-12 11:47:37,2026-01-12 12:09:37,19,1
EVT-007005,LOAD-003539,TRIP-003503,shipper,2025-02-22 06:58:00,2025-02-22 07:57:00,56,0
EVT-007006,LOAD-003539,TRIP-003503,consignee,2025-02-22 09:14:30,2025-02-22 09:59:30,44,0
EVT-007007,LOAD-003540,TRIP-003504,shipper,2025-05-16 09:06:00,2025-05-16 09:20:00,14,1
EVT-007008,LOAD-003540,TRIP-003504,consignee,2025-05-16 14:20:44,2025-05-16 14:42:44,16,1
EVT-007009,LOAD-003541,TRIP-003505,shipper,2026-05-08 03:42:00,2026-05-08 04:01:00,19,1
EVT-007010,LOAD-003541,TRIP-003505,consignee,2026-05-08 04:52:51,2026-05-08 05:02:51,7,1
EVT-007011,LOAD-003542,TRIP-003506,shipper,2024-08-16 04:36:00,2024-08-16 04:56:00,18,1
EVT-007012,LOAD-003542,TRIP-003506,consignee,2024-08-16 05:24:09,2024-08-16 05:35:09,4,1
EVT-007013,LOAD-003543,TRIP-003507,shipper,2025-03-09 06:09:00,2025-03-09 06:56:00,41,0
EVT-007014,LOAD-003543,TRIP-003507,consignee,2025-03-09 08:23:50,2025-03-09 09:10:50,50,0
EVT-007015,LOAD-003544,TRIP-003508,shipper,2026-03-25 07:50:00,2026-03-25 08:09:00,13,1
EVT-007016,LOAD-003544,TRIP-003508,consignee,2026-03-25 15:57:32,2026-03-25 16:09:32,7,1
EVT-007017,LOAD-003545,TRIP-003509,shipper,2025-05-12 06:36:00,2025-05-12 06:49:00,16,1
EVT-007018,LOAD-003545,TRIP-003509,consignee,2025-05-12 11:50:48,2025-05-12 12:02:48,11,1
EVT-007019,LOAD-003546,TRIP-003510,shipper,2026-02-07 04:59:00,2026-02-07 05:19:00,17,1
EVT-007020,LOAD-003546,TRIP-003510,consignee,2026-02-07 13:30:05,2026-02-07 13:36:05,9,1
EVT-007021,LOAD-003547,TRIP-003511,shipper,2025-05-07 09:10:00,2025-05-07 09:33:00,15,1
EVT-007022,LOAD-003547,TRIP-003511,consignee,2025-05-07 14:31:54,2025-05-07 14:39:54,6,1
EVT-007023,LOAD-003548,TRIP-003512,shipper,2025-01-28 05:35:00,2025-01-28 06:08:00,36,0
EVT-007024,LOAD-003548,TRIP-003512,consignee,2025-01-28 08:16:58,2025-01-28 09:07:58,53,0
EVT-007025,LOAD-003549,TRIP-003513,shipper,2025-10-11 07:10:00,2025-10-11 07:23:00,11,1
EVT-007026,LOAD-003549,TRIP-003513,consignee,2025-10-11 14:47:34,2025-10-11 15:07:34,13,1
EVT-007027,LOAD-003550,TRIP-003514,shipper,2025-03-07 07:20:00,2025-03-07 07:32:00,5,1
EVT-007028,LOAD-003550,TRIP-003514,consignee,2025-03-07 12:24:09,2025-03-07 12:26:09,4,1
EVT-007029,LOAD-003551,TRIP-003515,shipper,2024-10-20 08:05:00,2024-10-20 08:25:00,13,1
EVT-007030,LOAD-003551,TRIP-003515,consignee,2024-10-20 09:25:52,2024-10-20 09:36:52,3,1
EVT-007031,LOAD-003552,TRIP-003516,shipper,2025-09-15 04:39:00,2025-09-15 04:38:00,2,1
EVT-007032,LOAD-003552,TRIP-003516,consignee,2025-09-15 12:45:49,2025-09-15 12:50:49,6,1
EVT-007033,LOAD-003553,TRIP-003517,shipper,2026-03-03 09:05:00,2026-03-03 09:14:00,10,1
EVT-007034,LOAD-003553,TRIP-003517,consignee,2026-03-03 10:27:19,2026-03-03 10:38:19,4,1
EVT-007035,LOAD-003554,TRIP-003518,shipper,2025-05-17 04:13:00,2025-05-17 04:20:00,9,1
EVT-007036,LOAD-003554,TRIP-003518,consignee,2025-05-17 05:05:42,2025-05-17 05:21:42,13,1
EVT-007037,LOAD-003555,TRIP-003519,shipper,2025-03-16 07:29:00,2025-03-16 08:19:00,46,0
EVT-007038,LOAD-003555,TRIP-003519,consignee,2025-03-16 10:06:12,2025-03-16 10:57:12,51,0
EVT-007039,LOAD-003556,TRIP-003520,shipper,2025-03-29 09:46:00,2025-03-29 10:02:00,11,1
EVT-007040,LOAD-003556,TRIP-003520,consignee,2025-03-29 18:20:43,2025-03-29 18:43:43,16,1
EVT-007041,LOAD-003557,TRIP-003521,shipper,2026-05-27 07:36:00,2026-05-27 07:49:00,6,1
EVT-007042,LOAD-003557,TRIP-003521,consignee,2026-05-27 13:27:43,2026-05-27 13:43:43,13,1
EVT-007043,LOAD-003558,TRIP-003522,shipper,2025-12-28 08:15:00,2025-12-28 09:02:00,45,0
EVT-007044,LOAD-003558,TRIP-003522,consignee,2025-12-28 13:33:34,2025-12-28 14:24:34,52,0
EVT-007045,LOAD-003559,TRIP-003523,shipper,2025-04-28 08:15:00,2025-04-28 08:28:00,6,1
EVT-007046,LOAD-003559,TRIP-003523,consignee,2025-04-28 17:23:32,2025-04-28 17:48:32,17,1
EVT-007047,LOAD-003560,TRIP-003524,shipper,2026-01-26 08:48:00,2026-01-26 09:04:00,8,1
EVT-007048,LOAD-003560,TRIP-003524,consignee,2026-01-26 17:31:14,2026-01-26 17:45:14,11,1
EVT-007049,LOAD-003561,TRIP-003525,shipper,2024-08-22 09:24:00,2024-08-22 10:04:00,36,0
EVT-007050,LOAD-003561,TRIP-003525,consignee,2024-08-22 15:27:12,2024-08-22 16:10:12,36,0
EVT-007051,LOAD-003562,TRIP-003526,shipper,2025-10-15 07:31:00,2025-10-15 08:15:00,44,0
EVT-007052,LOAD-003562,TRIP-003526,consignee,2025-10-15 13:17:40,2025-10-15 14:05:40,43,0
EVT-007053,LOAD-003563,TRIP-003527,shipper,2024-11-03 06:25:00,2024-11-03 07:09:00,40,0
EVT-007054,LOAD-003563,TRIP-003527,consignee,2024-11-03 09:12:39,2024-11-03 10:01:39,52,0
EVT-007055,LOAD-003564,TRIP-003528,shipper,2024-11-11 08:49:00,2024-11-11 09:01:00,7,1
EVT-007056,LOAD-003564,TRIP-003528,consignee,2024-11-11 17:06:15,2024-11-11 17:13:15,9,1
EVT-007057,LOAD-003565,TRIP-003529,shipper,2026-02-09 03:59:00,2026-02-09 04:15:00,12,1
EVT-007058,LOAD-003565,TRIP-003529,consignee,2026-02-09 05:32:53,2026-02-09 05:44:53,4,1
EVT-007059,LOAD-003566,TRIP-003530,shipper,2026-04-20 05:56:00,2026-04-20 06:52:00,49,0
EVT-007060,LOAD-003566,TRIP-003530,consignee,2026-04-20 11:37:31,2026-04-20 12:12:31,32,0
EVT-007061,LOAD-003567,TRIP-003531,shipper,2025-04-09 08:42:00,2025-04-09 09:21:00,40,0
EVT-007062,LOAD-003567,TRIP-003531,consignee,2025-04-09 13:57:48,2025-04-09 14:57:48,55,0
EVT-007063,LOAD-003568,TRIP-003532,shipper,2025-07-27 07:34:00,2025-07-27 07:45:00,11,1
EVT-007064,LOAD-003568,TRIP-003532,consignee,2025-07-27 08:36:12,2025-07-27 08:45:12,9,1
EVT-007065,LOAD-003569,TRIP-003533,shipper,2024-12-23 05:38:00,2024-12-23 05:44:00,3,1
EVT-007066,LOAD-003569,TRIP-003533,consignee,2024-12-23 11:16:23,2024-12-23 11:27:23,9,1
EVT-007067,LOAD-003570,TRIP-003534,shipper,2026-06-15 09:31:00,2026-06-15 09:43:00,10,1
EVT-007068,LOAD-003570,TRIP-003534,consignee,2026-06-15 10:27:29,2026-06-15 10:40:29,10,1
EVT-007069,LOAD-003571,TRIP-003535,shipper,2025-06-30 04:49:00,2025-06-30 04:57:00,10,1
EVT-007070,LOAD-003571,TRIP-003535,consignee,2025-06-30 06:07:13,2025-06-30 06:14:13,7,1
EVT-007071,LOAD-003572,TRIP-003536,shipper,2026-03-02 04:48:00,2026-03-02 05:06:00,14,1
EVT-007072,LOAD-003572,TRIP-003536,consignee,2026-03-02 12:57:37,2026-03-02 13:14:37,10,1
EVT-007073,LOAD-003573,TRIP-003537,shipper,2025-10-15 07:28:00,2025-10-15 07:51:00,20,1
EVT-007074,LOAD-003573,TRIP-003537,consignee,2025-10-15 08:15:42,2025-10-15 08:30:42,14,1
EVT-007075,LOAD-003574,TRIP-003538,shipper,2026-01-27 06:36:00,2026-01-27 06:42:00,8,1
EVT-007076,LOAD-003574,TRIP-003538,consignee,2026-01-27 11:29:10,2026-01-27 11:51:10,25,0
EVT-007077,LOAD-003575,TRIP-003539,shipper,2025-06-11 08:55:00,2025-06-11 09:00:00,2,1
EVT-007078,LOAD-003575,TRIP-003539,consignee,2025-06-11 13:37:32,2025-06-11 13:54:32,11,1
EVT-007079,LOAD-003576,TRIP-003540,shipper,2024-07-07 04:01:00,2024-07-07 04:21:00,13,1
EVT-007080,LOAD-003576,TRIP-003540,consignee,2024-07-07 13:11:57,2024-07-07 13:37:57,18,1
EVT-007081,LOAD-003577,TRIP-003541,shipper,2024-09-24 08:09:00,2024-09-24 08:20:00,5,1
EVT-007082,LOAD-003577,TRIP-003541,consignee,2024-09-24 09:32:14,2024-09-24 10:02:14,23,0
EVT-007083,LOAD-003578,TRIP-003542,shipper,2025-06-24 05:27:00,2025-06-24 05:28:00,3,1
EVT-007084,LOAD-003578,TRIP-003542,consignee,2025-06-24 06:54:24,2025-06-24 07:16:24,16,1
EVT-007085,LOAD-003579,TRIP-003543,shipper,2024-11-08 07:56:00,2024-11-08 07:54:00,0,1
EVT-007086,LOAD-003579,TRIP-003543,consignee,2024-11-08 08:59:52,2024-11-08 09:13:52,12,1
EVT-007087,LOAD-003580,TRIP-003544,shipper,2026-03-30 04:38:00,2026-03-30 05:05:00,30,0
EVT-007088,LOAD-003580,TRIP-003544,consignee,2026-03-30 07:05:30,2026-03-30 07:58:30,48,0
EVT-007089,LOAD-003581,TRIP-003545,shipper,2024-10-24 04:24:00,2024-10-24 04:40:00,13,1
EVT-007090,LOAD-003581,TRIP-003545,consignee,2024-10-24 07:17:36,2024-10-24 07:25:36,7,1
EVT-007091,LOAD-003582,TRIP-003546,shipper,2024-11-25 09:48:00,2024-11-25 10:10:00,21,0
EVT-007092,LOAD-003582,TRIP-003546,consignee,2024-11-25 14:28:05,2024-11-25 14:32:05,4,1
EVT-007093,LOAD-003583,TRIP-003547,shipper,2025-10-11 09:04:00,2025-10-11 09:21:00,12,1
EVT-007094,LOAD-003583,TRIP-003547,consignee,2025-10-11 13:36:52,2025-10-11 14:03:52,20,1
EVT-007095,LOAD-003584,TRIP-003548,shipper,2025-04-20 05:06:00,2025-04-20 05:15:00,10,1
EVT-007096,LOAD-003584,TRIP-003548,consignee,2025-04-20 06:10:00,2025-04-20 06:29:00,14,1
EVT-007097,LOAD-003585,TRIP-003549,shipper,2025-01-17 08:44:00,2025-01-17 08:51:00,3,1
EVT-007098,LOAD-003585,TRIP-003549,consignee,2025-01-17 14:20:02,2025-01-17 14:24:02,7,1
