purchase_id,trip_id,truck_id,driver_id,purchase_date,gallons,price_per_gallon,total_cost,location
FUEL-006821,TRIP-004408,TRK-028,DRV-025,2025-05-20,21.29,4.196,89.33,"Albuquerque, NM"
FUEL-006822,TRIP-004409,TRK-037,DRV-052,2025-12-03,17.71,4.223,74.79,"Amarillo, TX"
FUEL-006823,TRIP-004410,TRK-018,DRV-040,2024-11-12,28.18,3.913,110.27,"Amarillo, TX"
FUEL-006824,TRIP-004410,TRK-018,DRV-040,2024-11-12,31.13,4.045,125.92,"Denver, CO"
FUEL-006825,TRIP-004411,TRK-023,DRV-022,2024-11-14,11.07,4.123,45.64,"Plainview, TX"
FUEL-006826,TRIP-004412,TRK-015,DRV-029,2025-04-10,16.25,4.142,67.31,"Oklahoma City, OK"
FUEL-006827,TRIP-004412,TRK-015,DRV-029,2025-04-10,15.09,4.219,63.66,"Amarillo, TX"
FUEL-006828,TRIP-004413,TRK-026,DRV-052,2025-05-23,16.56,4.092,67.76,"Oklahoma City, OK"
FUEL-006829,TRIP-004413,TRK-026,DRV-052,2025-05-23,16.25,4.13,67.11,"Amarillo, TX"
FUEL-006830,TRIP-004414,TRK-022,DRV-017,2024-09-01,6.85,3.799,26.02,"Amarillo, TX"
FUEL-006831,TRIP-004415,TRK-010,DRV-034,2025-12-16,15.67,4.214,66.03,"Amarillo, TX"
FUEL-006832,TRIP-004415,TRK-010,DRV-034,2025-12-16,19.77,4.26,84.22,"Oklahoma City, OK"
FUEL-006833,TRIP-004416,TRK-012,DRV-002,2026-06-29,16.27,4.213,68.55,"Oklahoma City, OK"
FUEL-006834,TRIP-004416,TRK-012,DRV-002,2026-06-29,20.33,4.124,83.84,"Amarillo, TX"
FUEL-006835,TRIP-004417,TRK-022,DRV-024,2025-03-25,31.5,4.169,131.32,"Amarillo, TX"
FUEL-006836,TRIP-004417,TRK-022,DRV-024,2025-03-25,36.25,4.064,147.32,"Denver, CO"
FUEL-006837,TRIP-004418,TRK-037,DRV-020,2025-12-07,17.1,4.144,70.86,"Amarillo, TX"
FUEL-006838,TRIP-004419,TRK-038,DRV-040,2025-11-26,18.92,4.142,78.37,"Amarillo, TX"
FUEL-006839,TRIP-004420,TRK-001,DRV-026,2025-04-20,7.17,4.161,29.83,"Amarillo, TX"
FUEL-006840,TRIP-004421,TRK-034,DRV-020,2026-02-13,18.07,4.166,75.28,"Amarillo, TX"
FUEL-006841,TRIP-004422,TRK-009,DRV-038,2025-08-20,30.93,4.096,126.69,"Denver, CO"
FUEL-006842,TRIP-004422,TRK-009,DRV-038,2025-08-20,27.96,4.107,114.83,"Amarillo, TX"
FUEL-006843,TRIP-004423,TRK-021,DRV-012,2026-01-28,17.3,4.217,72.95,"Amarillo, TX"
FUEL-006844,TRIP-004423,TRK-021,DRV-012,2026-01-28,17.86,4.162,74.33,"Oklahoma City, OK"
FUEL-006845,TRIP-004424,TRK-030,DRV-023,2024-11-15,19.52,4.127,80.56,"Oklahoma City, OK"
FUEL-006846,TRIP-004424,TRK-030,DRV-023,2024-11-15,19.83,3.96,78.53,"Amarillo, TX"
FUEL-006847,TRIP-004425,TRK-038,DRV-039,2025-02-25,16.35,3.792,62.0,"Amarillo, TX"
FUEL-006848,TRIP-004425,TRK-038,DRV-039,2025-02-25,18.76,3.941,73.93,"Oklahoma City, OK"
FUEL-006849,TRIP-004426,TRK-005,DRV-036,2025-07-22,10.54,3.882,40.92,"Plainview, TX"
FUEL-006850,TRIP-004427,TRK-030,DRV-011,2025-09-18,21.27,4.05,86.14,"Lubbock, TX"
FUEL-006851,TRIP-004427,TRK-030,DRV-011,2025-09-18,17.78,4.014,71.37,"Albuquerque, NM"
FUEL-006852,TRIP-004428,TRK-003,DRV-035,2026-04-21,36.77,4.064,149.43,"Denver, CO"
FUEL-006853,TRIP-004428,TRK-003,DRV-035,2026-04-21,36.32,4.271,155.12,"Amarillo, TX"
FUEL-006854,TRIP-004429,TRK-037,DRV-052,2025-06-30,16.45,3.894,64.06,"Amarillo, TX"
FUEL-006855,TRIP-004430,TRK-005,DRV-040,2025-09-02,21.23,4.027,85.49,"Oklahoma City, OK"
FUEL-006856,TRIP-004430,TRK-005,DRV-040,2025-09-02,18.29,4.084,74.7,"Amarillo, TX"
FUEL-006857,TRIP-004431,TRK-012,DRV-013,2025-07-02,19.9,3.868,76.97,"Amarillo, TX"
FUEL-006858,TRIP-004432,TRK-018,DRV-029,2026-04-04,34.11,4.105,140.02,"Amarillo, TX"
FUEL-006859,TRIP-004432,TRK-018,DRV-029,2026-04-04,35.2,4.145,145.9,"Denver, CO"
FUEL-006860,TRIP-004433,TRK-035,DRV-023,2026-03-27,33.33,4.25,141.65,"Amarillo, TX"
FUEL-006861,TRIP-004433,TRK-035,DRV-023,2026-03-27,25.65,4.172,107.01,"Denver, CO"
FUEL-006862,TRIP-004434,TRK-038,DRV-024,2025-12-18,18.33,4.048,74.2,"Oklahoma City, OK"
FUEL-006863,TRIP-004434,TRK-038,DRV-024,2025-12-18,18.33,4.23,77.54,"Amarillo, TX"
FUEL-006864,TRIP-004435,TRK-025,DRV-049,2025-07-27,19.7,3.875,76.34,"Amarillo, TX"
FUEL-006865,TRIP-004435,TRK-025,DRV-049,2025-07-27,20.2,3.824,77.24,"Oklahoma City, OK"
FUEL-006866,TRIP-004436,TRK-031,DRV-020,2025-07-04,9.62,3.917,37.68,"Plainview, TX"
FUEL-006867,TRIP-004437,TRK-003,DRV-021,2024-11-06,7.56,4.151,31.38,"Amarillo, TX"
FUEL-006868,TRIP-004438,TRK-013,DRV-030,2024-10-21,21.85,3.919,85.63,"Oklahoma City, OK"
FUEL-006869,TRIP-004438,TRK-013,DRV-030,2024-10-21,17.18,3.907,67.12,"Amarillo, TX"
FUEL-006870,TRIP-004439,TRK-014,DRV-027,2025-09-30,44.72,3.967,177.4,"Amarillo, TX"
FUEL-006871,TRIP-004439,TRK-014,DRV-027,2025-09-30,42.3,3.875,163.91,"Denver, CO"
FUEL-006872,TRIP-004440,TRK-031,DRV-040,2025-08-21,32.55,4.084,132.93,"Denver, CO"
FUEL-006873,TRIP-004440,TRK-031,DRV-040,2025-08-21,24.51,3.974,97.4,"Amarillo, TX"
FUEL-006874,TRIP-004441,TRK-030,DRV-008,2026-05-16,15.56,4.202,65.38,"Oklahoma City, OK"
FUEL-006875,TRIP-004441,TRK-030,DRV-008,2026-05-16,15.2,4.061,61.73,"Amarillo, TX"
FUEL-006876,TRIP-004442,TRK-027,DRV-038,2026-02-02,7.51,4.284,32.17,"Amarillo, TX"
FUEL-006877,TRIP-004443,TRK-035,DRV-006,2024-11-05,29.35,4.134,121.33,"Denver, CO"
FUEL-006878,TRIP-004443,TRK-035,DRV-006,2024-11-05,26.36,4.15,109.39,"Amarillo, TX"
FUEL-006879,TRIP-004444,TRK-025,DRV-032,2025-01-22,20.48,4.083,83.62,"Amarillo, TX"
FUEL-006880,TRIP-004445,TRK-035,DRV-052,2026-04-30,17.48,4.202,73.45,"Amarillo, TX"
FUEL-006881,TRIP-004445,TRK-035,DRV-052,2026-04-30,18.72,4.068,76.15,"Oklahoma City, OK"
FUEL-006882,TRIP-004446,TRK-038,DRV-031,2025-05-31,19.72,4.185,82.53,"Amarillo, TX"
FUEL-006883,TRIP-004447,TRK-038,DRV-008,2025-06-17,17.35,3.796,65.86,"Amarillo, TX"
FUEL-006884,TRIP-004447,TRK-038,DRV-008,2025-06-17,19.29,3.882,74.88,"Oklahoma City, OK"
FUEL-006885,TRIP-004448,TRK-025,DRV-001,2024-12-17,9.27,4.01,37.17,"Plainview, TX"
FUEL-006886,TRIP-004449,TRK-007,DRV-049,2025-12-04,17.95,4.102,73.63,"Amarillo, TX"
FUEL-006887,TRIP-004450,TRK-024,DRV-011,2025-09-02,9.01,4.11,37.03,"Plainview, TX"
FUEL-006888,TRIP-004451,TRK-036,DRV-026,2024-07-24,18.64,4.063,75.73,"Amarillo, TX"
FUEL-006889,TRIP-004452,TRK-037,DRV-030,2026-05-21,21.06,4.077,85.86,"Amarillo, TX"
FUEL-006890,TRIP-004452,TRK-037,DRV-030,2026-05-21,17.64,4.261,75.16,"Oklahoma City, OK"
FUEL-006891,TRIP-004453,TRK-028,DRV-051,2025-05-21,17.29,4.036,69.78,"Lubbock, TX"
FUEL-006892,TRIP-004453,TRK-028,DRV-051,2025-05-21,18.78,4.199,78.86,"Albuquerque, NM"
FUEL-006893,TRIP-004454,TRK-027,DRV-017,2024-12-08,20.89,3.889,81.24,"Oklahoma City, OK"
FUEL-006894,TRIP-004454,TRK-027,DRV-017,2024-12-08,22.35,4.056,90.65,"Amarillo, TX"
FUEL-006895,TRIP-004455,TRK-036,DRV-024,2025-03-23,20.18,4.095,82.64,"Lubbock, TX"
FUEL-006896,TRIP-004455,TRK-036,DRV-024,2025-03-23,18.53,4.066,75.34,"Albuquerque, NM"
FUEL-006897,TRIP-004456,TRK-008,DRV-033,2025-12-17,21.87,4.077,89.16,"Lubbock, TX"
FUEL-006898,TRIP-004456,TRK-008,DRV-033,2025-12-17,23.27,4.333,100.83,"Albuquerque, NM"
FUEL-006899,TRIP-004457,TRK-010,DRV-005,2025-02-01,6.79,3.762,25.54,"Amarillo, TX"
FUEL-006900,TRIP-004458,TRK-018,DRV-023,2024-11-01,28.87,4.147,119.72,"Amarillo, TX"
FUEL-006901,TRIP-004458,TRK-018,DRV-023,2024-11-01,34.52,3.96,136.7,"Denver, CO"
FUEL-006902,TRIP-004459,TRK-014,DRV-013,2025-04-29,14.71,4.05,59.58,"Plainview, TX"
FUEL-006903,TRIP-004460,TRK-014,DRV-017,2026-04-25,26.28,4.211,110.67,"Lubbock, TX"
FUEL-006904,TRIP-004460,TRK-014,DRV-017,2026-04-25,34.15,4.158,142.0,"Albuquerque, NM"
FUEL-006905,TRIP-004461,TRK-035,DRV-014,2025-03-31,20.33,4.038,82.09,"Amarillo, TX"
FUEL-006906,TRIP-004461,TRK-035,DRV-014,2025-03-31,23.67,4.085,96.69,"Oklahoma City, OK"
FUEL-006907,TRIP-004462,TRK-005,DRV-005,2025-02-19,8.75,3.795,33.21,"Amarillo, TX"
FUEL-006908,TRIP-004463,TRK-008,DRV-021,2025-03-16,18.74,3.991,74.79,"Amarillo, TX"
FUEL-006909,TRIP-004464,TRK-033,DRV-015,2024-12-07,34.8,4.023,140.0,"Denver, CO"
FUEL-006910,TRIP-004464,TRK-033,DRV-015,2024-12-07,38.86,4.034,156.76,"Amarillo, TX"
FUEL-006911,TRIP-004465,TRK-013,DRV-035,2025-08-24,19.86,4.198,83.37,"Amarillo, TX"
FUEL-006912,TRIP-004466,TRK-011,DRV-043,2025-08-05,29.32,4.166,122.15,"Amarillo, TX"
FUEL-006913,TRIP-004466,TRK-011,DRV-043,2025-08-05,33.48,4.064,136.06,"Denver, CO"
FUEL-006914,TRIP-004467,TRK-014,DRV-029,2025-02-15,10.48,3.855,40.4,"Amarillo, TX"
FUEL-006915,TRIP-004468,TRK-034,DRV-022,2025-09-16,15.29,4.033,61.66,"Oklahoma City, OK"
FUEL-006916,TRIP-004468,TRK-034,DRV-022,2025-09-16,17.22,3.972,68.4,"Amarillo, TX"
FUEL-006917,TRIP-004469,TRK-034,DRV-029,2025-06-24,17.96,4.0,71.84,"Amarillo, TX"
FUEL-006918,TRIP-004470,TRK-021,DRV-008,2024-09-12,19.94,3.887,77.51,"Lubbock, TX"
FUEL-006919,TRIP-004470,TRK-021,DRV-008,2024-09-12,22.17,3.914,86.77,"Albuquerque, NM"
FUEL-006920,TRIP-004471,TRK-012,DRV-028,2026-01-07,11.45,4.155,47.57,"Plainview, TX"
FUEL-006921,TRIP-004472,TRK-018,DRV-011,2025-11-16,33.3,4.144,138.0,"Amarillo, TX"
FUEL-006922,TRIP-004472,TRK-018,DRV-011,2025-11-16,28.7,4.018,115.32,"Denver, CO"
FUEL-006923,TRIP-004473,TRK-038,DRV-033,2024-08-20,12.0,4.051,48.61,"Plainview, TX"
FUEL-006924,TRIP-004474,TRK-022,DRV-014,2026-03-08,9.49,4.256,40.39,"Plainview, TX"
FUEL-006925,TRIP-004475,TRK-006,DRV-051,2026-06-16,15.9,4.159,66.13,"Amarillo, TX"
FUEL-006926,TRIP-004475,TRK-006,DRV-051,2026-06-16,19.49,4.393,85.62,"Oklahoma City, OK"
FUEL-006927,TRIP-004476,TRK-013,DRV-014,2024-09-14,7.69,3.78,29.07,"Amarillo, TX"
FUEL-006928,TRIP-004477,TRK-036,DRV-014,2024-10-19,17.43,3.744,65.26,"Amarillo, TX"
FUEL-006929,TRIP-004478,TRK-022,DRV-014,2025-10-28,35.47,3.935,139.57,"Amarillo, TX"
FUEL-006930,TRIP-004478,TRK-022,DRV-014,2025-10-28,38.86,3.994,155.21,"Denver, CO"
FUEL-006931,TRIP-004479,TRK-018,DRV-039,2024-08-12,19.47,3.831,74.59,"Amarillo, TX"
FUEL-006932,TRIP-004480,TRK-006,DRV-033,2025-06-26,22.51,3.81,85.76,"Lubbock, TX"
FUEL-006933,TRIP-004480,TRK-006,DRV-033,2025-06-26,21.07,4.03,84.91,"Albuquerque, NM"
FUEL-006934,TRIP-004481,TRK-025,DRV-008,2025-03-10,35.43,4.065,144.02,"Denver, CO"
FUEL-006935,TRIP-004481,TRK-025,DRV-008,2025-03-10,28.04,4.069,114.09,"Amarillo, TX"
FUEL-006936,TRIP-004482,TRK-004,DRV-035,2024-07-22,27.59,3.913,107.96,"Denver, CO"
FUEL-006937,TRIP-004482,TRK-004,DRV-035,2024-07-22,34.26,3.931,134.68,"Amarillo, TX"
FUEL-006938,TRIP-004483,TRK-023,DRV-002,2025-01-01,17.36,4.049,70.29,"Amarillo, TX"
FUEL-006939,TRIP-004484,TRK-017,DRV-013,2025-10-15,10.16,4.126,41.92,"Plainview, TX"
FUEL-006940,TRIP-004485,TRK-005,DRV-021,2024-08-31,27.72,4.012,111.21,"Amarillo, TX"
FUEL-006941,TRIP-004485,TRK-005,DRV-021,2024-08-31,33.81,3.835,129.66,"Denver, CO"
FUEL-006942,TRIP-004486,TRK-001,DRV-008,2025-03-18,10.54,4.034,42.52,"Plainview, TX"
FUEL-006943,TRIP-004487,TRK-023,DRV-022,2024-12-12,18.08,4.133,74.72,"Amarillo, TX"
FUEL-006944,TRIP-004487,TRK-023,DRV-022,2024-12-12,20.67,4.106,84.87,"Oklahoma City, OK"
FUEL-006945,TRIP-004488,TRK-008,DRV-039,2024-12-26,9.52,3.966,37.76,"Plainview, TX"
FUEL-006946,TRIP-004489,TRK-036,DRV-033,2024-10-14,19.55,3.72,72.73,"Amarillo, TX"
FUEL-006947,TRIP-004489,TRK-036,DRV-033,2024-10-14,18.04,3.861,69.65,"Oklahoma City, OK"
FUEL-006948,TRIP-004490,TRK-023,DRV-036,2026-02-08,10.24,4.223,43.24,"Plainview, TX"
FUEL-006949,TRIP-004491,TRK-008,DRV-037,2025-04-26,30.53,4.03,123.04,"Denver, CO"
FUEL-006950,TRIP-004491,TRK-008,DRV-037,2025-04-26,30.2,3.973,119.98,"Amarillo, TX"
FUEL-006951,TRIP-004492,TRK-037,DRV-049,2025-07-16,16.97,3.805,64.57,"Oklahoma City, OK"
FUEL-006952,TRIP-004492,TRK-037,DRV-049,2025-07-16,19.34,3.856,74.58,"Amarillo, TX"
FUEL-006953,TRIP-004493,TRK-025,DRV-011,2025-11-13,11.02,4.166,45.91,"Plainview, TX"
FUEL-006954,TRIP-004494,TRK-022,DRV-011,2026-01-03,7.21,3.965,28.59,"Amarillo, TX"
FUEL-006955,TRIP-004495,TRK-036,DRV-033,2026-02-11,8.39,4.137,34.71,"Amarillo, TX"
FUEL-006956,TRIP-004496,TRK-028,DRV-043,2024-07-05,17.53,4.0,70.12,"Amarillo, TX"
FUEL-006957,TRIP-004497,TRK-021,DRV-020,2025-11-03,20.18,4.042,81.57,"Lubbock, TX"
FUEL-006958,TRIP-004497,TRK-021,DRV-020,2025-11-03,20.19,4.24,85.61,"Albuquerque, NM"
FUEL-006959,TRIP-004498,TRK-033,DRV-027,2024-10-27,16.74,3.934,65.86,"Amarillo, TX"
FUEL-006960,TRIP-004499,TRK-019,DRV-001,2024-08-28,7.05,3.919,27.63,"Amarillo, TX"
FUEL-006961,TRIP-004500,TRK-031,DRV-012,2025-03-18,8.68,3.945,34.24,"Plainview, TX"
FUEL-006962,TRIP-004501,TRK-009,DRV-014,2024-07-28,6.47,3.988,25.8,"Amarillo, TX"
FUEL-006963,TRIP-004502,TRK-034,DRV-004,2025-01-31,20.0,3.891,77.82,"Amarillo, TX"
FUEL-006964,TRIP-004503,TRK-038,DRV-013,2026-06-28,24.43,4.414,107.83,"Lubbock, TX"
FUEL-006965,TRIP-004503,TRK-038,DRV-013,2026-06-28,19.61,4.201,82.38,"Albuquerque, NM"
FUEL-006966,TRIP-004504,TRK-014,DRV-049,2025-04-17,21.12,4.056,85.66,"Amarillo, TX"
FUEL-006967,TRIP-004504,TRK-014,DRV-049,2025-04-17,22.92,4.164,95.44,"Oklahoma City, OK"
FUEL-006968,TRIP-004505,TRK-018,DRV-043,2026-04-09,7.52,4.065,30.57,"Amarillo, TX"
FUEL-006969,TRIP-004506,TRK-007,DRV-021,2026-06-20,11.26,4.385,49.38,"Plainview, TX"
FUEL-006970,TRIP-004507,TRK-019,DRV-029,2024-12-11,15.18,4.07,61.78,"Amarillo, TX"
FUEL-006971,TRIP-004507,TRK-019,DRV-029,2024-12-11,15.25,3.95,60.24,"Oklahoma City, OK"
FUEL-006972,TRIP-004508,TRK-037,DRV-012,2026-01-04,7.18,4.045,29.04,"Amarillo, TX"
FUEL-006973,TRIP-004509,TRK-006,DRV-013,2025-02-17,17.46,3.899,68.08,"Amarillo, TX"
FUEL-006974,TRIP-004510,TRK-031,DRV-014,2025-12-17,30.41,4.106,124.86,"Denver, CO"
FUEL-006975,TRIP-004510,TRK-031,DRV-014,2025-12-17,25.7,4.324,111.13,"Amarillo, TX"
FUEL-006976,TRIP-004511,TRK-031,DRV-008,2025-06-21,15.85,3.822,60.58,"Amarillo, TX"
FUEL-006977,TRIP-004512,TRK-036,DRV-037,2025-03-27,6.06,3.995,24.21,"Amarillo, TX"
FUEL-006978,TRIP-004513,TRK-019,DRV-051,2024-08-28,20.65,3.83,79.09,"Oklahoma City, OK"
FUEL-006979,TRIP-004513,TRK-019,DRV-051,2024-08-28,17.16,3.893,66.8,"Amarillo, TX"
FUEL-006980,TRIP-004514,TRK-011,DRV-014,2024-10-22,14.32,3.748,53.67,"Amarillo, TX"
FUEL-006981,TRIP-004515,TRK-026,DRV-021,2024-07-24,21.41,3.895,83.39,"Amarillo, TX"
FUEL-006982,TRIP-004516,TRK-020,DRV-001,2026-03-05,8.32,4.285,35.65,"Plainview, TX"
FUEL-006983,TRIP-004517,TRK-033,DRV-008,2025-10-03,20.83,4.06,84.57,"Lubbock, TX"
FUEL-006984,TRIP-004517,TRK-033,DRV-008,2025-10-03,22.05,4.095,90.29,"Albuquerque, NM"
FUEL-006985,TRIP-004518,TRK-031,DRV-051,2025-10-09,17.58,4.036,70.95,"Amarillo, TX"
FUEL-006986,TRIP-004518,TRK-031,DRV-051,2025-10-09,18.49,4.007,74.09,"Oklahoma City, OK"
FUEL-006987,TRIP-004519,TRK-016,DRV-049,2024-09-08,6.73,3.839,25.84,"Amarillo, TX"
FUEL-006988,TRIP-004520,TRK-022,DRV-051,2025-09-04,16.16,4.015,64.88,"Amarillo, TX"
FUEL-006989,TRIP-004520,TRK-022,DRV-051,2025-09-04,19.46,3.977,77.39,"Oklahoma City, OK"
FUEL-006990,TRIP-004521,TRK-005,DRV-013,2025-02-03,33.09,3.758,124.35,"Amarillo, TX"
FUEL-006991,TRIP-004521,TRK-005,DRV-013,2025-02-03,25.89,3.731,96.6,"Denver, CO"
FUEL-006992,TRIP-004522,TRK-036,DRV-032,2025-04-04,20.59,4.155,85.55,"Amarillo, TX"
FUEL-006993,TRIP-004523,TRK-034,DRV-011,2024-10-22,19.87,3.762,74.75,"Amarillo, TX"
FUEL-006994,TRIP-004523,TRK-034,DRV-011,2024-10-22,16.81,3.785,63.63,"Oklahoma City, OK"
FUEL-006995,TRIP-004524,TRK-036,DRV-039,2025-02-28,6.83,3.894,26.6,"Amarillo, TX"
FUEL-006996,TRIP-004525,TRK-024,DRV-007,2026-03-15,11.19,4.334,48.5,"Plainview, TX"
FUEL-006997,TRIP-004526,TRK-024,DRV-043,2026-03-31,7.25,4.243,30.76,"Amarillo, TX"
FUEL-006998,TRIP-004527,TRK-031,DRV-012,2024-11-10,15.96,3.937,62.83,"Amarillo, TX"
FUEL-006999,TRIP-004528,TRK-009,DRV-029,2024-10-28,8.82,3.733,32.93,"Amarillo, TX"
FUEL-007000,TRIP-004529,TRK-025,DRV-031,2026-04-24,18.85,4.284,80.75,"Amarillo, TX"
FUEL-007001,TRIP-004530,TRK-016,DRV-004,2026-06-01,9.75,4.189,40.84,"Plainview, TX"
FUEL-007002,TRIP-004531,TRK-026,DRV-043,2025-05-05,22.31,4.016,89.6,"Oklahoma City, OK"
FUEL-007003,TRIP-004531,TRK-026,DRV-043,2025-05-05,23.38,4.041,94.48,"Amarillo, TX"
FUEL-007004,TRIP-004532,TRK-013,DRV-017,2024-12-24,29.22,4.089,119.48,"Amarillo, TX"
FUEL-007005,TRIP-004532,TRK-013,DRV-017,2024-12-24,28.25,4.02,113.56,"Denver, CO"
FUEL-007006,TRIP-004533,TRK-022,DRV-052,2026-02-12,19.38,4.336,84.03,"Amarillo, TX"
FUEL-007007,TRIP-004534,TRK-034,DRV-007,2025-04-09,27.91,4.143,115.63,"Amarillo, TX"
FUEL-007008,TRIP-004534,TRK-034,DRV-007,2025-04-09,33.86,4.14,140.18,"Denver, CO"
FUEL-007009,TRIP-004535,TRK-030,DRV-049,2025-03-29,10.52,3.998,42.06,"Plainview, TX"
FUEL-007010,TRIP-004536,TRK-021,DRV-013,2025-10-18,19.3,3.941,76.06,"Amarillo, TX"
FUEL-007011,TRIP-004536,TRK-021,DRV-013,2025-10-18,23.61,4.135,97.63,"Oklahoma City, OK"
FUEL-007012,TRIP-004537,TRK-023,DRV-029,2025-08-04,17.31,4.149,71.82,"Amarillo, TX"
FUEL-007013,TRIP-004538,TRK-018,DRV-028,2024-10-22,37.2,3.925,146.01,"Amarillo, TX"
FUEL-007014,TRIP-004538,TRK-018,DRV-028,2024-10-22,34.07,3.895,132.7,"Denver, CO"
FUEL-007015,TRIP-004539,TRK-033,DRV-026,2026-04-11,7.55,4.156,31.38,"Amarillo, TX"
FUEL-007016,TRIP-004540,TRK-013,DRV-016,2025-07-02,21.24,4.006,85.09,"Oklahoma City, OK"
FUEL-007017,TRIP-004540,TRK-013,DRV-016,2025-07-02,22.16,3.837,85.03,"Amarillo, TX"
FUEL-007018,TRIP-004541,TRK-003,DRV-025,2024-07-23,20.13,3.906,78.63,"Amarillo, TX"
FUEL-007019,TRIP-004541,TRK-003,DRV-025,2024-07-23,18.91,3.93,74.32,"Oklahoma City, OK"
FUEL-007020,TRIP-004542,TRK-017,DRV-036,2025-09-20,9.35,4.132,38.63,"Plainview, TX"
FUEL-007021,TRIP-004543,TRK-029,DRV-004,2024-10-29,26.66,3.735,99.58,"Amarillo, TX"
FUEL-007022,TRIP-004543,TRK-029,DRV-004,2024-10-29,29.01,3.76,109.08,"Denver, CO"
FUEL-007023,TRIP-004544,TRK-023,DRV-039,2024-09-09,29.29,3.89,113.94,"Amarillo, TX"
FUEL-007024,TRIP-004544,TRK-023,DRV-039,2024-09-09,35.31,3.915,138.24,"Denver, CO"
FUEL-007025,TRIP-004545,TRK-022,DRV-017,2025-03-13,23.47,4.037,94.75,"Lubbock, TX"
FUEL-007026,TRIP-004545,TRK-022,DRV-017,2025-03-13,20.4,3.939,80.36,"Albuquerque, NM"
FUEL-007027,TRIP-004546,TRK-034,DRV-032,2025-10-28,21.59,3.97,85.71,"Oklahoma City, OK"
FUEL-007028,TRIP-004546,TRK-034,DRV-032,2025-10-28,16.97,4.001,67.9,"Amarillo, TX"
FUEL-007029,TRIP-004547,TRK-034,DRV-021,2025-01-04,29.96,3.976,119.12,"Amarillo, TX"
FUEL-007030,TRIP-004547,TRK-034,DRV-021,2025-01-04,32.91,3.968,130.59,"Denver, CO"
FUEL-007031,TRIP-004548,TRK-030,DRV-015,2026-01-13,18.82,4.16,78.29,"Amarillo, TX"
FUEL-007032,TRIP-004549,TRK-007,DRV-026,2025-01-12,25.33,3.849,97.5,"Lubbock, TX"
FUEL-007033,TRIP-004549,TRK-007,DRV-026,2025-01-12,24.27,4.058,98.49,"Albuquerque, NM"
FUEL-007034,TRIP-004550,TRK-008,DRV-028,2026-01-04,20.88,3.989,83.29,"Amarillo, TX"
FUEL-007035,TRIP-004550,TRK-008,DRV-028,2026-01-04,15.66,4.204,65.83,"Oklahoma City, OK"
FUEL-007036,TRIP-004551,TRK-007,DRV-051,2024-09-12,9.34,3.901,36.44,"Plainview, TX"
FUEL-007037,TRIP-004552,TRK-001,DRV-011,2026-05-08,20.64,4.098,84.58,"Lubbock, TX"
FUEL-007038,TRIP-004552,TRK-001,DRV-011,2026-05-08,22.21,4.321,95.97,"Albuquerque, NM"
FUEL-007039,TRIP-004553,TRK-016,DRV-028,2025-06-16,10.3,4.017,41.38,"Plainview, TX"
FUEL-007040,TRIP-004554,TRK-015,DRV-027,2025-04-21,20.7,4.029,83.4,"Oklahoma City, OK"
FUEL-007041,TRIP-004554,TRK-015,DRV-027,2025-04-21,18.52,4.011,74.28,"Amarillo, TX"
FUEL-007042,TRIP-004555,TRK-003,DRV-015,2024-08-09,7.86,3.856,30.31,"Amarillo, TX"
FUEL-007043,TRIP-004556,TRK-020,DRV-037,2026-03-22,9.85,4.214,41.51,"Plainview, TX"
FUEL-007044,TRIP-004557,TRK-029,DRV-001,2025-11-08,14.77,4.168,61.56,"Oklahoma City, OK"
FUEL-007045,TRIP-004557,TRK-029,DRV-001,2025-11-08,16.65,4.201,69.95,"Amarillo, TX"
FUEL-007046,TRIP-004558,TRK-004,DRV-035,2025-01-18,17.83,3.936,70.18,"Oklahoma City, OK"
FUEL-007047,TRIP-004558,TRK-004,DRV-035,2025-01-18,17.69,3.981,70.42,"Amarillo, TX"
FUEL-007048,TRIP-004559,TRK-005,DRV-006,2025-09-18,17.03,3.969,67.59,"Amarillo, TX"
FUEL-007049,TRIP-004560,TRK-025,DRV-004,2025-09-01,21.74,3.868,84.09,"Amarillo, TX"
FUEL-007050,TRIP-004560,TRK-025,DRV-004,2025-09-01,20.56,3.93,80.8,"Oklahoma City, OK"
FUEL-007051,TRIP-004561,TRK-016,DRV-027,2024-08-15,22.07,4.035,89.05,"Lubbock, TX"
FUEL-007052,TRIP-004561,TRK-016,DRV-027,2024-08-15,18.28,3.965,72.48,"Albuquerque, NM"
FUEL-007053,TRIP-004562,TRK-004,DRV-028,2025-03-18,9.63,4.115,39.63,"Plainview, TX"
FUEL-007054,TRIP-004563,TRK-012,DRV-006,2025-06-24,8.46,3.824,32.35,"Plainview, TX"
FUEL-007055,TRIP-004564,TRK-026,DRV-024,2026-04-19,17.35,4.128,71.62,"Amarillo, TX"
FUEL-007056,TRIP-004565,TRK-007,DRV-039,2025-11-09,19.08,4.057,77.41,"Lubbock, TX"
FUEL-007057,TRIP-004565,TRK-007,DRV-039,2025-11-09,19.91,3.987,79.38,"Albuquerque, NM"
FUEL-007058,TRIP-004566,TRK-016,DRV-008,2026-01-16,31.21,3.996,124.72,"Denver, CO"
FUEL-007059,TRIP-004566,TRK-016,DRV-008,2026-01-16,39.07,4.209,164.45,"Amarillo, TX"
FUEL-007060,TRIP-004567,TRK-025,DRV-031,2025-02-02,19.13,3.807,72.83,"Oklahoma City, OK"
