record_id,truck_id,service_date,service_type,cost,downtime_hours,odometer_at_service
MNT-000376,TRK-046,2025-08-24,transmission repair,7852.59,83.3,681629
MNT-000377,TRK-046,2025-07-15,tire replacement,8857.37,89.3,829512
MNT-000378,TRK-046,2025-09-25,routine PM service,6226.45,80.0,765091
MNT-000379,TRK-046,2025-08-30,engine repair,7867.37,32.6,821426
MNT-000380,TRK-046,2025-05-15,transmission repair,5427.85,73.7,783398
MNT-000381,TRK-046,2025-09-04,electrical,4073.16,68.6,879117
MNT-000382,TRK-046,2025-03-17,routine PM service,8940.42,23.9,852374
MNT-000383,TRK-046,2024-12-12,engine repair,8366.71,60.2,593365
MNT-000384,TRK-046,2024-08-29,cooling system,4662.35,73.0,885089
MNT-000385,TRK-046,2025-10-04,routine PM service,2914.35,85.3,684112
MNT-000386,TRK-047,2026-05-06,cooling system,6885.27,23.4,354499
MNT-000387,TRK-047,2026-05-30,brake system,7821.26,23.1,385816
MNT-000388,TRK-047,2025-01-03,engine repair,9003.02,18.7,504156
MNT-000389,TRK-047,2025-05-06,engine repair,7776.44,25.4,688838
MNT-000390,TRK-047,2025-06-07,electrical,2143.72,68.7,475953
MNT-000391,TRK-047,2026-06-25,transmission repair,9454.9,67.9,459703
MNT-000392,TRK-047,2026-04-15,transmission repair,8279.29,89.6,422280
MNT-000393,TRK-047,2025-10-16,engine repair,5911.04,78.2,474477
MNT-000394,TRK-047,2026-05-06,routine PM service,2335.44,23.8,535162
MNT-000395,TRK-047,2025-06-10,engine repair,8008.94,53.7,540278
MNT-000396,TRK-047,2026-05-04,routine PM service,6882.29,95.9,450381
MNT-000397,TRK-047,2026-01-03,suspension,7330.98,45.9,444232
MNT-000398,TRK-047,2024-07-29,engine repair,2477.57,29.7,432931
MNT-000399,TRK-047,2026-03-24,transmission repair,6388.64,88.4,387616
MNT-000400,TRK-047,2025-07-09,brake system,4961.02,27.1,375589
MNT-000401,TRK-048,2025-10-11,cooling system,4083.28,89.0,475515
MNT-000402,TRK-048,2025-11-23,tire replacement,6905.55,30.3,453240
MNT-000403,TRK-048,2025-10-18,transmission repair,6399.94,23.1,632202
MNT-000404,TRK-048,2026-03-22,tire replacement,4473.87,71.3,609111
MNT-000405,TRK-048,2025-03-13,tire replacement,8023.56,66.1,545077
MNT-000406,TRK-048,2026-06-16,engine repair,2927.39,62.5,650661
MNT-000407,TRK-048,2024-12-19,routine PM service,9372.2,65.6,765037
MNT-000408,TRK-048,2026-01-01,engine repair,7759.53,21.7,534635
MNT-000409,TRK-048,2025-03-20,brake system,5028.36,87.7,672025
MNT-000410,TRK-048,2025-06-20,engine repair,7312.97,24.6,687849
MNT-000411,TRK-048,2024-07-21,transmission repair,3548.14,71.5,715846
MNT-000412,TRK-048,2026-04-13,engine repair,4314.27,44.2,408123
MNT-000413,TRK-048,2025-03-16,routine PM service,4456.2,89.8,387600
MNT-000414,TRK-048,2024-07-25,engine repair,7749.68,53.5,683140
MNT-000415,TRK-048,2026-04-01,cooling system,2045.3,40.0,426088
MNT-000416,TRK-048,2025-08-23,engine repair,5199.75,44.7,668861
MNT-000417,TRK-048,2025-07-29,brake system,2552.49,21.9,461006
MNT-000418,TRK-048,2026-02-26,engine repair,5894.73,39.6,734133
MNT-000419,TRK-049,2024-11-10,routine PM service,1198.43,22.7,208652
MNT-000420,TRK-049,2026-02-24,routine PM service,2425.21,9.7,16588
MNT-000421,TRK-049,2025-03-24,electrical,2677.23,11.1,42162
MNT-000422,TRK-049,2025-12-13,brake system,2649.62,16.6,235708
MNT-000423,TRK-049,2024-09-27,routine PM service,1540.87,16.2,323512
MNT-000424,TRK-049,2025-06-18,tire replacement,1335.59,21.4,118123
MNT-000425,TRK-049,2024-07-28,tire replacement,2098.87,16.4,102984
MNT-000426,TRK-049,2026-03-26,brake system,2200.41,2.2,163664
MNT-000427,TRK-050,2025-04-07,routine PM service,1358.83,23.0,74335
MNT-000428,TRK-050,2026-04-13,cooling system,3084.0,7.5,79713
MNT-000429,TRK-050,2025-04-06,tire replacement,1451.04,14.5,167458
MNT-000430,TRK-050,2025-08-29,cooling system,2720.24,19.9,177192
MNT-000431,TRK-051,2025-01-04,electrical,1893.59,8.8,455470
MNT-000432,TRK-051,2026-03-10,brake system,937.03,9.8,326523
MNT-000433,TRK-051,2024-08-01,brake system,1029.46,10.3,397626
MNT-000434,TRK-051,2025-08-21,routine PM service,3188.03,16.0,216426
MNT-000435,TRK-051,2025-08-06,electrical,2479.37,14.0,278529
MNT-000436,TRK-051,2025-02-26,brake system,1465.59,13.6,143677
MNT-000437,TRK-051,2024-09-28,brake system,405.24,15.3,126260
MNT-000438,TRK-052,2024-07-29,routine PM service,1096.31,11.4,60328
MNT-000439,TRK-052,2025-05-12,electrical,1687.73,22.7,80497
MNT-000440,TRK-052,2024-12-13,routine PM service,2097.44,21.2,54250
MNT-000441,TRK-052,2024-09-24,routine PM service,2927.07,16.4,212355
MNT-000442,TRK-053,2025-09-10,routine PM service,1060.1,15.8,39083
MNT-000443,TRK-053,2026-05-24,brake system,2857.92,20.5,74176
MNT-000444,TRK-053,2024-09-11,routine PM service,1629.25,9.9,32561
MNT-000445,TRK-053,2024-11-23,brake system,1655.36,5.6,44736
MNT-000446,TRK-053,2025-07-14,routine PM service,1474.46,13.5,18929
MNT-000447,TRK-053,2025-09-09,electrical,1478.6,23.5,29227
MNT-000448,TRK-053,2025-07-23,tire replacement,2282.69,19.0,115640
MNT-000449,TRK-054,2024-12-18,routine PM service,2927.34,13.4,200446
MNT-000450,TRK-054,2024-07-16,electrical,1717.32,8.3,100638
MNT-000451,TRK-054,2025-10-16,routine PM service,412.44,12.1,61173
MNT-000452,TRK-054,2025-09-24,brake system,1304.98,9.1,213834
MNT-000453,TRK-054,2025-07-14,routine PM service,1309.2,11.4,241886
MNT-000454,TRK-054,2025-03-18,routine PM service,1914.87,9.3,205450
MNT-000455,TRK-054,2025-10-03,brake system,2077.79,9.6,295234
MNT-000456,TRK-054,2026-06-06,routine PM service,2630.2,15.1,12404
MNT-000457,TRK-054,2026-05-13,routine PM service,1102.19,10.5,254727
MNT-000458,TRK-055,2026-01-18,tire replacement,1524.92,21.9,36359
MNT-000459,TRK-055,2025-09-11,tire replacement,855.34,23.4,27688
MNT-000460,TRK-055,2026-05-15,brake system,1426.53,7.5,188861
MNT-000461,TRK-055,2025-06-27,routine PM service,2965.04,15.1,81206
MNT-000462,TRK-055,2024-10-14,tire replacement,867.76,18.3,136814
MNT-000463,TRK-055,2025-03-29,routine PM service,3004.05,9.1,72150
MNT-000464,TRK-055,2025-08-26,routine PM service,2989.6,20.2,204453
MNT-000465,TRK-055,2025-05-28,brake system,837.53,11.2,31698
MNT-000466,TRK-056,2024-12-01,routine PM service,325.95,7.4,343383
MNT-000467,TRK-056,2025-08-20,routine PM service,1513.71,20.7,98457
MNT-000468,TRK-056,2024-11-15,routine PM service,586.84,12.4,310861
MNT-000469,TRK-056,2026-05-05,cooling system,2475.61,4.6,285742
MNT-000470,TRK-056,2025-01-08,cooling system,2712.08,9.0,216604
MNT-000471,TRK-056,2024-09-30,electrical,537.77,10.3,417407
MNT-000472,TRK-057,2026-02-15,electrical,2557.2,4.5,153196
MNT-000473,TRK-057,2025-05-13,routine PM service,1883.23,15.5,44445
MNT-000474,TRK-057,2025-10-11,routine PM service,2521.26,16.8,126874
MNT-000475,TRK-057,2026-02-12,routine PM service,810.62,12.6,27893
MNT-000476,TRK-058,2025-08-30,electrical,2146.76,7.2,193276
MNT-000477,TRK-058,2025-08-03,tire replacement,2793.17,23.2,214592
MNT-000478,TRK-058,2025-01-07,routine PM service,798.29,11.3,244678
MNT-000479,TRK-058,2024-12-24,brake system,442.17,16.7,268960
MNT-000480,TRK-058,2025-09-05,routine PM service,1519.18,14.0,238999
MNT-000481,TRK-058,2025-08-23,tire replacement,1294.91,13.1,174855
MNT-000482,TRK-058,2026-01-12,routine PM service,1235.66,13.2,314202
MNT-000483,TRK-058,2025-10-20,routine PM service,1523.02,10.4,241435
MNT-000484,TRK-058,2026-06-20,tire replacement,1621.19,16.7,94478
MNT-000485,TRK-059,2026-06-11,electrical,755.59,23.7,11874
MNT-000486,TRK-059,2025-01-12,engine repair,283.16,6.0,109186
MNT-000487,TRK-059,2024-08-24,routine PM service,2296.21,6.1,88354
MNT-000488,TRK-059,2025-01-23,routine PM service,2263.57,9.1,73774
MNT-000489,TRK-059,2025-06-14,brake system,1724.49,18.1,104109
MNT-000490,TRK-059,2025-01-04,brake system,1967.0,8.5,1249
MNT-000491,TRK-059,2025-01-08,routine PM service,406.99,13.6,66745
MNT-000492,TRK-059,2025-12-04,tire replacement,347.21,2.5,51493
MNT-000493,TRK-059,2026-02-09,engine repair,744.12,19.8,28409
MNT-000494,TRK-060,2024-10-18,electrical,1643.31,14.9,142577
MNT-000495,TRK-060,2024-10-22,brake system,2020.21,12.5,20281
MNT-000496,TRK-060,2024-10-25,brake system,2044.87,23.5,256889
MNT-000497,TRK-060,2024-12-11,brake system,1208.78,10.5,188991
MNT-000498,TRK-061,2025-07-15,electrical,1804.37,12.4,135659
MNT-000499,TRK-061,2025-11-03,tire replacement,1974.54,13.4,97630
MNT-000500,TRK-061,2026-04-10,tire replacement,503.54,19.7,168247
MNT-000501,TRK-061,2026-02-02,brake system,1655.85,18.2,124304
MNT-000502,TRK-061,2025-06-05,routine PM service,2867.42,15.4,108525
MNT-000503,TRK-061,2025-08-22,brake system,1776.04,2.7,159028
MNT-000504,TRK-061,2025-03-27,electrical,1593.18,4.9,328676
MNT-000505,TRK-061,2024-12-15,electrical,1933.87,12.9,473290
MNT-000506,TRK-062,2025-12-18,brake system,630.91,8.7,274990
MNT-000507,TRK-062,2026-03-25,routine PM service,441.6,7.6,192088
MNT-000508,TRK-062,2026-06-02,electrical,2849.29,6.9,278919
MNT-000509,TRK-062,2025-06-29,engine repair,958.3,15.9,327464
MNT-000510,TRK-062,2024-09-02,engine repair,1671.99,3.1,230164
MNT-000511,TRK-062,2025-04-07,tire replacement,2838.82,13.1,342040
MNT-000512,TRK-062,2026-06-24,brake system,2863.99,18.4,328173
MNT-000513,TRK-062,2025-05-19,routine PM service,2724.32,13.2,232044
MNT-000514,TRK-062,2026-06-28,engine repair,2611.44,21.2,329615
MNT-000515,TRK-062,2026-03-20,brake system,2964.22,15.3,279793
MNT-000516,TRK-063,2024-11-10,routine PM service,3179.93,10.1,414352
MNT-000517,TRK-063,2024-09-14,routine PM service,3167.55,17.0,438576
MNT-000518,TRK-063,2025-01-30,cooling system,1090.58,9.5,324165
MNT-000519,TRK-063,2026-06-12,electrical,1835.66,22.2,447698
MNT-000520,TRK-063,2026-05-06,routine PM service,2001.92,7.8,161928
MNT-000521,TRK-063,2024-10-29,engine repair,2501.39,18.5,253536
MNT-000522,TRK-063,2025-09-18,tire replacement,2708.36,2.8,265174
MNT-000523,TRK-064,2026-07-03,electrical,2595.05,11.9,288407
MNT-000524,TRK-064,2025-10-24,routine PM service,932.25,17.9,175478
MNT-000525,TRK-064,2025-04-25,engine repair,544.47,16.5,79801
MNT-000526,TRK-064,2026-01-12,brake system,3193.53,19.0,326909
MNT-000527,TRK-064,2025-05-01,brake system,2297.34,12.4,226599
MNT-000528,TRK-064,2025-09-28,engine repair,1580.6,16.7,153478
MNT-000529,TRK-064,2025-05-27,routine PM service,999.8,6.3,107473
MNT-000530,TRK-064,2024-08-23,routine PM service,2505.75,21.9,135166
MNT-000531,TRK-064,2025-07-25,cooling system,991.73,8.5,193807
MNT-000532,TRK-064,2025-08-17,engine repair,2351.61,5.1,162638
MNT-000533,TRK-065,2025-01-23,tire replacement,1463.69,18.3,80394
MNT-000534,TRK-065,2025-09-06,routine PM service,2507.8,22.8,85261
MNT-000535,TRK-065,2026-03-04,routine PM service,1942.3,5.4,31239
MNT-000536,TRK-065,2025-07-20,tire replacement,3111.25,10.6,13230
MNT-000537,TRK-065,2026-06-01,routine PM service,1747.11,20.8,13349
MNT-000538,TRK-065,2024-11-12,brake system,1400.85,3.9,7630
MNT-000539,TRK-066,2026-06-16,electrical,909.86,7.7,324462
MNT-000540,TRK-066,2026-03-07,brake system,1499.18,8.9,252711
MNT-000541,TRK-066,2025-12-09,cooling system,338.41,4.0,460220
MNT-000542,TRK-066,2025-08-21,tire replacement,1195.23,20.7,425774
MNT-000543,TRK-066,2025-03-19,electrical,1412.61,22.8,365522
MNT-000544,TRK-066,2024-12-17,tire replacement,1401.41,11.0,468962
MNT-000545,TRK-066,2025-05-29,routine PM service,1810.12,15.4,245400
MNT-000546,TRK-066,2025-11-21,cooling system,2618.21,19.3,251229
MNT-000547,TRK-067,2026-01-21,electrical,2704.67,13.5,98607
MNT-000548,TRK-067,2024-08-20,electrical,1211.17,3.7,224099
MNT-000549,TRK-067,2025-09-01,brake system,1258.57,22.1,72211
MNT-000550,TRK-067,2024-10-29,tire replacement,470.61,13.6,226350
MNT-000551,TRK-067,2025-09-27,electrical,2350.95,22.1,180950
MNT-000552,TRK-067,2024-12-26,tire replacement,2226.3,6.3,185374
MNT-000553,TRK-068,2024-11-29,routine PM service,783.02,6.5,154475
MNT-000554,TRK-068,2025-08-11,engine repair,2715.17,22.0,59814
MNT-000555,TRK-068,2026-02-19,routine PM service,2005.85,3.0,87202
MNT-000556,TRK-068,2024-09-06,tire replacement,1392.35,23.7,179662
MNT-000557,TRK-068,2024-10-10,routine PM service,3152.78,16.5,49718
MNT-000558,TRK-068,2024-09-01,routine PM service,713.46,22.1,72907
MNT-000559,TRK-068,2026-01-31,tire replacement,2157.41,9.7,48581
MNT-000560,TRK-068,2024-08-26,routine PM service,1399.04,21.4,39268
MNT-000561,TRK-069,2026-06-20,engine repair,2505.3,18.1,61592
MNT-000562,TRK-069,2025-07-19,tire replacement,1714.38,17.4,93141
MNT-000563,TRK-069,2024-07-24,routine PM service,859.51,14.6,4461
MNT-000564,TRK-069,2024-11-16,engine repair,2775.34,16.6,11855
MNT-000565,TRK-069,2025-02-27,routine PM service,871.21,12.0,118331
MNT-000566,TRK-069,2025-08-27,routine PM service,2392.39,6.4,84092
MNT-000567,TRK-069,2024-12-20,routine PM service,607.84,4.8,134373
MNT-000568,TRK-069,2026-07-02,tire replacement,1011.31,19.0,57670
MNT-000569,TRK-069,2024-10-04,electrical,2765.85,13.9,106475
MNT-000570,TRK-070,2024-07-16,cooling system,3152.53,22.9,1623
MNT-000571,TRK-070,2025-12-10,tire replacement,2927.16,9.4,328291
MNT-000572,TRK-070,2026-04-16,electrical,2427.64,2.3,53632
MNT-000573,TRK-070,2024-07-25,routine PM service,2416.99,15.8,245758
MNT-000574,TRK-070,2025-07-06,tire replacement,2960.96,2.9,252136
MNT-000575,TRK-070,2025-01-11,brake system,602.63,15.8,138053
MNT-000576,TRK-070,2024-07-19,engine repair,271.39,20.0,250010
MNT-000577,TRK-071,2024-10-30,electrical,973.02,19.9,161188
MNT-000578,TRK-071,2026-04-01,routine PM service,2783.64,15.8,5750
MNT-000579,TRK-071,2025-09-19,engine repair,2100.31,8.5,220324
MNT-000580,TRK-071,2024-10-16,routine PM service,279.72,9.6,6301
MNT-000581,TRK-071,2026-01-05,routine PM service,292.93,8.9,190011
MNT-000582,TRK-072,2025-02-01,routine PM service,1559.76,14.3,352719
MNT-000583,TRK-072,2025-07-19,routine PM service,2978.81,8.2,341135
MNT-000584,TRK-072,2026-03-16,routine PM service,1940.57,11.0,67665
MNT-000585,TRK-072,2025-11-14,cooling system,1802.94,10.1,65830
MNT-000586,TRK-072,2025-10-09,brake system,1093.93,22.4,215344
MNT-000587,TRK-072,2024-07-20,brake system,2620.48,22.4,130371
MNT-000588,TRK-073,2025-10-25,cooling system,2226.45,2.4,294212
MNT-000589,TRK-073,2024-09-10,tire replacement,1280.37,17.3,149716
MNT-000590,TRK-073,2025-03-18,tire replacement,997.46,5.5,232482
MNT-000591,TRK-073,2026-02-06,electrical,1117.16,11.7,148936
MNT-000592,TRK-073,2025-08-04,electrical,3166.54,2.8,10513
MNT-000593,TRK-073,2024-08-21,electrical,596.89,8.4,38985
MNT-000594,TRK-073,2026-03-08,routine PM service,1320.77,18.2,133502
MNT-000595,TRK-074,2025-10-30,tire replacement,2337.83,14.6,111031
MNT-000596,TRK-074,2024-12-16,cooling system,558.52,14.5,144260
MNT-000597,TRK-074,2025-09-28,engine repair,521.67,10.0,66781
MNT-000598,TRK-074,2025-01-21,routine PM service,2517.28,20.8,62463
MNT-000599,TRK-074,2025-05-21,tire replacement,2201.52,21.0,39176
MNT-000600,TRK-074,2026-02-26,electrical,485.6,16.4,31018
MNT-000601,TRK-075,2024-09-30,routine PM service,798.42,13.0,14005
MNT-000602,TRK-075,2026-05-15,brake system,2523.96,15.0,73579
MNT-000603,TRK-075,2026-02-03,brake system,943.23,13.7,65527
MNT-000604,TRK-075,2026-02-21,routine PM service,626.52,15.6,34535
MNT-000605,TRK-075,2025-12-30,tire replacement,1437.25,15.4,55045
MNT-000606,TRK-075,2025-11-04,brake system,1169.13,5.8,34802
MNT-000607,TRK-076,2025-01-24,tire replacement,2955.7,23.5,132147
MNT-000608,TRK-076,2025-07-03,tire replacement,1217.78,17.4,260531
MNT-000609,TRK-076,2025-11-29,tire replacement,2052.3,17.9,242729
MNT-000610,TRK-076,2024-12-15,tire replacement,1683.06,22.0,111830
MNT-000611,TRK-076,2025-06-12,tire replacement,1748.3,21.5,76527
MNT-000612,TRK-077,2025-09-20,tire replacement,1077.24,14.3,66893
MNT-000613,TRK-077,2025-11-14,electrical,2555.02,5.2,258290
MNT-000614,TRK-077,2026-06-29,tire replacement,2070.01,17.5,271085
MNT-000615,TRK-077,2024-07-21,cooling system,1245.31,7.2,159527
MNT-000616,TRK-077,2024-10-07,routine PM service,2122.53,7.2,164603
MNT-000617,TRK-077,2025-10-01,routine PM service,331.07,18.6,249161
MNT-000618,TRK-078,2024-12-31,routine PM service,1231.16,6.3,102291
MNT-000619,TRK-078,2025-07-06,routine PM service,469.15,8.2,71668
MNT-000620,TRK-078,2024-08-31,routine PM service,975.19,14.2,107967
MNT-000621,TRK-078,2024-11-11,electrical,3074.09,11.6,96037
MNT-000622,TRK-078,2025-02-06,routine PM service,2754.62,4.6,92401
MNT-000623,TRK-079,2025-11-16,engine repair,1228.82,18.0,57154
MNT-000624,TRK-079,2025-07-26,routine PM service,2769.88,11.6,70813
MNT-000625,TRK-079,2026-06-11,tire replacement,985.91,17.9,19600
MNT-000626,TRK-079,2024-12-04,tire replacement,2399.45,6.0,249112
MNT-000627,TRK-079,2025-10-17,tire replacement,1697.56,15.4,224038
MNT-000628,TRK-079,2026-02-15,brake system,1327.13,17.9,202451
MNT-000629,TRK-079,2024-11-27,engine repair,2276.84,22.3,294447
MNT-000630,TRK-080,2025-09-22,brake system,2019.02,13.0,33597
MNT-000631,TRK-080,2025-12-24,routine PM service,1760.66,2.8,98815
MNT-000632,TRK-080,2025-03-24,brake system,1437.52,9.8,178658
MNT-000633,TRK-080,2024-08-04,routine PM service,3141.29,8.0,10305
MNT-000634,TRK-080,2024-11-24,tire replacement,2808.41,16.3,184570
MNT-000635,TRK-080,2025-04-16,tire replacement,2377.91,22.2,132271
MNT-000636,TRK-080,2025-11-15,routine PM service,2996.64,16.1,164806
MNT-000637,TRK-080,2025-10-31,tire replacement,1171.08,21.7,36790
MNT-000638,TRK-080,2024-11-07,brake system,1766.18,15.9,26329
MNT-000639,TRK-081,2025-01-05,routine PM service,2452.11,4.5,175409
MNT-000640,TRK-081,2025-03-08,brake system,499.24,5.9,230
MNT-000641,TRK-081,2026-03-06,routine PM service,2775.12,21.2,6466
MNT-000642,TRK-081,2025-04-09,routine PM service,3184.77,21.2,90265
MNT-000643,TRK-081,2026-04-20,engine repair,839.33,5.7,164985
MNT-000644,TRK-082,2025-10-12,routine PM service,1950.51,17.9,107605
MNT-000645,TRK-082,2025-03-09,tire replacement,736.7,12.5,72931
MNT-000646,TRK-082,2025-10-10,routine PM service,2378.25,2.7,42752
MNT-000647,TRK-082,2025-09-23,electrical,751.8,21.1,36484
MNT-000648,TRK-082,2025-01-12,routine PM service,1168.66,13.2,31804
MNT-000649,TRK-083,2025-06-08,tire replacement,3190.48,5.9,103240
MNT-000650,TRK-083,2024-12-13,tire replacement,1213.36,5.6,30954
MNT-000651,TRK-083,2025-05-30,routine PM service,2961.7,9.3,163475
MNT-000652,TRK-083,2025-05-26,tire replacement,2389.53,16.0,160370
MNT-000653,TRK-084,2026-01-16,brake system,2375.51,5.5,466453
MNT-000654,TRK-084,2025-07-14,routine PM service,2821.0,6.1,319353
MNT-000655,TRK-084,2025-03-26,routine PM service,2667.64,21.1,168068
MNT-000656,TRK-084,2024-10-05,tire replacement,2374.75,21.2,412388
MNT-000657,TRK-085,2024-08-04,tire replacement,2527.0,7.4,228940
MNT-000658,TRK-085,2026-05-10,tire replacement,1706.61,13.9,187152
MNT-000659,TRK-085,2024-10-08,routine PM service,1638.96,16.9,197516
MNT-000660,TRK-085,2026-01-23,routine PM service,2110.99,13.4,378696
MNT-000661,TRK-085,2025-05-31,tire replacement,1326.18,3.7,400961
MNT-000662,TRK-085,2024-10-17,routine PM service,2912.64,2.6,446181
MNT-000663,TRK-085,2025-03-08,routine PM service,1028.52,21.5,333010
MNT-000664,TRK-086,2024-12-31,routine PM service,3064.78,20.8,223664
MNT-000665,TRK-086,2024-11-01,brake system,1983.96,5.7,186252
MNT-000666,TRK-086,2026-05-31,engine repair,949.26,7.9,188785
MNT-000667,TRK-086,2026-01-19,routine PM service,1644.23,10.4,231272
MNT-000668,TRK-087,2025-04-09,brake system,2688.74,7.9,7443
MNT-000669,TRK-087,2026-01-27,routine PM service,1056.93,14.8,122910
MNT-000670,TRK-087,2025-10-24,routine PM service,2958.53,12.5,193819
MNT-000671,TRK-087,2026-03-21,tire replacement,3012.5,17.7,327618
MNT-000672,TRK-087,2025-08-10,routine PM service,936.58,17.4,209947
MNT-000673,TRK-087,2024-08-05,electrical,636.3,20.7,296511
MNT-000674,TRK-087,2026-06-10,tire replacement,1110.39,18.1,49029
MNT-000675,TRK-087,2026-03-20,routine PM service,2101.37,18.0,216504
MNT-000676,TRK-087,2024-09-17,routine PM service,1981.68,15.9,34698
MNT-000677,TRK-088,2025-11-29,routine PM service,1429.25,15.1,244142
MNT-000678,TRK-088,2025-11-09,tire replacement,371.76,23.6,266673
MNT-000679,TRK-088,2025-12-05,tire replacement,3118.99,12.6,94777
MNT-000680,TRK-088,2025-09-03,tire replacement,576.28,14.1,11514
MNT-000681,TRK-088,2024-12-09,engine repair,1912.36,10.3,286032
MNT-000682,TRK-088,2025-11-13,brake system,1542.89,23.7,120465
MNT-000683,TRK-088,2024-12-29,routine PM service,2479.75,20.0,67236
MNT-000684,TRK-088,2026-03-16,routine PM service,1985.18,7.4,267150
MNT-000685,TRK-088,2026-04-25,routine PM service,376.2,20.7,76830
MNT-000686,TRK-088,2026-03-17,electrical,2627.74,3.9,185641
MNT-000687,TRK-089,2024-09-05,brake system,1389.87,9.6,75971
MNT-000688,TRK-089,2025-11-07,routine PM service,2715.98,16.6,81098
MNT-000689,TRK-089,2024-10-13,tire replacement,2930.36,3.8,6375
MNT-000690,TRK-089,2025-07-25,engine repair,1472.64,12.6,89484
MNT-000691,TRK-090,2025-11-27,routine PM service,1589.91,14.1,66085
MNT-000692,TRK-090,2026-07-02,electrical,1186.57,18.8,114377
MNT-000693,TRK-090,2025-09-02,brake system,1013.6,5.7,86735
MNT-000694,TRK-090,2024-11-09,routine PM service,1146.06,4.9,24218
MNT-000695,TRK-091,2025-01-16,routine PM service,838.0,17.1,389652
MNT-000696,TRK-091,2025-07-01,electrical,2247.59,14.0,199966
MNT-000697,TRK-091,2025-04-28,tire replacement,1983.56,9.5,325839
MNT-000698,TRK-091,2026-01-31,routine PM service,2016.42,19.0,195536
MNT-000699,TRK-091,2025-05-21,tire replacement,583.6,11.3,58740
MNT-000700,TRK-091,2025-11-23,electrical,1440.69,13.7,217137
MNT-000701,TRK-091,2025-04-17,cooling system,1420.06,15.8,273318
MNT-000702,TRK-092,2025-06-03,brake system,2013.2,15.7,235001
MNT-000703,TRK-092,2025-12-27,routine PM service,3154.54,12.3,251330
MNT-000704,TRK-092,2025-08-06,engine repair,2561.12,23.7,66320
MNT-000705,TRK-092,2025-04-14,tire replacement,3016.09,18.7,76048
MNT-000706,TRK-092,2025-09-08,routine PM service,2522.23,3.9,253440
MNT-000707,TRK-093,2025-05-30,cooling system,264.82,15.9,94808
MNT-000708,TRK-093,2026-03-01,engine repair,3148.5,21.4,464536
MNT-000709,TRK-093,2025-01-11,electrical,2662.63,20.5,91488
MNT-000710,TRK-093,2026-04-17,tire replacement,1787.83,23.1,420827
MNT-000711,TRK-093,2025-06-03,tire replacement,1681.22,16.0,392440
MNT-000712,TRK-093,2024-10-26,tire replacement,1075.0,21.9,425101
MNT-000713,TRK-093,2025-02-08,routine PM service,755.51,23.9,218004
MNT-000714,TRK-093,2025-01-26,routine PM service,2343.76,16.2,213166
MNT-000715,TRK-093,2024-09-06,engine repair,1145.57,8.4,391757
MNT-000716,TRK-093,2025-02-18,routine PM service,1065.48,4.4,362752
MNT-000717,TRK-094,2024-08-04,routine PM service,2074.48,17.8,192130
MNT-000718,TRK-094,2025-09-26,routine PM service,1673.58,19.0,154494
MNT-000719,TRK-094,2025-04-25,brake system,2575.99,10.7,49896
MNT-000720,TRK-094,2024-09-01,cooling system,754.61,21.7,193058
MNT-000721,TRK-094,2026-03-22,routine PM service,2130.29,5.5,189773
MNT-000722,TRK-094,2026-05-28,routine PM service,801.5,18.0,32590
MNT-000723,TRK-094,2025-03-13,tire replacement,1068.1,2.7,97945
MNT-000724,TRK-094,2025-05-06,brake system,845.18,12.3,70820
MNT-000725,TRK-094,2024-12-19,routine PM service,2099.16,4.4,38268
MNT-000726,TRK-095,2026-04-06,engine repair,1414.05,20.4,130445
MNT-000727,TRK-095,2025-05-06,tire replacement,373.18,6.8,338110
MNT-000728,TRK-095,2025-11-13,tire replacement,2547.35,5.6,139971
MNT-000729,TRK-095,2025-06-26,tire replacement,2402.22,20.0,197000
MNT-000730,TRK-095,2026-03-17,engine repair,2421.95,6.7,384934
MNT-000731,TRK-095,2026-02-02,tire replacement,1447.77,4.0,314420
MNT-000732,TRK-095,2025-01-18,brake system,2927.27,11.8,117970
MNT-000733,TRK-095,2026-06-29,routine PM service,2103.01,9.7,302776
MNT-000734,TRK-095,2025-03-15,cooling system,881.36,14.8,306724
MNT-000735,TRK-096,2025-05-23,routine PM service,1904.18,4.0,48806
MNT-000736,TRK-096,2026-04-27,routine PM service,566.23,23.7,16505
MNT-000737,TRK-096,2025-09-10,electrical,1209.18,7.4,125770
MNT-000738,TRK-096,2025-12-02,routine PM service,3166.57,11.4,127414
MNT-000739,TRK-096,2026-01-01,routine PM service,2718.02,8.0,108134
MNT-000740,TRK-096,2025-10-21,tire replacement,2037.47,9.4,32957
MNT-000741,TRK-096,2026-06-28,engine repair,1796.96,10.3,82988
MNT-000742,TRK-096,2024-07-11,tire replacement,2998.85,5.4,59951
MNT-000743,TRK-096,2025-02-01,cooling system,2642.06,11.7,113830
MNT-000744,TRK-097,2025-11-24,engine repair,544.05,11.9,78653
MNT-000745,TRK-097,2026-05-01,routine PM service,999.92,10.4,184211
MNT-000746,TRK-097,2025-05-29,electrical,285.12,9.4,223147
MNT-000747,TRK-097,2026-03-19,tire replacement,2852.98,7.6,110020
MNT-000748,TRK-097,2026-03-25,routine PM service,2495.8,19.3,21460
MNT-000749,TRK-097,2024-11-17,routine PM service,1745.97,11.1,196178
MNT-000750,TRK-097,2025-03-22,routine PM service,2075.77,6.9,67078
MNT-000751,TRK-097,2025-01-22,tire replacement,929.52,14.9,228372
